victim_remote_event_id,victim_trace_step,op_name,qubits,source_module,target_modules,arrival_time_ns,service_start_time_ns,completion_time_ns,waiting_time_ns,turnaround_time_ns,service_time_ns
129,492,cx,"14,4",module_0,module_2,3460,16150,16260,12690,12800,110
130,495,cx,"14,5",module_0,module_2,3475,16260,16370,12785,12895,110
131,497,cx,"14,5",module_0,module_2,3485,16370,16480,12885,12995,110
132,500,cx,"14,6",module_1,module_2,3500,16480,16590,12980,13090,110
133,502,cx,"14,6",module_1,module_2,3510,16590,16700,13080,13190,110
134,505,cx,"14,7",module_1,module_2,3525,16700,16810,13175,13285,110
135,507,cx,"14,7",module_1,module_2,3535,16810,16920,13275,13385,110
136,510,cx,"14,8",module_1,module_2,3550,16920,17030,13370,13480,110
137,512,cx,"14,8",module_1,module_2,3560,17140,17250,13580,13690,110
138,515,cx,"14,9",module_1,module_2,3575,17250,17360,13675,13785,110
139,517,cx,"14,9",module_1,module_2,3585,17360,17470,13775,13885,110
140,520,cx,"14,10",module_1,module_2,3600,17470,17580,13870,13980,110
141,522,cx,"14,10",module_1,module_2,3610,17580,17690,13970,14080,110
142,525,cx,"14,11",module_1,module_2,3625,17690,17800,14065,14175,110
143,527,cx,"14,11",module_1,module_2,3635,17800,17910,14165,14275,110
144,541,cx,"15,0",module_0,module_2,3705,17910,18020,14205,14315,110
145,543,cx,"15,0",module_0,module_2,3715,18020,18130,14305,14415,110
146,546,cx,"15,1",module_0,module_2,3730,18130,18240,14400,14510,110
147,548,cx,"15,1",module_0,module_2,3740,18240,18350,14500,14610,110
148,551,cx,"15,2",module_0,module_2,3755,18350,18460,14595,14705,110
149,553,cx,"15,2",module_0,module_2,3765,18460,18570,14695,14805,110
150,556,cx,"15,3",module_0,module_2,3780,18570,18680,14790,14900,110
151,558,cx,"15,3",module_0,module_2,3790,18680,18790,14890,15000,110
152,561,cx,"15,4",module_0,module_2,3805,18790,18900,14985,15095,110
153,563,cx,"15,4",module_0,module_2,3815,18900,19010,15085,15195,110
154,566,cx,"15,5",module_0,module_2,3830,19010,19120,15180,15290,110
155,568,cx,"15,5",module_0,module_2,3840,19120,19230,15280,15390,110
156,571,cx,"15,6",module_1,module_2,3855,19230,19340,15375,15485,110
157,573,cx,"15,6",module_1,module_2,3865,19340,19450,15475,15585,110
158,576,cx,"15,7",module_1,module_2,3880,19450,19560,15570,15680,110
159,578,cx,"15,7",module_1,module_2,3890,19560,19670,15670,15780,110
160,581,cx,"15,8",module_1,module_2,3905,19670,19780,15765,15875,110
161,583,cx,"15,8",module_1,module_2,3915,19780,19890,15865,15975,110
162,586,cx,"15,9",module_1,module_2,3930,19890,20000,15960,16070,110
163,588,cx,"15,9",module_1,module_2,3940,20000,20110,16060,16170,110
164,591,cx,"15,10",module_1,module_2,3955,20110,20220,16155,16265,110
165,593,cx,"15,10",module_1,module_2,3965,20220,20330,16255,16365,110
166,596,cx,"15,11",module_1,module_2,3980,20440,20550,16460,16570,110
167,598,cx,"15,11",module_1,module_2,3990,20550,20660,16560,16670,110
168,617,cx,"16,0",module_0,module_2,4085,20660,20770,16575,16685,110
169,619,cx,"16,0",module_0,module_2,4095,20770,20880,16675,16785,110
170,622,cx,"16,1",module_0,module_2,4110,20880,20990,16770,16880,110
171,624,cx,"16,1",module_0,module_2,4120,20990,21100,16870,16980,110
172,627,cx,"16,2",module_0,module_2,4135,21100,21210,16965,17075,110
173,629,cx,"16,2",module_0,module_2,4145,21210,21320,17065,17175,110
174,632,cx,"16,3",module_0,module_2,4160,21320,21430,17160,17270,110
175,634,cx,"16,3",module_0,module_2,4170,21430,21540,17260,17370,110
176,637,cx,"16,4",module_0,module_2,4185,21540,21650,17355,17465,110
177,639,cx,"16,4",module_0,module_2,4195,21650,21760,17455,17565,110
178,642,cx,"16,5",module_0,module_2,4210,21760,21870,17550,17660,110
179,644,cx,"16,5",module_0,module_2,4220,21870,21980,17650,17760,110
180,647,cx,"16,6",module_1,module_2,4235,21980,22090,17745,17855,110
181,649,cx,"16,6",module_1,module_2,4245,22090,22200,17845,17955,110
182,652,cx,"16,7",module_1,module_2,4260,22200,22310,17940,18050,110
183,654,cx,"16,7",module_1,module_2,4270,22310,22420,18040,18150,110
184,657,cx,"16,8",module_1,module_2,4285,22420,22530,18135,18245,110
185,659,cx,"16,8",module_1,module_2,4295,22530,22640,18235,18345,110
186,662,cx,"16,9",module_1,module_2,4310,22640,22750,18330,18440,110
187,664,cx,"16,9",module_1,module_2,4320,22750,22860,18430,18540,110
188,667,cx,"16,10",module_1,module_2,4335,22860,22970,18525,18635,110
189,669,cx,"16,10",module_1,module_2,4345,22970,23080,18625,18735,110
190,672,cx,"16,11",module_1,module_2,4360,23080,23190,18720,18830,110
191,674,cx,"16,11",module_1,module_2,4370,23190,23300,18820,18930,110
192,698,cx,"17,0",module_0,module_2,4490,23410,23520,18920,19030,110
193,700,cx,"17,0",module_0,module_2,4500,23520,23630,19020,19130,110
194,703,cx,"17,1",module_0,module_2,4515,23630,23740,19115,19225,110
195,705,cx,"17,1",module_0,module_2,4525,23740,23850,19215,19325,110
196,708,cx,"17,2",module_0,module_2,4540,23850,23960,19310,19420,110
197,710,cx,"17,2",module_0,module_2,4550,23960,24070,19410,19520,110
198,713,cx,"17,3",module_0,module_2,4565,24070,24180,19505,19615,110
199,715,cx,"17,3",module_0,module_2,4575,24180,24290,19605,19715,110
200,718,cx,"17,4",module_0,module_2,4590,24290,24400,19700,19810,110
201,720,cx,"17,4",module_0,module_2,4600,24400,24510,19800,19910,110
202,723,cx,"17,5",module_0,module_2,4615,24510,24620,19895,20005,110
203,725,cx,"17,5",module_0,module_2,4625,24620,24730,19995,20105,110
204,728,cx,"17,6",module_1,module_2,4640,24730,24840,20090,20200,110
205,730,cx,"17,6",module_1,module_2,4650,24840,24950,20190,20300,110
206,733,cx,"17,7",module_1,module_2,4665,24950,25060,20285,20395,110
207,735,cx,"17,7",module_1,module_2,4675,25060,25170,20385,20495,110
208,738,cx,"17,8",module_1,module_2,4690,25170,25280,20480,20590,110
209,740,cx,"17,8",module_1,module_2,4700,25280,25390,20580,20690,110
210,743,cx,"17,9",module_1,module_2,4715,25390,25500,20675,20785,110
211,745,cx,"17,9",module_1,module_2,4725,25500,25610,20775,20885,110
212,748,cx,"17,10",module_1,module_2,4740,25610,25720,20870,20980,110
213,750,cx,"17,10",module_1,module_2,4750,25720,25830,20970,21080,110
214,753,cx,"17,11",module_1,module_2,4765,25830,25940,21065,21175,110
215,755,cx,"17,11",module_1,module_2,4775,25940,26050,21165,21275,110
216,783,barrier,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17",module_0,"module_1,module_2",4915,26160,26280,21245,21365,120
