step,op_name,qubits,modules_touched,is_cross_module,params
47,rz,0,module_0,False,[-6.9278240909291195]
48,sx,0,module_0,False,[]
49,rz,0,module_0,False,[9.42477796076938]
50,cx,"0,2",module_0,False,[]
51,rz,2,module_0,False,[0.6447278342340489]
52,cx,"0,2",module_0,False,[]
53,cx,"4,6","module_1,module_2",True,[]
54,rz,6,module_2,False,[4.993530418315624]
55,cx,"4,6","module_1,module_2",True,[]
56,sx,4,module_1,False,[]
57,rz,4,module_1,False,[-6.9278240909291195]
58,sx,4,module_1,False,[]
59,rz,4,module_1,False,[9.42477796076938]
60,rz,6,module_2,False,[1.5707963267948966]
61,sx,6,module_2,False,[]
62,rz,6,module_2,False,[-6.9278240909291195]
63,sx,6,module_2,False,[]
64,rz,6,module_2,False,[7.853981633974483]
65,cx,"0,6","module_0,module_2",True,[]
66,rz,6,module_2,False,[0.6447278342340489]
67,cx,"0,6","module_0,module_2",True,[]
68,sx,0,module_0,False,[]
69,rz,0,module_0,False,[1.289283566493258]
70,sx,0,module_0,False,[]
71,rz,0,module_0,False,[7.853981633974483]
72,rz,7,module_2,False,[1.5707963267948966]
73,sx,7,module_2,False,[]
74,rz,7,module_2,False,[1.5707963267948966]
75,cx,"1,7","module_0,module_2",True,[]
76,rz,7,module_2,False,[4.993530418315624]
77,cx,"1,7","module_0,module_2",True,[]
78,sx,1,module_0,False,[]
79,rz,1,module_0,False,[-6.9278240909291195]
80,sx,1,module_0,False,[]
81,rz,1,module_0,False,[9.42477796076938]
82,cx,"1,5","module_0,module_1",True,[]
83,cx,"3,7","module_1,module_2",True,[]
84,rz,5,module_1,False,[0.6447278342340489]
85,cx,"1,5","module_0,module_1",True,[]
86,cx,"4,5",module_1,False,[]
87,rz,5,module_1,False,[0.6447278342340489]
88,cx,"4,5",module_1,False,[]
89,cx,"4,6","module_1,module_2",True,[]
90,rz,5,module_1,False,[1.5707963267948966]
91,sx,5,module_1,False,[]
92,rz,5,module_1,False,[1.289283566493258]
93,sx,5,module_1,False,[]
94,rz,5,module_1,False,[7.853981633974483]
95,rz,6,module_2,False,[0.6447278342340489]
96,cx,"4,6","module_1,module_2",True,[]
97,sx,4,module_1,False,[]
98,rz,4,module_1,False,[1.289283566493258]
99,sx,4,module_1,False,[]
100,rz,4,module_1,False,[7.853981633974483]
101,rz,6,module_2,False,[1.5707963267948966]
102,sx,6,module_2,False,[]
103,rz,6,module_2,False,[1.289283566493258]
104,sx,6,module_2,False,[]
105,rz,6,module_2,False,[7.853981633974483]
106,rz,7,module_2,False,[4.993530418315624]
107,cx,"3,7","module_1,module_2",True,[]
108,rz,3,module_1,False,[1.5707963267948966]
109,sx,3,module_1,False,[]
110,rz,3,module_1,False,[-6.9278240909291195]
111,sx,3,module_1,False,[]
112,rz,3,module_1,False,[7.853981633974483]
113,cx,"2,3","module_0,module_1",True,[]
114,rz,3,module_1,False,[0.6447278342340489]
115,cx,"2,3","module_0,module_1",True,[]
116,rz,2,module_0,False,[1.5707963267948966]
117,sx,2,module_0,False,[]
118,rz,2,module_0,False,[1.289283566493258]
119,sx,2,module_0,False,[]
120,rz,2,module_0,False,[7.853981633974483]
121,rz,7,module_2,False,[1.5707963267948966]
122,sx,7,module_2,False,[]
123,rz,7,module_2,False,[-6.9278240909291195]
124,sx,7,module_2,False,[]
125,rz,7,module_2,False,[7.853981633974483]
126,cx,"1,7","module_0,module_2",True,[]
127,rz,7,module_2,False,[0.6447278342340489]
128,cx,"1,7","module_0,module_2",True,[]
129,sx,1,module_0,False,[]
130,rz,1,module_0,False,[1.289283566493258]
131,sx,1,module_0,False,[]
132,rz,1,module_0,False,[7.853981633974483]
133,cx,"3,7","module_1,module_2",True,[]
134,rz,7,module_2,False,[0.6447278342340489]
135,cx,"3,7","module_1,module_2",True,[]
136,rz,3,module_1,False,[1.5707963267948966]
137,sx,3,module_1,False,[]
138,rz,3,module_1,False,[1.289283566493258]
139,sx,3,module_1,False,[]
140,rz,3,module_1,False,[7.853981633974483]
141,rz,7,module_2,False,[1.5707963267948966]
142,sx,7,module_2,False,[]
143,rz,7,module_2,False,[1.289283566493258]
144,sx,7,module_2,False,[]
145,rz,7,module_2,False,[7.853981633974483]
146,barrier,"0,1,2,3,4,5,6,7","module_0,module_1,module_2",True,[]
147,measure,0,module_0,False,[]
148,measure,1,module_0,False,[]
149,measure,2,module_0,False,[]
150,measure,3,module_1,False,[]
151,measure,4,module_1,False,[]
152,measure,5,module_1,False,[]
153,measure,6,module_2,False,[]
154,measure,7,module_2,False,[]
