trace_id,condition_id,task_name,evaluator_label,link_success_probability,combined_wait_events,combined_resource_intervals,combined_stage_records,combined_pool_events,actual_generation_attempt_count,actual_retry_count,distillation_event_count
a4be0bf33f2bf8821bf9,protocol_control_prefetched_epr,protocol_label_only_control,prefetched_epr,0.8,320,320,335,39,26,7,0
4e6fcbf3a7ac40c947f9,protocol_control_telegate,protocol_label_only_control,telegate,0.8,320,320,335,39,26,7,0
3a8f0de1ea7eebf4b08a,protocol_control_teledata,protocol_label_only_control,teledata,0.8,320,320,335,39,26,7,0
c68159c3edf93eec7512,service_control_low_latency,service_label_only_control,low_latency,0.8,314,314,335,39,23,4,0
39ec3c9054984b0ddfc0,service_control_high_fidelity,service_label_only_control,high_fidelity,0.8,314,314,335,39,23,4,0
f27b85ba4b944325cb0d,protocol_direct,protocol_inference,direct_transfer,0.95,268,268,335,0,0,0,0
651a15e799a4df6bd2f2,protocol_on_demand,protocol_inference,on_demand_epr,0.95,306,306,335,0,19,0,0
bc0e3cada3983c9b5316,protocol_prefetch,protocol_inference,prefetched_epr,0.95,308,308,335,39,20,1,0
91bb1ea37c9afa0c66c3,protocol_telegate,protocol_inference,telegate,0.95,310,310,335,39,21,2,0
270f7c5f34bceb5194ad,protocol_teledata,protocol_inference,teledata,0.95,306,306,335,39,19,0,0
6f869f2abc26d4244a3c,distill_0,distillation_depth_inference,distill_0,0.95,306,306,335,0,19,0,0
7e4270521ea22d561711,distill_1,distillation_depth_inference,distill_1,0.95,367,367,335,0,40,2,19
d2a7c407fd668c83b320,distill_2,distillation_depth_inference,distill_2,0.95,466,466,335,0,80,4,38
8da418d22ce871612dc0,retry_1,retry_policy_inference,retry_1,0.95,306,306,335,0,19,0,0
6e716a9eaa5e7a6c0ecd,retry_2,retry_policy_inference,retry_2,0.95,306,306,335,0,19,0,0
27a1850cbe3a26e6fa89,retry_4,retry_policy_inference,retry_4,0.95,308,308,335,0,20,1,0
ad020d62796db3472cc8,service_low_latency,service_class_inference,low_latency,0.95,306,306,335,39,19,0,0
fced71c1fc706d310a97,service_high_fidelity,service_class_inference,high_fidelity,0.95,474,474,335,0,84,8,38
e46ae1f9b816cf7930d8,protocol_control_direct_transfer,protocol_label_only_control,direct_transfer,0.95,308,308,335,39,20,1,0
ad4f3297812980bca87a,protocol_control_on_demand_epr,protocol_label_only_control,on_demand_epr,0.95,308,308,335,39,20,1,0
dda2b2fd0707efb78da6,protocol_control_prefetched_epr,protocol_label_only_control,prefetched_epr,0.95,308,308,335,39,20,1,0
fc45a2410333e5b52cc9,protocol_control_telegate,protocol_label_only_control,telegate,0.95,308,308,335,39,20,1,0
ebe343e3e3d44a5d342a,protocol_control_teledata,protocol_label_only_control,teledata,0.95,308,308,335,39,20,1,0
e08411abb2ff53c774c4,service_control_low_latency,service_label_only_control,low_latency,0.95,306,306,335,39,19,0,0
4c5026c76ef1c11b0304,service_control_high_fidelity,service_label_only_control,high_fidelity,0.95,306,306,335,39,19,0,0
1d4b46de2eaab71014d3,protocol_direct,protocol_inference,direct_transfer,0.65,348,348,435,0,0,0,0
9d23ae7650e8bff510aa,protocol_on_demand,protocol_inference,on_demand_epr,0.65,446,446,430,0,51,13,0
f312794879a50bbb4590,protocol_prefetch,protocol_inference,prefetched_epr,0.65,476,476,435,79,64,25,0
253bf39d51c68edafd83,protocol_telegate,protocol_inference,telegate,0.65,472,472,435,79,62,23,0
591eeed922e14bfe0b56,protocol_teledata,protocol_inference,teledata,0.65,474,474,435,79,63,24,0
d1722543fe7ea4c2d6c6,distill_0,distillation_depth_inference,distill_0,0.65,472,472,435,0,62,23,0
ac3f1ff99a718f49f3d4,distill_1,distillation_depth_inference,distill_1,0.65,623,623,435,0,118,40,39
e147d68fcb9fde574733,distill_2,distillation_depth_inference,distill_2,0.65,896,896,435,0,235,79,78
7db6498d7c783e276f4a,retry_1,retry_policy_inference,retry_1,0.65,378,378,375,0,39,12,0
23d95a3cde28ce1cf757,retry_2,retry_policy_inference,retry_2,0.65,434,434,420,0,49,13,0
b8fb37533913d79034af,retry_4,retry_policy_inference,retry_4,0.65,460,460,435,0,56,17,0
cf942aa522b39a545198,service_low_latency,service_class_inference,low_latency,0.65,486,486,435,79,69,30,0
5830d134f46f20c44eef,service_high_fidelity,service_class_inference,high_fidelity,0.65,908,908,430,0,244,90,76
abb0b54d76b1b4b9d7e5,protocol_control_direct_transfer,protocol_label_only_control,direct_transfer,0.65,488,488,435,79,70,31,0
85b22814475e5a493850,protocol_control_on_demand_epr,protocol_label_only_control,on_demand_epr,0.65,488,488,435,79,70,31,0
80f20dbf737788f21264,protocol_control_prefetched_epr,protocol_label_only_control,prefetched_epr,0.65,488,488,435,79,70,31,0
0fe1648249baeb0906da,protocol_control_telegate,protocol_label_only_control,telegate,0.65,488,488,435,79,70,31,0
fb3d44794f8cb5024377,protocol_control_teledata,protocol_label_only_control,teledata,0.65,488,488,435,79,70,31,0
d71879662a47eeaa2822,service_control_low_latency,service_label_only_control,low_latency,0.65,468,468,435,79,60,21,0
e3acbb56bba2d5560014,service_control_high_fidelity,service_label_only_control,high_fidelity,0.65,468,468,435,79,60,21,0
f8b7caded02537ac9385,protocol_direct,protocol_inference,direct_transfer,0.8,348,348,435,0,0,0,0
e52340b4407c2bcf56d7,protocol_on_demand,protocol_inference,on_demand_epr,0.8,448,448,435,0,50,11,0
d78b46f8d72428216c86,protocol_prefetch,protocol_inference,prefetched_epr,0.8,452,452,435,79,52,13,0
7648748d66c093d9f6c3,protocol_telegate,protocol_inference,telegate,0.8,450,450,435,79,51,12,0
0fbe68cb1bd3c4644598,protocol_teledata,protocol_inference,teledata,0.8,432,432,435,79,42,3,0
39a37688d176da40ffbe,distill_0,distillation_depth_inference,distill_0,0.8,456,456,435,0,54,15,0
7cd9a14b25dbda25f7a2,distill_1,distillation_depth_inference,distill_1,0.8,597,597,435,0,105,27,39
9e5703e9c26d6d41a769,distill_2,distillation_depth_inference,distill_2,0.8,828,828,435,0,201,45,78
006f0f592b83806d24af,retry_1,retry_policy_inference,retry_1,0.8,406,406,410,0,39,5,0
4242a752d8fec51e2408,retry_2,retry_policy_inference,retry_2,0.8,430,430,430,0,43,5,0
f43b0c361d0df00e49b5,retry_4,retry_policy_inference,retry_4,0.8,456,456,435,0,54,15,0
5766106f8d9836702f79,service_low_latency,service_class_inference,low_latency,0.8,434,434,435,79,43,4,0
58ed24f6215900e1d78a,service_high_fidelity,service_class_inference,high_fidelity,0.8,848,848,435,0,211,55,78
56a040d17c3b4e9f6e1a,protocol_control_direct_transfer,protocol_label_only_control,direct_transfer,0.8,442,442,435,79,47,8,0
f6e47ed72e4720d5851b,protocol_control_on_demand_epr,protocol_label_only_control,on_demand_epr,0.8,442,442,435,79,47,8,0
7c2dfad1ce9f9de1336d,protocol_control_prefetched_epr,protocol_label_only_control,prefetched_epr,0.8,442,442,435,79,47,8,0
a6c27fad6ec374a473d6,protocol_control_telegate,protocol_label_only_control,telegate,0.8,442,442,435,79,47,8,0
0bc0c9c7c3b76c53c677,protocol_control_teledata,protocol_label_only_control,teledata,0.8,442,442,435,79,47,8,0
5a2294f5a82034b5d34c,service_control_low_latency,service_label_only_control,low_latency,0.8,448,448,435,79,50,11,0
d3053d9d3a684ae80e2e,service_control_high_fidelity,service_label_only_control,high_fidelity,0.8,448,448,435,79,50,11,0
757a679be14de9eaf508,protocol_direct,protocol_inference,direct_transfer,0.95,348,348,435,0,0,0,0
48bcba7988ee308b29a9,protocol_on_demand,protocol_inference,on_demand_epr,0.95,428,428,435,0,40,1,0
50d3dfd519ed731ef1f0,protocol_prefetch,protocol_inference,prefetched_epr,0.95,428,428,435,79,40,1,0
21671846f95420ad3a62,protocol_telegate,protocol_inference,telegate,0.95,426,426,435,79,39,0,0
05b11c4c6c797d6c26b2,protocol_teledata,protocol_inference,teledata,0.95,428,428,435,79,40,1,0
99e3917c39d9fdd093a0,distill_0,distillation_depth_inference,distill_0,0.95,426,426,435,0,39,0,0
6784578d43de97f75af1,distill_1,distillation_depth_inference,distill_1,0.95,543,543,435,0,78,0,39
ce8340c9a310e0d030d7,distill_2,distillation_depth_inference,distill_2,0.95,766,766,435,0,170,14,78
e302356840d772c59e4a,retry_1,retry_policy_inference,retry_1,0.95,426,426,435,0,39,0,0
23af9e80687edc95eed1,retry_2,retry_policy_inference,retry_2,0.95,424,424,430,0,40,2,0
1fe01982287978034fd0,retry_4,retry_policy_inference,retry_4,0.95,428,428,435,0,40,1,0
60c0cffe4c2e94f86b38,service_low_latency,service_class_inference,low_latency,0.95,428,428,435,79,40,1,0
6119acb553ca839e89d5,service_high_fidelity,service_class_inference,high_fidelity,0.95,756,756,435,0,165,9,78
bc915a4adbb359a42eda,protocol_control_direct_transfer,protocol_label_only_control,direct_transfer,0.95,426,426,435,79,39,0,0
62fbfcac811a9848e0b0,protocol_control_on_demand_epr,protocol_label_only_control,on_demand_epr,0.95,426,426,435,79,39,0,0
c4e5d95dca69eaf39244,protocol_control_prefetched_epr,protocol_label_only_control,prefetched_epr,0.95,426,426,435,79,39,0,0
f7b7447d12a419c32c08,protocol_control_telegate,protocol_label_only_control,telegate,0.95,426,426,435,79,39,0,0
e741db8e61b73c620e25,protocol_control_teledata,protocol_label_only_control,teledata,0.95,426,426,435,79,39,0,0
cbd4c22f5a4a4dbe46c0,service_control_low_latency,service_label_only_control,low_latency,0.95,430,430,435,79,41,2,0
8259b077210b78660f07,service_control_high_fidelity,service_label_only_control,high_fidelity,0.95,430,430,435,79,41,2,0
8b644455c85c6a977a37,protocol_direct,protocol_inference,direct_transfer,0.65,348,348,435,0,0,0,0
5ebedce0d4f82c0b8f69,protocol_on_demand,protocol_inference,on_demand_epr,0.65,456,456,435,0,54,15,0
4f49607f52858d19ad14,protocol_prefetch,protocol_inference,prefetched_epr,0.65,460,460,435,79,56,17,0
57aa64ab2d0c8eac801d,protocol_telegate,protocol_inference,telegate,0.65,466,466,435,79,59,20,0
f212e4d6394b421407b3,protocol_teledata,protocol_inference,teledata,0.65,468,468,435,79,60,21,0
0462b73c656acd0c29b0,distill_0,distillation_depth_inference,distill_0,0.65,450,450,435,0,51,12,0
21a5c8495308e19dad29,distill_1,distillation_depth_inference,distill_1,0.65,599,599,435,0,106,28,39
f65ff2f6b0c799cc9f51,distill_2,distillation_depth_inference,distill_2,0.65,904,904,430,0,242,89,76
ef1f24b932dd6709852f,retry_1,retry_policy_inference,retry_1,0.65,370,370,365,0,39,14,0
5476316df5890f59cac8,retry_2,retry_policy_inference,retry_2,0.65,444,444,425,0,52,15,0
7dd3817b4f941d9b12af,retry_4,retry_policy_inference,retry_4,0.65,470,470,430,0,63,25,0
ccc700321dd4059d725c,service_low_latency,service_class_inference,low_latency,0.65,472,472,435,79,62,23,0
40efc71a4608ffa4b8c2,service_high_fidelity,service_class_inference,high_fidelity,0.65,878,878,435,0,226,70,78
5514bcfbb82ce688a811,protocol_control_direct_transfer,protocol_label_only_control,direct_transfer,0.65,466,466,435,79,59,20,0
3ef02373635aeeee3aa1,protocol_control_on_demand_epr,protocol_label_only_control,on_demand_epr,0.65,466,466,435,79,59,20,0
3b56fd1e0b4b8800b818,protocol_control_prefetched_epr,protocol_label_only_control,prefetched_epr,0.65,466,466,435,79,59,20,0
0c189cd1fd18b1c998b1,protocol_control_telegate,protocol_label_only_control,telegate,0.65,466,466,435,79,59,20,0
dcd4b6b0327d734557dc,protocol_control_teledata,protocol_label_only_control,teledata,0.65,466,466,435,79,59,20,0
178bad31c464105f8df6,service_control_low_latency,service_label_only_control,low_latency,0.65,474,474,435,79,63,24,0
1d389b4f58e29ace955a,service_control_high_fidelity,service_label_only_control,high_fidelity,0.65,474,474,435,79,63,24,0
986df533627a7ab3b28c,protocol_direct,protocol_inference,direct_transfer,0.8,348,348,435,0,0,0,0
198b618bd7659e1b853e,protocol_on_demand,protocol_inference,on_demand_epr,0.8,436,436,435,0,44,5,0
7d4325d6933185b73001,protocol_prefetch,protocol_inference,prefetched_epr,0.8,448,448,435,79,50,11,0
f4111c2b539463534d39,protocol_telegate,protocol_inference,telegate,0.8,448,448,435,79,50,11,0
c0081faf4a8818c13613,protocol_teledata,protocol_inference,teledata,0.8,442,442,435,79,47,8,0
44894ee51df9c7319566,distill_0,distillation_depth_inference,distill_0,0.8,448,448,435,0,50,11,0
e6755a8e60a76b7f0480,distill_1,distillation_depth_inference,distill_1,0.8,583,583,435,0,98,20,39
3068aa99cea4c4c4f9c7,distill_2,distillation_depth_inference,distill_2,0.8,836,836,435,0,205,49,78
d55dfb4686b19b4c600e,retry_1,retry_policy_inference,retry_1,0.8,410,410,415,0,39,4,0
167ebcbb58e5624244ec,retry_2,retry_policy_inference,retry_2,0.8,430,430,425,0,45,8,0
acf4c6df8fcef85efca1,retry_4,retry_policy_inference,retry_4,0.8,444,444,435,0,48,9,0
54b613925f6f9d0c1289,service_low_latency,service_class_inference,low_latency,0.8,452,452,435,79,52,13,0
6256b5d7d7f01b3a44f0,service_high_fidelity,service_class_inference,high_fidelity,0.8,810,810,435,0,192,36,78
bde67991f3cf18e03342,protocol_control_direct_transfer,protocol_label_only_control,direct_transfer,0.8,446,446,435,79,49,10,0
1e6408fd04bfc62dad0c,protocol_control_on_demand_epr,protocol_label_only_control,on_demand_epr,0.8,446,446,435,79,49,10,0
5e86dd91883f06595239,protocol_control_prefetched_epr,protocol_label_only_control,prefetched_epr,0.8,446,446,435,79,49,10,0
8d79f386a6b639d5922e,protocol_control_telegate,protocol_label_only_control,telegate,0.8,446,446,435,79,49,10,0
f4914b79eab79270d134,protocol_control_teledata,protocol_label_only_control,teledata,0.8,446,446,435,79,49,10,0
fec2f6198bc66c3a8d0e,service_control_low_latency,service_label_only_control,low_latency,0.8,436,436,435,79,44,5,0
06de0d3a44b4cbbadea0,service_control_high_fidelity,service_label_only_control,high_fidelity,0.8,436,436,435,79,44,5,0
d1a306bee435c4b6b4d6,protocol_direct,protocol_inference,direct_transfer,0.95,348,348,435,0,0,0,0
a93f85793b9b10189cfc,protocol_on_demand,protocol_inference,on_demand_epr,0.95,432,432,435,0,42,3,0
fde59197ff59b06f400a,protocol_prefetch,protocol_inference,prefetched_epr,0.95,428,428,435,79,40,1,0
e28ad112a24bac91c0ba,protocol_telegate,protocol_inference,telegate,0.95,426,426,435,79,39,0,0
35262b19596134bd8dfa,protocol_teledata,protocol_inference,teledata,0.95,430,430,435,79,41,2,0
0bf7fcc80cd29e759aee,distill_0,distillation_depth_inference,distill_0,0.95,430,430,435,0,41,2,0
3c180266f23cd9a67ddc,distill_1,distillation_depth_inference,distill_1,0.95,551,551,435,0,82,4,39
b53bbb2d95d35d462a2e,distill_2,distillation_depth_inference,distill_2,0.95,752,752,435,0,163,7,78
eceeccffd51756ec3219,retry_1,retry_policy_inference,retry_1,0.95,426,426,435,0,39,0,0
6a08466abedc8baf78f7,retry_2,retry_policy_inference,retry_2,0.95,426,426,430,0,41,3,0
f2af7448e08c8062b2e5,retry_4,retry_policy_inference,retry_4,0.95,432,432,435,0,42,3,0
96afc9e6f6b3dcaaf752,service_low_latency,service_class_inference,low_latency,0.95,432,432,435,79,42,3,0
a533684ee152113bd904,service_high_fidelity,service_class_inference,high_fidelity,0.95,760,760,435,0,167,11,78
bfe5bfc99dcf534de990,protocol_control_direct_transfer,protocol_label_only_control,direct_transfer,0.95,434,434,435,79,43,4,0
e0d4aad4e617288d7dd1,protocol_control_on_demand_epr,protocol_label_only_control,on_demand_epr,0.95,434,434,435,79,43,4,0
0a744227097f5f75693e,protocol_control_prefetched_epr,protocol_label_only_control,prefetched_epr,0.95,434,434,435,79,43,4,0
728dea1108cf869bb543,protocol_control_telegate,protocol_label_only_control,telegate,0.95,434,434,435,79,43,4,0
8d16f763468ad611c19d,protocol_control_teledata,protocol_label_only_control,teledata,0.95,434,434,435,79,43,4,0
4c6e626b26d1111c0185,service_control_low_latency,service_label_only_control,low_latency,0.95,426,426,435,79,39,0,0
c625bc81d8dd5248f5cf,service_control_high_fidelity,service_label_only_control,high_fidelity,0.95,426,426,435,79,39,0,0
2e25f6645d195f2c9773,protocol_direct,protocol_inference,direct_transfer,0.65,504,504,630,0,0,0,0
7ded7201a9c3048b9994,protocol_on_demand,protocol_inference,on_demand_epr,0.65,758,758,625,0,129,52,0
2233ad95586debdc7499,protocol_prefetch,protocol_inference,prefetched_epr,0.65,748,748,630,157,122,44,0
b9cc665cbc7ab4fcf2b4,protocol_telegate,protocol_inference,telegate,0.65,738,738,630,157,117,39,0
f16deb2da17d41c3217f,protocol_teledata,protocol_inference,teledata,0.65,744,744,630,157,120,42,0
bbadb5dd89052345c760,distill_0,distillation_depth_inference,distill_0,0.65,724,724,630,0,110,32,0
a9e5a3203d7239f9b477,distill_1,distillation_depth_inference,distill_1,0.65,1066,1066,630,0,242,86,78
48bd5fe8cdacddb7d55a,distill_2,distillation_depth_inference,distill_2,0.65,1640,1640,630,0,490,178,156
d566d8010e473365df69,retry_1,retry_policy_inference,retry_1,0.65,560,560,505,0,78,25,0
c92e3938479e9d3c953e,retry_2,retry_policy_inference,retry_2,0.65,662,662,560,0,107,43,0
3e439e008164b3477065,retry_4,retry_policy_inference,retry_4,0.65,746,746,630,0,121,43,0
