step,op_name,qubits,modules_touched,is_cross_module,params
214,rz,9,module_2,False,[-4.99380390648402]
215,sx,9,module_2,False,[]
216,rz,9,module_2,False,[7.853981633974483]
217,rz,11,module_2,False,[1.5707963267948966]
218,sx,11,module_2,False,[]
219,rz,11,module_2,False,[-4.99380390648402]
220,sx,11,module_2,False,[]
221,rz,11,module_2,False,[7.853981633974483]
222,barrier,"0,1,2,3,4,5,6,7,8,9,10,11","module_0,module_1,module_2",True,[]
223,measure,0,module_0,False,[]
224,measure,1,module_0,False,[]
225,measure,2,module_0,False,[]
226,measure,3,module_0,False,[]
227,measure,4,module_1,False,[]
228,measure,5,module_1,False,[]
229,measure,6,module_1,False,[]
230,measure,7,module_1,False,[]
231,measure,8,module_2,False,[]
232,measure,9,module_2,False,[]
233,measure,10,module_2,False,[]
234,measure,11,module_2,False,[]
