step,op_name,qubits,modules_touched,is_cross_module,params
46,cx,"1,4","module_0,module_1",True,[]
47,sx,1,module_0,False,[]
48,rz,1,module_0,False,[-8.562632712982351]
49,sx,1,module_0,False,[]
50,rz,1,module_0,False,[7.853981633974483]
51,cx,"2,4","module_0,module_1",True,[]
52,rz,4,module_1,False,[-4.339457684301843]
53,cx,"2,4","module_0,module_1",True,[]
54,rz,2,module_0,False,[1.5707963267948966]
55,sx,2,module_0,False,[]
56,rz,2,module_0,False,[-8.562632712982351]
57,sx,2,module_0,False,[]
58,rz,2,module_0,False,[7.853981633974483]
59,rz,4,module_1,False,[1.5707963267948966]
60,sx,4,module_1,False,[]
61,rz,4,module_1,False,[-8.562632712982351]
62,sx,4,module_1,False,[]
63,rz,4,module_1,False,[7.853981633974483]
64,rz,5,module_1,False,[1.5707963267948966]
65,sx,5,module_1,False,[]
66,rz,5,module_1,False,[1.5707963267948966]
67,cx,"0,5","module_0,module_1",True,[]
68,rz,5,module_1,False,[-7.145231426991874]
69,cx,"0,5","module_0,module_1",True,[]
70,sx,0,module_0,False,[]
71,rz,0,module_0,False,[4.3395661864467305]
72,sx,0,module_0,False,[]
73,rz,0,module_0,False,[9.42477796076938]
74,rz,6,module_2,False,[1.5707963267948966]
75,sx,6,module_2,False,[]
76,rz,6,module_2,False,[1.5707963267948966]
77,cx,"3,6","module_1,module_2",True,[]
78,rz,6,module_2,False,[-7.145231426991874]
79,cx,"3,6","module_1,module_2",True,[]
80,rz,3,module_1,False,[1.5707963267948966]
81,sx,3,module_1,False,[]
82,rz,3,module_1,False,[4.3395661864467305]
83,sx,3,module_1,False,[]
84,rz,3,module_1,False,[7.853981633974483]
85,cx,"0,3","module_0,module_1",True,[]
86,rz,3,module_1,False,[-4.339457684301843]
87,cx,"0,3","module_0,module_1",True,[]
88,cx,"5,6","module_1,module_2",True,[]
89,rz,6,module_2,False,[-7.145231426991874]
90,cx,"5,6","module_1,module_2",True,[]
91,rz,5,module_1,False,[1.5707963267948966]
92,sx,5,module_1,False,[]
93,rz,5,module_1,False,[4.3395661864467305]
94,sx,5,module_1,False,[]
95,rz,5,module_1,False,[7.853981633974483]
96,cx,"0,5","module_0,module_1",True,[]
97,rz,5,module_1,False,[-4.339457684301843]
98,cx,"0,5","module_0,module_1",True,[]
99,sx,0,module_0,False,[]
100,rz,0,module_0,False,[-8.562632712982351]
101,sx,0,module_0,False,[]
102,rz,0,module_0,False,[7.853981633974483]
103,rz,6,module_2,False,[1.5707963267948966]
104,sx,6,module_2,False,[]
105,rz,6,module_2,False,[4.3395661864467305]
106,sx,6,module_2,False,[]
107,rz,6,module_2,False,[7.853981633974483]
108,cx,"3,6","module_1,module_2",True,[]
109,rz,6,module_2,False,[-4.339457684301843]
110,cx,"3,6","module_1,module_2",True,[]
111,rz,3,module_1,False,[1.5707963267948966]
112,sx,3,module_1,False,[]
113,rz,3,module_1,False,[-8.562632712982351]
114,sx,3,module_1,False,[]
115,rz,3,module_1,False,[7.853981633974483]
116,cx,"5,6","module_1,module_2",True,[]
117,rz,6,module_2,False,[-4.339457684301843]
118,cx,"5,6","module_1,module_2",True,[]
119,rz,5,module_1,False,[1.5707963267948966]
120,sx,5,module_1,False,[]
121,rz,5,module_1,False,[-8.562632712982351]
122,sx,5,module_1,False,[]
123,rz,5,module_1,False,[7.853981633974483]
124,rz,6,module_2,False,[1.5707963267948966]
125,sx,6,module_2,False,[]
126,rz,6,module_2,False,[-8.562632712982351]
127,sx,6,module_2,False,[]
128,rz,6,module_2,False,[7.853981633974483]
129,barrier,"0,1,2,3,4,5,6","module_0,module_1,module_2",True,[]
130,measure,0,module_0,False,[]
131,measure,1,module_0,False,[]
132,measure,2,module_0,False,[]
133,measure,3,module_1,False,[]
134,measure,4,module_1,False,[]
135,measure,5,module_1,False,[]
136,measure,6,module_2,False,[]
