attacker_request_id,probe_id,spacing_name,round_start_time_ns,request_release_time_ns,preceding_interval_ns,actual_arrival_time_ns,service_start_time_ns,victim_on_completion_time_ns,service_time_ns,victim_on_waiting_time_ns,victim_on_turnaround_time_ns,source_module,target_modules,architecture_request_id,baseline_waiting_time_ns,baseline_turnaround_time_ns,baseline_completion_time_ns,excess_waiting_time_ns,excess_turnaround_time_ns,victim_contention_observed
13,13,spacing_alternating_strong,6180,6210,140.0,6210,29630,29740,110,23420,23530,module_3,module_4,260,0,110,6320,23420,23420,True
14,14,spacing_alternating_strong,6880,6910,700.0,6910,29740,29850,110,22830,22940,module_3,module_4,261,0,110,7020,22830,22830,True
15,15,spacing_alternating_strong,7020,7050,140.0,7050,29850,29960,110,22800,22910,module_3,module_4,262,0,110,7160,22800,22800,True
16,16,spacing_alternating_strong,7720,7750,700.0,7750,29960,30070,110,22210,22320,module_3,module_4,263,0,110,7860,22210,22210,True
17,17,spacing_alternating_strong,7860,7890,140.0,7890,30070,30180,110,22180,22290,module_3,module_4,264,0,110,8000,22180,22180,True
18,18,spacing_alternating_strong,8560,8590,700.0,8590,30180,30290,110,21590,21700,module_3,module_4,265,0,110,8700,21590,21590,True
19,19,spacing_alternating_strong,8700,8730,140.0,8730,30290,30400,110,21560,21670,module_3,module_4,266,0,110,8840,21560,21560,True
20,20,spacing_alternating_strong,9400,9430,700.0,9430,30400,30510,110,20970,21080,module_3,module_4,267,0,110,9540,20970,20970,True
21,21,spacing_alternating_strong,9540,9570,140.0,9570,30510,30620,110,20940,21050,module_3,module_4,268,0,110,9680,20940,20940,True
22,22,spacing_alternating_strong,10240,10270,700.0,10270,30620,30730,110,20350,20460,module_3,module_4,269,0,110,10380,20350,20350,True
23,23,spacing_alternating_strong,10380,10410,140.0,10410,30730,30840,110,20320,20430,module_3,module_4,270,0,110,10520,20320,20320,True
24,24,spacing_alternating_strong,11080,11110,700.0,11110,30840,30950,110,19730,19840,module_3,module_4,271,0,110,11220,19730,19730,True
25,25,spacing_alternating_strong,11220,11250,140.0,11250,30950,31060,110,19700,19810,module_3,module_4,272,0,110,11360,19700,19700,True
26,26,spacing_alternating_strong,11920,11950,700.0,11950,31060,31170,110,19110,19220,module_3,module_4,273,0,110,12060,19110,19110,True
27,27,spacing_alternating_strong,12060,12090,140.0,12090,31170,31280,110,19080,19190,module_3,module_4,274,0,110,12200,19080,19080,True
28,28,spacing_alternating_strong,12760,12790,700.0,12790,31280,31390,110,18490,18600,module_3,module_4,275,0,110,12900,18490,18490,True
29,29,spacing_alternating_strong,12900,12930,140.0,12930,31390,31500,110,18460,18570,module_3,module_4,276,0,110,13040,18460,18460,True
30,30,spacing_alternating_strong,13600,13630,700.0,13630,31500,31610,110,17870,17980,module_3,module_4,277,0,110,13740,17870,17870,True
31,31,spacing_alternating_strong,13740,13770,140.0,13770,31610,31720,110,17840,17950,module_3,module_4,278,0,110,13880,17840,17840,True
32,32,spacing_alternating_strong,14440,14470,700.0,14470,31720,31830,110,17250,17360,module_3,module_4,279,0,110,14580,17250,17250,True
33,33,spacing_alternating_strong,14580,14610,140.0,14610,31830,31940,110,17220,17330,module_3,module_4,280,0,110,14720,17220,17220,True
34,34,spacing_alternating_strong,15280,15310,700.0,15310,31940,32050,110,16630,16740,module_3,module_4,281,0,110,15420,16630,16630,True
35,35,spacing_alternating_strong,15420,15450,140.0,15450,32050,32160,110,16600,16710,module_3,module_4,282,0,110,15560,16600,16600,True
36,36,spacing_alternating_strong,16120,16150,700.0,16150,32160,32270,110,16010,16120,module_3,module_4,283,0,110,16260,16010,16010,True
37,37,spacing_alternating_strong,16260,16290,140.0,16290,32270,32380,110,15980,16090,module_3,module_4,284,0,110,16400,15980,15980,True
38,38,spacing_alternating_strong,16960,16990,700.0,16990,32380,32490,110,15390,15500,module_3,module_4,285,0,110,17100,15390,15390,True
39,39,spacing_alternating_strong,17100,17130,140.0,17130,32490,32600,110,15360,15470,module_3,module_4,286,0,110,17240,15360,15360,True
40,40,spacing_alternating_strong,17800,17830,700.0,17830,32600,32710,110,14770,14880,module_3,module_4,287,0,110,17940,14770,14770,True
41,41,spacing_alternating_strong,17940,17970,140.0,17970,32710,32820,110,14740,14850,module_3,module_4,288,0,110,18080,14740,14740,True
42,42,spacing_alternating_strong,18640,18670,700.0,18670,32820,32930,110,14150,14260,module_3,module_4,289,0,110,18780,14150,14150,True
43,43,spacing_alternating_strong,18780,18810,140.0,18810,32930,33040,110,14120,14230,module_3,module_4,290,0,110,18920,14120,14120,True
44,44,spacing_alternating_strong,19480,19510,700.0,19510,33040,33150,110,13530,13640,module_3,module_4,291,0,110,19620,13530,13530,True
45,45,spacing_alternating_strong,19620,19650,140.0,19650,33150,33260,110,13500,13610,module_3,module_4,292,0,110,19760,13500,13500,True
46,46,spacing_alternating_strong,20320,20350,700.0,20350,33260,33370,110,12910,13020,module_3,module_4,293,0,110,20460,12910,12910,True
47,47,spacing_alternating_strong,20740,20770,420.0,20770,33370,33480,110,12600,12710,module_3,module_4,294,0,110,20880,12600,12600,True
