step,op_name,qubits,modules_touched,is_cross_module,params
47,cx,"3,6","module_0,module_1",True,[]
48,rz,3,module_0,False,[1.5707963267948966]
49,sx,3,module_0,False,[]
50,rz,3,module_0,False,[-5.638471010362078]
51,sx,3,module_0,False,[]
52,rz,3,module_0,False,[7.853981633974483]
53,rz,7,module_1,False,[1.5707963267948966]
54,sx,7,module_1,False,[]
55,rz,7,module_1,False,[3.141592653589793]
56,rz,8,module_2,False,[1.5707963267948966]
57,sx,8,module_2,False,[]
58,rz,8,module_2,False,[1.5707963267948966]
59,cx,"0,8","module_0,module_2",True,[]
60,rz,8,module_2,False,[1.289497721184762]
61,cx,"0,8","module_0,module_2",True,[]
62,sx,0,module_0,False,[]
63,rz,0,module_0,False,[-5.638471010362078]
64,sx,0,module_0,False,[]
65,rz,0,module_0,False,[9.42477796076938]
66,cx,"0,3",module_0,False,[]
67,rz,3,module_0,False,[2.496865149674049]
68,cx,"0,3",module_0,False,[]
69,cx,"7,8","module_1,module_2",True,[]
70,rz,8,module_2,False,[1.289497721184762]
71,cx,"7,8","module_1,module_2",True,[]
72,rz,8,module_2,False,[1.5707963267948966]
73,sx,8,module_2,False,[]
74,rz,8,module_2,False,[-5.638471010362078]
75,sx,8,module_2,False,[]
76,rz,8,module_2,False,[7.853981633974483]
77,cx,"0,8","module_0,module_2",True,[]
78,rz,8,module_2,False,[2.496865149674049]
79,cx,"0,8","module_0,module_2",True,[]
80,sx,0,module_0,False,[]
81,rz,0,module_0,False,[4.993777224397454]
82,sx,0,module_0,False,[]
83,rz,0,module_0,False,[7.853981633974483]
84,rz,9,module_2,False,[1.5707963267948966]
85,sx,9,module_2,False,[]
86,rz,9,module_2,False,[1.5707963267948966]
87,cx,"5,9","module_1,module_2",True,[]
88,rz,9,module_2,False,[1.289497721184762]
89,cx,"5,9","module_1,module_2",True,[]
90,rz,5,module_1,False,[1.5707963267948966]
91,sx,5,module_1,False,[]
92,rz,5,module_1,False,[-5.638471010362078]
93,sx,5,module_1,False,[]
94,rz,5,module_1,False,[7.853981633974483]
95,cx,"2,5","module_0,module_1",True,[]
96,rz,5,module_1,False,[2.496865149674049]
97,cx,"2,5","module_0,module_1",True,[]
98,rz,2,module_0,False,[1.5707963267948966]
99,sx,2,module_0,False,[]
100,rz,2,module_0,False,[4.993777224397454]
101,sx,2,module_0,False,[]
102,rz,2,module_0,False,[7.853981633974483]
103,cx,"7,9","module_1,module_2",True,[]
104,rz,9,module_2,False,[1.289497721184762]
105,cx,"7,9","module_1,module_2",True,[]
106,sx,7,module_1,False,[]
107,rz,7,module_1,False,[-5.638471010362078]
108,sx,7,module_1,False,[]
109,rz,7,module_1,False,[9.42477796076938]
110,cx,"7,8","module_1,module_2",True,[]
111,rz,8,module_2,False,[2.496865149674049]
112,cx,"7,8","module_1,module_2",True,[]
113,rz,8,module_2,False,[1.5707963267948966]
114,sx,8,module_2,False,[]
115,rz,8,module_2,False,[4.993777224397454]
116,sx,8,module_2,False,[]
117,rz,8,module_2,False,[7.853981633974483]
118,rz,9,module_2,False,[1.5707963267948966]
119,sx,9,module_2,False,[]
120,rz,9,module_2,False,[-5.638471010362078]
121,sx,9,module_2,False,[]
122,rz,9,module_2,False,[7.853981633974483]
123,cx,"5,9","module_1,module_2",True,[]
124,rz,9,module_2,False,[2.496865149674049]
125,cx,"5,9","module_1,module_2",True,[]
126,rz,5,module_1,False,[1.5707963267948966]
127,sx,5,module_1,False,[]
128,rz,5,module_1,False,[4.993777224397454]
129,sx,5,module_1,False,[]
130,rz,5,module_1,False,[7.853981633974483]
131,cx,"7,9","module_1,module_2",True,[]
132,rz,9,module_2,False,[2.496865149674049]
133,cx,"7,9","module_1,module_2",True,[]
134,sx,7,module_1,False,[]
135,rz,7,module_1,False,[4.993777224397454]
136,sx,7,module_1,False,[]
137,rz,7,module_1,False,[7.853981633974483]
138,rz,9,module_2,False,[1.5707963267948966]
139,sx,9,module_2,False,[]
140,rz,9,module_2,False,[4.993777224397454]
141,sx,9,module_2,False,[]
142,rz,9,module_2,False,[7.853981633974483]
143,rz,10,module_2,False,[1.5707963267948966]
144,sx,10,module_2,False,[]
145,rz,10,module_2,False,[1.5707963267948966]
146,cx,"4,10","module_1,module_2",True,[]
147,rz,10,module_2,False,[1.289497721184762]
148,cx,"4,10","module_1,module_2",True,[]
149,rz,4,module_1,False,[1.5707963267948966]
150,sx,4,module_1,False,[]
151,rz,4,module_1,False,[-5.638471010362078]
152,sx,4,module_1,False,[]
153,rz,4,module_1,False,[7.853981633974483]
154,cx,"1,4","module_0,module_1",True,[]
155,rz,4,module_1,False,[2.496865149674049]
156,cx,"1,4","module_0,module_1",True,[]
157,sx,1,module_0,False,[]
158,rz,1,module_0,False,[4.993777224397454]
159,sx,1,module_0,False,[]
160,rz,1,module_0,False,[7.853981633974483]
161,cx,"6,10","module_1,module_2",True,[]
162,rz,10,module_2,False,[1.289497721184762]
163,cx,"6,10","module_1,module_2",True,[]
164,rz,6,module_1,False,[1.5707963267948966]
165,sx,6,module_1,False,[]
166,rz,6,module_1,False,[-5.638471010362078]
167,sx,6,module_1,False,[]
168,rz,6,module_1,False,[7.853981633974483]
169,cx,"3,6","module_0,module_1",True,[]
170,rz,6,module_1,False,[2.496865149674049]
171,cx,"3,6","module_0,module_1",True,[]
172,rz,3,module_0,False,[1.5707963267948966]
173,sx,3,module_0,False,[]
174,rz,3,module_0,False,[4.993777224397454]
175,sx,3,module_0,False,[]
176,rz,3,module_0,False,[7.853981633974483]
177,rz,10,module_2,False,[1.5707963267948966]
178,sx,10,module_2,False,[]
179,rz,10,module_2,False,[-5.638471010362078]
180,sx,10,module_2,False,[]
181,rz,10,module_2,False,[7.853981633974483]
182,cx,"4,10","module_1,module_2",True,[]
183,rz,10,module_2,False,[2.496865149674049]
184,cx,"4,10","module_1,module_2",True,[]
185,rz,4,module_1,False,[1.5707963267948966]
186,sx,4,module_1,False,[]
187,rz,4,module_1,False,[4.993777224397454]
188,sx,4,module_1,False,[]
189,rz,4,module_1,False,[7.853981633974483]
190,cx,"6,10","module_1,module_2",True,[]
191,rz,10,module_2,False,[2.496865149674049]
192,cx,"6,10","module_1,module_2",True,[]
193,rz,6,module_1,False,[1.5707963267948966]
194,sx,6,module_1,False,[]
195,rz,6,module_1,False,[4.993777224397454]
196,sx,6,module_1,False,[]
197,rz,6,module_1,False,[7.853981633974483]
198,rz,10,module_2,False,[1.5707963267948966]
199,sx,10,module_2,False,[]
200,rz,10,module_2,False,[4.993777224397454]
201,sx,10,module_2,False,[]
202,rz,10,module_2,False,[7.853981633974483]
203,barrier,"0,1,2,3,4,5,6,7,8,9,10","module_0,module_1,module_2",True,[]
204,measure,0,module_0,False,[]
205,measure,1,module_0,False,[]
206,measure,2,module_0,False,[]
207,measure,3,module_0,False,[]
208,measure,4,module_1,False,[]
209,measure,5,module_1,False,[]
210,measure,6,module_1,False,[]
211,measure,7,module_1,False,[]
212,measure,8,module_2,False,[]
213,measure,9,module_2,False,[]
214,measure,10,module_2,False,[]
