attacker_request_id,rate_name,rate_multiplier,probe_round_period_ns,probe_round_id,round_start_time_ns,request_release_time_ns,actual_arrival_time_ns,service_start_time_ns,victim_on_completion_time_ns,service_time_ns,victim_on_waiting_time_ns,victim_on_turnaround_time_ns,source_module,target_modules,architecture_request_id,baseline_waiting_time_ns,baseline_turnaround_time_ns,baseline_completion_time_ns,excess_waiting_time_ns,excess_turnaround_time_ns,victim_contention_observed
60,rate_4p00x_sat,4.0,105,60,7300,7330,7330,12580,12690,110,5250,5360,module_3,module_4,105,300,410,7740,4950,4950,True
61,rate_4p00x_sat,4.0,105,61,7405,7435,7435,12690,12800,110,5255,5365,module_3,module_4,106,305,415,7850,4950,4950,True
62,rate_4p00x_sat,4.0,105,62,7510,7540,7540,12800,12910,110,5260,5370,module_3,module_4,107,310,420,7960,4950,4950,True
63,rate_4p00x_sat,4.0,105,63,7615,7645,7645,12910,13020,110,5265,5375,module_3,module_4,108,315,425,8070,4950,4950,True
64,rate_4p00x_sat,4.0,105,64,7720,7750,7750,13020,13130,110,5270,5380,module_3,module_4,109,320,430,8180,4950,4950,True
65,rate_4p00x_sat,4.0,105,65,7825,7855,7855,13130,13240,110,5275,5385,module_3,module_4,110,325,435,8290,4950,4950,True
66,rate_4p00x_sat,4.0,105,66,7930,7960,7960,13240,13350,110,5280,5390,module_3,module_4,111,330,440,8400,4950,4950,True
67,rate_4p00x_sat,4.0,105,67,8035,8065,8065,13350,13460,110,5285,5395,module_3,module_4,112,335,445,8510,4950,4950,True
68,rate_4p00x_sat,4.0,105,68,8140,8170,8170,13460,13570,110,5290,5400,module_3,module_4,113,340,450,8620,4950,4950,True
69,rate_4p00x_sat,4.0,105,69,8245,8275,8275,13570,13680,110,5295,5405,module_3,module_4,114,345,455,8730,4950,4950,True
70,rate_4p00x_sat,4.0,105,70,8350,8380,8380,13680,13790,110,5300,5410,module_3,module_4,115,350,460,8840,4950,4950,True
71,rate_4p00x_sat,4.0,105,71,8455,8485,8485,13790,13900,110,5305,5415,module_3,module_4,116,355,465,8950,4950,4950,True
72,rate_4p00x_sat,4.0,105,72,8560,8590,8590,13900,14010,110,5310,5420,module_3,module_4,117,360,470,9060,4950,4950,True
73,rate_4p00x_sat,4.0,105,73,8665,8695,8695,14010,14120,110,5315,5425,module_3,module_4,118,365,475,9170,4950,4950,True
74,rate_4p00x_sat,4.0,105,74,8770,8800,8800,14120,14230,110,5320,5430,module_3,module_4,119,370,480,9280,4950,4950,True
75,rate_4p00x_sat,4.0,105,75,8875,8905,8905,14230,14340,110,5325,5435,module_3,module_4,120,375,485,9390,4950,4950,True
76,rate_4p00x_sat,4.0,105,76,8980,9010,9010,14340,14450,110,5330,5440,module_3,module_4,121,380,490,9500,4950,4950,True
77,rate_4p00x_sat,4.0,105,77,9085,9115,9115,14450,14560,110,5335,5445,module_3,module_4,122,385,495,9610,4950,4950,True
78,rate_4p00x_sat,4.0,105,78,9190,9220,9220,14560,14670,110,5340,5450,module_3,module_4,123,390,500,9720,4950,4950,True
79,rate_4p00x_sat,4.0,105,79,9295,9325,9325,14670,14780,110,5345,5455,module_3,module_4,124,395,505,9830,4950,4950,True
80,rate_4p00x_sat,4.0,105,80,9400,9430,9430,14780,14890,110,5350,5460,module_3,module_4,125,400,510,9940,4950,4950,True
81,rate_4p00x_sat,4.0,105,81,9505,9535,9535,14890,15000,110,5355,5465,module_3,module_4,126,405,515,10050,4950,4950,True
82,rate_4p00x_sat,4.0,105,82,9610,9640,9640,15110,15220,110,5470,5580,module_3,module_4,128,410,520,10160,5060,5060,True
83,rate_4p00x_sat,4.0,105,83,9715,9745,9745,15770,15880,110,6025,6135,module_3,module_4,134,415,525,10270,5610,5610,True
84,rate_4p00x_sat,4.0,105,84,9820,9850,9850,16210,16320,110,6360,6470,module_3,module_4,138,420,530,10380,5940,5940,True
85,rate_4p00x_sat,4.0,105,85,9925,9955,9955,16320,16430,110,6365,6475,module_3,module_4,139,425,535,10490,5940,5940,True
86,rate_4p00x_sat,4.0,105,86,10030,10060,10060,16430,16540,110,6370,6480,module_3,module_4,140,430,540,10600,5940,5940,True
87,rate_4p00x_sat,4.0,105,87,10135,10165,10165,16540,16650,110,6375,6485,module_3,module_4,141,435,545,10710,5940,5940,True
88,rate_4p00x_sat,4.0,105,88,10240,10270,10270,16650,16760,110,6380,6490,module_3,module_4,142,440,550,10820,5940,5940,True
89,rate_4p00x_sat,4.0,105,89,10345,10375,10375,16760,16870,110,6385,6495,module_3,module_4,143,445,555,10930,5940,5940,True
90,rate_4p00x_sat,4.0,105,90,10450,10480,10480,17530,17640,110,7050,7160,module_3,module_4,150,450,560,11040,6600,6600,True
91,rate_4p00x_sat,4.0,105,91,10555,10585,10585,17970,18080,110,7385,7495,module_3,module_4,154,455,565,11150,6930,6930,True
92,rate_4p00x_sat,4.0,105,92,10660,10690,10690,18080,18190,110,7390,7500,module_3,module_4,155,460,570,11260,6930,6930,True
93,rate_4p00x_sat,4.0,105,93,10765,10795,10795,18190,18300,110,7395,7505,module_3,module_4,156,465,575,11370,6930,6930,True
94,rate_4p00x_sat,4.0,105,94,10870,10900,10900,18520,18630,110,7620,7730,module_3,module_4,159,470,580,11480,7150,7150,True
95,rate_4p00x_sat,4.0,105,95,10975,11005,11005,19180,19290,110,8175,8285,module_3,module_4,165,475,585,11590,7700,7700,True
96,rate_4p00x_sat,4.0,105,96,11080,11110,11110,19510,19620,110,8400,8510,module_3,module_4,168,480,590,11700,7920,7920,True
97,rate_4p00x_sat,4.0,105,97,11185,11215,11215,19620,19730,110,8405,8515,module_3,module_4,169,485,595,11810,7920,7920,True
98,rate_4p00x_sat,4.0,105,98,11290,11320,11320,19730,19840,110,8410,8520,module_3,module_4,170,490,600,11920,7920,7920,True
99,rate_4p00x_sat,4.0,105,99,11395,11425,11425,19840,19950,110,8415,8525,module_3,module_4,171,495,605,12030,7920,7920,True
100,rate_4p00x_sat,4.0,105,100,11500,11530,11530,19950,20060,110,8420,8530,module_3,module_4,172,500,610,12140,7920,7920,True
101,rate_4p00x_sat,4.0,105,101,11605,11635,11635,20060,20170,110,8425,8535,module_3,module_4,173,505,615,12250,7920,7920,True
102,rate_4p00x_sat,4.0,105,102,11710,11740,11740,20170,20280,110,8430,8540,module_3,module_4,174,510,620,12360,7920,7920,True
103,rate_4p00x_sat,4.0,105,103,11815,11845,11845,20280,20390,110,8435,8545,module_3,module_4,175,515,625,12470,7920,7920,True
104,rate_4p00x_sat,4.0,105,104,11920,11950,11950,20390,20500,110,8440,8550,module_3,module_4,176,520,630,12580,7920,7920,True
105,rate_4p00x_sat,4.0,105,105,12025,12055,12055,20500,20610,110,8445,8555,module_3,module_4,177,525,635,12690,7920,7920,True
106,rate_4p00x_sat,4.0,105,106,12130,12160,12160,20610,20720,110,8450,8560,module_3,module_4,178,530,640,12800,7920,7920,True
107,rate_4p00x_sat,4.0,105,107,12235,12265,12265,20720,20830,110,8455,8565,module_3,module_4,179,535,645,12910,7920,7920,True
108,rate_4p00x_sat,4.0,105,108,12340,12370,12370,20830,20940,110,8460,8570,module_3,module_4,180,540,650,13020,7920,7920,True
109,rate_4p00x_sat,4.0,105,109,12445,12475,12475,20940,21050,110,8465,8575,module_3,module_4,181,545,655,13130,7920,7920,True
110,rate_4p00x_sat,4.0,105,110,12550,12580,12580,21050,21160,110,8470,8580,module_3,module_4,182,550,660,13240,7920,7920,True
111,rate_4p00x_sat,4.0,105,111,12655,12685,12685,21160,21270,110,8475,8585,module_3,module_4,183,555,665,13350,7920,7920,True
112,rate_4p00x_sat,4.0,105,112,12760,12790,12790,21270,21380,110,8480,8590,module_3,module_4,184,560,670,13460,7920,7920,True
113,rate_4p00x_sat,4.0,105,113,12865,12895,12895,21380,21490,110,8485,8595,module_3,module_4,185,565,675,13570,7920,7920,True
114,rate_4p00x_sat,4.0,105,114,12970,13000,13000,21490,21600,110,8490,8600,module_3,module_4,186,570,680,13680,7920,7920,True
115,rate_4p00x_sat,4.0,105,115,13075,13105,13105,21600,21710,110,8495,8605,module_3,module_4,187,575,685,13790,7920,7920,True
116,rate_4p00x_sat,4.0,105,116,13180,13210,13210,21710,21820,110,8500,8610,module_3,module_4,188,580,690,13900,7920,7920,True
117,rate_4p00x_sat,4.0,105,117,13285,13315,13315,21820,21930,110,8505,8615,module_3,module_4,189,585,695,14010,7920,7920,True
118,rate_4p00x_sat,4.0,105,118,13390,13420,13420,21930,22040,110,8510,8620,module_3,module_4,190,590,700,14120,7920,7920,True
119,rate_4p00x_sat,4.0,105,119,13495,13525,13525,22040,22150,110,8515,8625,module_3,module_4,191,595,705,14230,7920,7920,True
120,rate_4p00x_sat,4.0,105,120,13600,13630,13630,22150,22260,110,8520,8630,module_3,module_4,192,600,710,14340,7920,7920,True
121,rate_4p00x_sat,4.0,105,121,13705,13735,13735,22260,22370,110,8525,8635,module_3,module_4,193,605,715,14450,7920,7920,True
122,rate_4p00x_sat,4.0,105,122,13810,13840,13840,22370,22480,110,8530,8640,module_3,module_4,194,610,720,14560,7920,7920,True
123,rate_4p00x_sat,4.0,105,123,13915,13945,13945,22480,22590,110,8535,8645,module_3,module_4,195,615,725,14670,7920,7920,True
124,rate_4p00x_sat,4.0,105,124,14020,14050,14050,22590,22700,110,8540,8650,module_3,module_4,196,620,730,14780,7920,7920,True
125,rate_4p00x_sat,4.0,105,125,14125,14155,14155,22700,22810,110,8545,8655,module_3,module_4,197,625,735,14890,7920,7920,True
126,rate_4p00x_sat,4.0,105,126,14230,14260,14260,22810,22920,110,8550,8660,module_3,module_4,198,630,740,15000,7920,7920,True
127,rate_4p00x_sat,4.0,105,127,14335,14365,14365,22920,23030,110,8555,8665,module_3,module_4,199,635,745,15110,7920,7920,True
128,rate_4p00x_sat,4.0,105,128,14440,14470,14470,23030,23140,110,8560,8670,module_3,module_4,200,640,750,15220,7920,7920,True
129,rate_4p00x_sat,4.0,105,129,14545,14575,14575,23140,23250,110,8565,8675,module_3,module_4,201,645,755,15330,7920,7920,True
130,rate_4p00x_sat,4.0,105,130,14650,14680,14680,23250,23360,110,8570,8680,module_3,module_4,202,650,760,15440,7920,7920,True
131,rate_4p00x_sat,4.0,105,131,14755,14785,14785,23360,23470,110,8575,8685,module_3,module_4,203,655,765,15550,7920,7920,True
132,rate_4p00x_sat,4.0,105,132,14860,14890,14890,23470,23580,110,8580,8690,module_3,module_4,204,660,770,15660,7920,7920,True
133,rate_4p00x_sat,4.0,105,133,14965,14995,14995,23580,23690,110,8585,8695,module_3,module_4,205,665,775,15770,7920,7920,True
134,rate_4p00x_sat,4.0,105,134,15070,15100,15100,23690,23800,110,8590,8700,module_3,module_4,206,670,780,15880,7920,7920,True
135,rate_4p00x_sat,4.0,105,135,15175,15205,15205,23800,23910,110,8595,8705,module_3,module_4,207,675,785,15990,7920,7920,True
136,rate_4p00x_sat,4.0,105,136,15280,15310,15310,23910,24020,110,8600,8710,module_3,module_4,208,680,790,16100,7920,7920,True
137,rate_4p00x_sat,4.0,105,137,15385,15415,15415,24020,24130,110,8605,8715,module_3,module_4,209,685,795,16210,7920,7920,True
138,rate_4p00x_sat,4.0,105,138,15490,15520,15520,24130,24240,110,8610,8720,module_3,module_4,210,690,800,16320,7920,7920,True
139,rate_4p00x_sat,4.0,105,139,15595,15625,15625,24240,24350,110,8615,8725,module_3,module_4,211,695,805,16430,7920,7920,True
140,rate_4p00x_sat,4.0,105,140,15700,15730,15730,24350,24460,110,8620,8730,module_3,module_4,212,700,810,16540,7920,7920,True
141,rate_4p00x_sat,4.0,105,141,15805,15835,15835,24460,24570,110,8625,8735,module_3,module_4,213,705,815,16650,7920,7920,True
142,rate_4p00x_sat,4.0,105,142,15910,15940,15940,24570,24680,110,8630,8740,module_3,module_4,214,710,820,16760,7920,7920,True
143,rate_4p00x_sat,4.0,105,143,16015,16045,16045,24680,24790,110,8635,8745,module_3,module_4,215,715,825,16870,7920,7920,True
144,rate_4p00x_sat,4.0,105,144,16120,16150,16150,24790,24900,110,8640,8750,module_3,module_4,216,720,830,16980,7920,7920,True
145,rate_4p00x_sat,4.0,105,145,16225,16255,16255,24900,25010,110,8645,8755,module_3,module_4,217,725,835,17090,7920,7920,True
146,rate_4p00x_sat,4.0,105,146,16330,16360,16360,25010,25120,110,8650,8760,module_3,module_4,218,730,840,17200,7920,7920,True
147,rate_4p00x_sat,4.0,105,147,16435,16465,16465,25120,25230,110,8655,8765,module_3,module_4,219,735,845,17310,7920,7920,True
148,rate_4p00x_sat,4.0,105,148,16540,16570,16570,25230,25340,110,8660,8770,module_3,module_4,220,740,850,17420,7920,7920,True
149,rate_4p00x_sat,4.0,105,149,16645,16675,16675,25340,25450,110,8665,8775,module_3,module_4,221,745,855,17530,7920,7920,True
150,rate_4p00x_sat,4.0,105,150,16750,16780,16780,25450,25560,110,8670,8780,module_3,module_4,222,750,860,17640,7920,7920,True
151,rate_4p00x_sat,4.0,105,151,16855,16885,16885,25560,25670,110,8675,8785,module_3,module_4,223,755,865,17750,7920,7920,True
152,rate_4p00x_sat,4.0,105,152,16960,16990,16990,25670,25780,110,8680,8790,module_3,module_4,224,760,870,17860,7920,7920,True
153,rate_4p00x_sat,4.0,105,153,17065,17095,17095,25780,25890,110,8685,8795,module_3,module_4,225,765,875,17970,7920,7920,True
154,rate_4p00x_sat,4.0,105,154,17170,17200,17200,25890,26000,110,8690,8800,module_3,module_4,226,770,880,18080,7920,7920,True
155,rate_4p00x_sat,4.0,105,155,17275,17305,17305,26000,26110,110,8695,8805,module_3,module_4,227,775,885,18190,7920,7920,True
156,rate_4p00x_sat,4.0,105,156,17380,17410,17410,26110,26220,110,8700,8810,module_3,module_4,228,780,890,18300,7920,7920,True
157,rate_4p00x_sat,4.0,105,157,17485,17515,17515,26220,26330,110,8705,8815,module_3,module_4,229,785,895,18410,7920,7920,True
158,rate_4p00x_sat,4.0,105,158,17590,17620,17620,26330,26440,110,8710,8820,module_3,module_4,230,790,900,18520,7920,7920,True
159,rate_4p00x_sat,4.0,105,159,17695,17725,17725,26440,26550,110,8715,8825,module_3,module_4,231,795,905,18630,7920,7920,True
160,rate_4p00x_sat,4.0,105,160,17800,17830,17830,26550,26660,110,8720,8830,module_3,module_4,232,800,910,18740,7920,7920,True
161,rate_4p00x_sat,4.0,105,161,17905,17935,17935,26660,26770,110,8725,8835,module_3,module_4,233,805,915,18850,7920,7920,True
162,rate_4p00x_sat,4.0,105,162,18010,18040,18040,26770,26880,110,8730,8840,module_3,module_4,234,810,920,18960,7920,7920,True
163,rate_4p00x_sat,4.0,105,163,18115,18145,18145,26880,26990,110,8735,8845,module_3,module_4,235,815,925,19070,7920,7920,True
164,rate_4p00x_sat,4.0,105,164,18220,18250,18250,26990,27100,110,8740,8850,module_3,module_4,236,820,930,19180,7920,7920,True
165,rate_4p00x_sat,4.0,105,165,18325,18355,18355,27100,27210,110,8745,8855,module_3,module_4,237,825,935,19290,7920,7920,True
166,rate_4p00x_sat,4.0,105,166,18430,18460,18460,27210,27320,110,8750,8860,module_3,module_4,238,830,940,19400,7920,7920,True
167,rate_4p00x_sat,4.0,105,167,18535,18565,18565,27320,27430,110,8755,8865,module_3,module_4,239,835,945,19510,7920,7920,True
168,rate_4p00x_sat,4.0,105,168,18640,18670,18670,27430,27540,110,8760,8870,module_3,module_4,240,840,950,19620,7920,7920,True
169,rate_4p00x_sat,4.0,105,169,18745,18775,18775,27540,27650,110,8765,8875,module_3,module_4,241,845,955,19730,7920,7920,True
170,rate_4p00x_sat,4.0,105,170,18850,18880,18880,27650,27760,110,8770,8880,module_3,module_4,242,850,960,19840,7920,7920,True
171,rate_4p00x_sat,4.0,105,171,18955,18985,18985,27760,27870,110,8775,8885,module_3,module_4,243,855,965,19950,7920,7920,True
172,rate_4p00x_sat,4.0,105,172,19060,19090,19090,27870,27980,110,8780,8890,module_3,module_4,244,860,970,20060,7920,7920,True
173,rate_4p00x_sat,4.0,105,173,19165,19195,19195,27980,28090,110,8785,8895,module_3,module_4,245,865,975,20170,7920,7920,True
174,rate_4p00x_sat,4.0,105,174,19270,19300,19300,28090,28200,110,8790,8900,module_3,module_4,246,870,980,20280,7920,7920,True
175,rate_4p00x_sat,4.0,105,175,19375,19405,19405,28200,28310,110,8795,8905,module_3,module_4,247,875,985,20390,7920,7920,True
176,rate_4p00x_sat,4.0,105,176,19480,19510,19510,28310,28420,110,8800,8910,module_3,module_4,248,880,990,20500,7920,7920,True
177,rate_4p00x_sat,4.0,105,177,19585,19615,19615,28420,28530,110,8805,8915,module_3,module_4,249,885,995,20610,7920,7920,True
178,rate_4p00x_sat,4.0,105,178,19690,19720,19720,28530,28640,110,8810,8920,module_3,module_4,250,890,1000,20720,7920,7920,True
179,rate_4p00x_sat,4.0,105,179,19795,19825,19825,28640,28750,110,8815,8925,module_3,module_4,251,895,1005,20830,7920,7920,True
180,rate_4p00x_sat,4.0,105,180,19900,19930,19930,28750,28860,110,8820,8930,module_3,module_4,252,900,1010,20940,7920,7920,True
181,rate_4p00x_sat,4.0,105,181,20005,20035,20035,28860,28970,110,8825,8935,module_3,module_4,253,905,1015,21050,7920,7920,True
182,rate_4p00x_sat,4.0,105,182,20110,20140,20140,28970,29080,110,8830,8940,module_3,module_4,254,910,1020,21160,7920,7920,True
183,rate_4p00x_sat,4.0,105,183,20215,20245,20245,29080,29190,110,8835,8945,module_3,module_4,255,915,1025,21270,7920,7920,True
184,rate_4p00x_sat,4.0,105,184,20320,20350,20350,29190,29300,110,8840,8950,module_3,module_4,256,920,1030,21380,7920,7920,True
185,rate_4p00x_sat,4.0,105,185,20425,20455,20455,29300,29410,110,8845,8955,module_3,module_4,257,925,1035,21490,7920,7920,True
186,rate_4p00x_sat,4.0,105,186,20530,20560,20560,29410,29520,110,8850,8960,module_3,module_4,258,930,1040,21600,7920,7920,True
187,rate_4p00x_sat,4.0,105,187,20635,20665,20665,29520,29630,110,8855,8965,module_3,module_4,259,935,1045,21710,7920,7920,True
188,rate_4p00x_sat,4.0,105,188,20740,20770,20770,29630,29740,110,8860,8970,module_3,module_4,260,940,1050,21820,7920,7920,True
189,rate_4p00x_sat,4.0,105,189,20845,20875,20875,29740,29850,110,8865,8975,module_3,module_4,261,945,1055,21930,7920,7920,True
190,rate_4p00x_sat,4.0,105,190,20950,20980,20980,29850,29960,110,8870,8980,module_3,module_4,262,950,1060,22040,7920,7920,True
