attacker_request_id,probe_id,spacing_name,round_start_time_ns,request_release_time_ns,preceding_interval_ns,actual_arrival_time_ns,service_start_time_ns,victim_on_completion_time_ns,service_time_ns,victim_on_waiting_time_ns,victim_on_turnaround_time_ns,source_module,target_modules,architecture_request_id,baseline_waiting_time_ns,baseline_turnaround_time_ns,baseline_completion_time_ns,excess_waiting_time_ns,excess_turnaround_time_ns,victim_contention_observed
29,29,spacing_uniform,13180,13210,420.0,13210,13210,13320,110,0,110,module_3,module_4,45,0,110,13320,0,0,False
30,30,spacing_uniform,13600,13630,420.0,13630,13630,13740,110,0,110,module_3,module_4,46,0,110,13740,0,0,False
31,31,spacing_uniform,14020,14050,420.0,14050,14050,14160,110,0,110,module_3,module_4,47,0,110,14160,0,0,False
32,32,spacing_uniform,14440,14470,420.0,14470,14470,14580,110,0,110,module_3,module_4,48,0,110,14580,0,0,False
33,33,spacing_uniform,14860,14890,420.0,14890,14890,15000,110,0,110,module_3,module_4,49,0,110,15000,0,0,False
34,34,spacing_uniform,15280,15310,420.0,15310,15310,15420,110,0,110,module_3,module_4,50,0,110,15420,0,0,False
35,35,spacing_uniform,15700,15730,420.0,15730,15730,15840,110,0,110,module_3,module_4,51,0,110,15840,0,0,False
36,36,spacing_uniform,16120,16150,420.0,16150,16150,16260,110,0,110,module_3,module_4,52,0,110,16260,0,0,False
37,37,spacing_uniform,16540,16570,420.0,16570,16570,16680,110,0,110,module_3,module_4,53,0,110,16680,0,0,False
38,38,spacing_uniform,16960,16990,420.0,16990,16990,17100,110,0,110,module_3,module_4,54,0,110,17100,0,0,False
39,39,spacing_uniform,17380,17410,420.0,17410,17410,17520,110,0,110,module_3,module_4,55,0,110,17520,0,0,False
40,40,spacing_uniform,17800,17830,420.0,17830,17830,17940,110,0,110,module_3,module_4,56,0,110,17940,0,0,False
41,41,spacing_uniform,18220,18250,420.0,18250,18250,18360,110,0,110,module_3,module_4,57,0,110,18360,0,0,False
42,42,spacing_uniform,18640,18670,420.0,18670,18670,18780,110,0,110,module_3,module_4,58,0,110,18780,0,0,False
43,43,spacing_uniform,19060,19090,420.0,19090,19090,19200,110,0,110,module_3,module_4,59,0,110,19200,0,0,False
44,44,spacing_uniform,19480,19510,420.0,19510,19510,19620,110,0,110,module_3,module_4,60,0,110,19620,0,0,False
45,45,spacing_uniform,19900,19930,420.0,19930,19930,20040,110,0,110,module_3,module_4,61,0,110,20040,0,0,False
46,46,spacing_uniform,20320,20350,420.0,20350,20350,20460,110,0,110,module_3,module_4,62,0,110,20460,0,0,False
47,47,spacing_uniform,20740,20770,420.0,20770,20770,20880,110,0,110,module_3,module_4,63,0,110,20880,0,0,False
