attacker_request_id,probe_id,spacing_name,round_start_time_ns,request_release_time_ns,preceding_interval_ns,actual_arrival_time_ns,service_start_time_ns,victim_on_completion_time_ns,service_time_ns,victim_on_waiting_time_ns,victim_on_turnaround_time_ns,source_module,target_modules,architecture_request_id,baseline_waiting_time_ns,baseline_turnaround_time_ns,baseline_completion_time_ns,excess_waiting_time_ns,excess_turnaround_time_ns,victim_contention_observed
15,15,spacing_uniform,7300,7330,420.0,7330,9490,9600,110,2160,2270,module_3,module_4,60,0,110,7440,2160,2160,True
16,16,spacing_uniform,7720,7750,420.0,7750,9600,9710,110,1850,1960,module_3,module_4,61,0,110,7860,1850,1850,True
17,17,spacing_uniform,8140,8170,420.0,8170,9710,9820,110,1540,1650,module_3,module_4,62,0,110,8280,1540,1540,True
18,18,spacing_uniform,8560,8590,420.0,8590,9820,9930,110,1230,1340,module_3,module_4,63,0,110,8700,1230,1230,True
19,19,spacing_uniform,8980,9010,420.0,9010,9930,10040,110,920,1030,module_3,module_4,64,0,110,9120,920,920,True
20,20,spacing_uniform,9400,9430,420.0,9430,10040,10150,110,610,720,module_3,module_4,65,0,110,9540,610,610,True
21,21,spacing_uniform,9820,9850,420.0,9850,11140,11250,110,1290,1400,module_3,module_4,75,0,110,9960,1290,1290,True
22,22,spacing_uniform,10240,10270,420.0,10270,11250,11360,110,980,1090,module_3,module_4,76,0,110,10380,980,980,True
23,23,spacing_uniform,10660,10690,420.0,10690,12350,12460,110,1660,1770,module_3,module_4,86,0,110,10800,1660,1660,True
24,24,spacing_uniform,11080,11110,420.0,11110,13450,13560,110,2340,2450,module_3,module_4,96,0,110,11220,2340,2340,True
25,25,spacing_uniform,11500,11530,420.0,11530,13560,13670,110,2030,2140,module_3,module_4,97,0,110,11640,2030,2030,True
26,26,spacing_uniform,11920,11950,420.0,11950,13670,13780,110,1720,1830,module_3,module_4,98,0,110,12060,1720,1720,True
27,27,spacing_uniform,12340,12370,420.0,12370,13780,13890,110,1410,1520,module_3,module_4,99,0,110,12480,1410,1410,True
28,28,spacing_uniform,12760,12790,420.0,12790,13890,14000,110,1100,1210,module_3,module_4,100,0,110,12900,1100,1100,True
29,29,spacing_uniform,13180,13210,420.0,13210,14000,14110,110,790,900,module_3,module_4,101,0,110,13320,790,790,True
30,30,spacing_uniform,13600,13630,420.0,13630,14110,14220,110,480,590,module_3,module_4,102,0,110,13740,480,480,True
31,31,spacing_uniform,14020,14050,420.0,14050,14220,14330,110,170,280,module_3,module_4,103,0,110,14160,170,170,True
32,32,spacing_uniform,14440,14470,420.0,14470,14470,14580,110,0,110,module_3,module_4,104,0,110,14580,0,0,False
33,33,spacing_uniform,14860,14890,420.0,14890,14890,15000,110,0,110,module_3,module_4,105,0,110,15000,0,0,False
34,34,spacing_uniform,15280,15310,420.0,15310,15310,15420,110,0,110,module_3,module_4,106,0,110,15420,0,0,False
35,35,spacing_uniform,15700,15730,420.0,15730,15730,15840,110,0,110,module_3,module_4,107,0,110,15840,0,0,False
36,36,spacing_uniform,16120,16150,420.0,16150,16150,16260,110,0,110,module_3,module_4,108,0,110,16260,0,0,False
37,37,spacing_uniform,16540,16570,420.0,16570,16570,16680,110,0,110,module_3,module_4,109,0,110,16680,0,0,False
38,38,spacing_uniform,16960,16990,420.0,16990,16990,17100,110,0,110,module_3,module_4,110,0,110,17100,0,0,False
39,39,spacing_uniform,17380,17410,420.0,17410,17410,17520,110,0,110,module_3,module_4,111,0,110,17520,0,0,False
40,40,spacing_uniform,17800,17830,420.0,17830,17830,17940,110,0,110,module_3,module_4,112,0,110,17940,0,0,False
41,41,spacing_uniform,18220,18250,420.0,18250,18250,18360,110,0,110,module_3,module_4,113,0,110,18360,0,0,False
42,42,spacing_uniform,18640,18670,420.0,18670,18670,18780,110,0,110,module_3,module_4,114,0,110,18780,0,0,False
43,43,spacing_uniform,19060,19090,420.0,19090,19090,19200,110,0,110,module_3,module_4,115,0,110,19200,0,0,False
44,44,spacing_uniform,19480,19510,420.0,19510,19510,19620,110,0,110,module_3,module_4,116,0,110,19620,0,0,False
45,45,spacing_uniform,19900,19930,420.0,19930,19930,20040,110,0,110,module_3,module_4,117,0,110,20040,0,0,False
46,46,spacing_uniform,20320,20350,420.0,20350,20350,20460,110,0,110,module_3,module_4,118,0,110,20460,0,0,False
47,47,spacing_uniform,20740,20770,420.0,20770,20770,20880,110,0,110,module_3,module_4,119,0,110,20880,0,0,False
