attacker_request_id,rate_name,rate_multiplier,probe_round_period_ns,probe_round_id,round_start_time_ns,request_release_time_ns,actual_arrival_time_ns,service_start_time_ns,victim_on_completion_time_ns,service_time_ns,victim_on_waiting_time_ns,victim_on_turnaround_time_ns,source_module,target_modules,architecture_request_id,baseline_waiting_time_ns,baseline_turnaround_time_ns,baseline_completion_time_ns,excess_waiting_time_ns,excess_turnaround_time_ns,victim_contention_observed
59,rate_4p00x_sat,4.0,105,59,7195,7225,7225,31400,31510,110,24175,24285,module_3,module_4,276,295,405,7630,23880,23880,True
60,rate_4p00x_sat,4.0,105,60,7300,7330,7330,31510,31620,110,24180,24290,module_3,module_4,277,300,410,7740,23880,23880,True
61,rate_4p00x_sat,4.0,105,61,7405,7435,7435,31620,31730,110,24185,24295,module_3,module_4,278,305,415,7850,23880,23880,True
62,rate_4p00x_sat,4.0,105,62,7510,7540,7540,31730,31840,110,24190,24300,module_3,module_4,279,310,420,7960,23880,23880,True
63,rate_4p00x_sat,4.0,105,63,7615,7645,7645,31840,31950,110,24195,24305,module_3,module_4,280,315,425,8070,23880,23880,True
64,rate_4p00x_sat,4.0,105,64,7720,7750,7750,31950,32060,110,24200,24310,module_3,module_4,281,320,430,8180,23880,23880,True
65,rate_4p00x_sat,4.0,105,65,7825,7855,7855,32060,32170,110,24205,24315,module_3,module_4,282,325,435,8290,23880,23880,True
66,rate_4p00x_sat,4.0,105,66,7930,7960,7960,32170,32280,110,24210,24320,module_3,module_4,283,330,440,8400,23880,23880,True
67,rate_4p00x_sat,4.0,105,67,8035,8065,8065,32280,32390,110,24215,24325,module_3,module_4,284,335,445,8510,23880,23880,True
68,rate_4p00x_sat,4.0,105,68,8140,8170,8170,32390,32500,110,24220,24330,module_3,module_4,285,340,450,8620,23880,23880,True
69,rate_4p00x_sat,4.0,105,69,8245,8275,8275,32500,32610,110,24225,24335,module_3,module_4,286,345,455,8730,23880,23880,True
70,rate_4p00x_sat,4.0,105,70,8350,8380,8380,32610,32720,110,24230,24340,module_3,module_4,287,350,460,8840,23880,23880,True
71,rate_4p00x_sat,4.0,105,71,8455,8485,8485,32720,32830,110,24235,24345,module_3,module_4,288,355,465,8950,23880,23880,True
72,rate_4p00x_sat,4.0,105,72,8560,8590,8590,32830,32940,110,24240,24350,module_3,module_4,289,360,470,9060,23880,23880,True
73,rate_4p00x_sat,4.0,105,73,8665,8695,8695,32940,33050,110,24245,24355,module_3,module_4,290,365,475,9170,23880,23880,True
74,rate_4p00x_sat,4.0,105,74,8770,8800,8800,33050,33160,110,24250,24360,module_3,module_4,291,370,480,9280,23880,23880,True
75,rate_4p00x_sat,4.0,105,75,8875,8905,8905,33160,33270,110,24255,24365,module_3,module_4,292,375,485,9390,23880,23880,True
76,rate_4p00x_sat,4.0,105,76,8980,9010,9010,33270,33380,110,24260,24370,module_3,module_4,293,380,490,9500,23880,23880,True
77,rate_4p00x_sat,4.0,105,77,9085,9115,9115,33380,33490,110,24265,24375,module_3,module_4,294,385,495,9610,23880,23880,True
78,rate_4p00x_sat,4.0,105,78,9190,9220,9220,33490,33600,110,24270,24380,module_3,module_4,295,390,500,9720,23880,23880,True
79,rate_4p00x_sat,4.0,105,79,9295,9325,9325,33600,33710,110,24275,24385,module_3,module_4,296,395,505,9830,23880,23880,True
80,rate_4p00x_sat,4.0,105,80,9400,9430,9430,33710,33820,110,24280,24390,module_3,module_4,297,400,510,9940,23880,23880,True
81,rate_4p00x_sat,4.0,105,81,9505,9535,9535,33820,33930,110,24285,24395,module_3,module_4,298,405,515,10050,23880,23880,True
82,rate_4p00x_sat,4.0,105,82,9610,9640,9640,33930,34040,110,24290,24400,module_3,module_4,299,410,520,10160,23880,23880,True
83,rate_4p00x_sat,4.0,105,83,9715,9745,9745,34040,34150,110,24295,24405,module_3,module_4,300,415,525,10270,23880,23880,True
84,rate_4p00x_sat,4.0,105,84,9820,9850,9850,34150,34260,110,24300,24410,module_3,module_4,301,420,530,10380,23880,23880,True
85,rate_4p00x_sat,4.0,105,85,9925,9955,9955,34260,34370,110,24305,24415,module_3,module_4,302,425,535,10490,23880,23880,True
86,rate_4p00x_sat,4.0,105,86,10030,10060,10060,34370,34480,110,24310,24420,module_3,module_4,303,430,540,10600,23880,23880,True
87,rate_4p00x_sat,4.0,105,87,10135,10165,10165,34480,34590,110,24315,24425,module_3,module_4,304,435,545,10710,23880,23880,True
88,rate_4p00x_sat,4.0,105,88,10240,10270,10270,34590,34700,110,24320,24430,module_3,module_4,305,440,550,10820,23880,23880,True
89,rate_4p00x_sat,4.0,105,89,10345,10375,10375,34700,34810,110,24325,24435,module_3,module_4,306,445,555,10930,23880,23880,True
90,rate_4p00x_sat,4.0,105,90,10450,10480,10480,34810,34920,110,24330,24440,module_3,module_4,307,450,560,11040,23880,23880,True
91,rate_4p00x_sat,4.0,105,91,10555,10585,10585,34920,35030,110,24335,24445,module_3,module_4,308,455,565,11150,23880,23880,True
92,rate_4p00x_sat,4.0,105,92,10660,10690,10690,35030,35140,110,24340,24450,module_3,module_4,309,460,570,11260,23880,23880,True
93,rate_4p00x_sat,4.0,105,93,10765,10795,10795,35140,35250,110,24345,24455,module_3,module_4,310,465,575,11370,23880,23880,True
94,rate_4p00x_sat,4.0,105,94,10870,10900,10900,35250,35360,110,24350,24460,module_3,module_4,311,470,580,11480,23880,23880,True
95,rate_4p00x_sat,4.0,105,95,10975,11005,11005,35360,35470,110,24355,24465,module_3,module_4,312,475,585,11590,23880,23880,True
96,rate_4p00x_sat,4.0,105,96,11080,11110,11110,35470,35580,110,24360,24470,module_3,module_4,313,480,590,11700,23880,23880,True
97,rate_4p00x_sat,4.0,105,97,11185,11215,11215,35580,35690,110,24365,24475,module_3,module_4,314,485,595,11810,23880,23880,True
98,rate_4p00x_sat,4.0,105,98,11290,11320,11320,35690,35800,110,24370,24480,module_3,module_4,315,490,600,11920,23880,23880,True
99,rate_4p00x_sat,4.0,105,99,11395,11425,11425,35800,35910,110,24375,24485,module_3,module_4,316,495,605,12030,23880,23880,True
100,rate_4p00x_sat,4.0,105,100,11500,11530,11530,35910,36020,110,24380,24490,module_3,module_4,317,500,610,12140,23880,23880,True
101,rate_4p00x_sat,4.0,105,101,11605,11635,11635,36020,36130,110,24385,24495,module_3,module_4,318,505,615,12250,23880,23880,True
102,rate_4p00x_sat,4.0,105,102,11710,11740,11740,36130,36240,110,24390,24500,module_3,module_4,319,510,620,12360,23880,23880,True
103,rate_4p00x_sat,4.0,105,103,11815,11845,11845,36240,36350,110,24395,24505,module_3,module_4,320,515,625,12470,23880,23880,True
104,rate_4p00x_sat,4.0,105,104,11920,11950,11950,36350,36460,110,24400,24510,module_3,module_4,321,520,630,12580,23880,23880,True
105,rate_4p00x_sat,4.0,105,105,12025,12055,12055,36460,36570,110,24405,24515,module_3,module_4,322,525,635,12690,23880,23880,True
106,rate_4p00x_sat,4.0,105,106,12130,12160,12160,36570,36680,110,24410,24520,module_3,module_4,323,530,640,12800,23880,23880,True
107,rate_4p00x_sat,4.0,105,107,12235,12265,12265,36680,36790,110,24415,24525,module_3,module_4,324,535,645,12910,23880,23880,True
108,rate_4p00x_sat,4.0,105,108,12340,12370,12370,36790,36900,110,24420,24530,module_3,module_4,325,540,650,13020,23880,23880,True
109,rate_4p00x_sat,4.0,105,109,12445,12475,12475,36900,37010,110,24425,24535,module_3,module_4,326,545,655,13130,23880,23880,True
110,rate_4p00x_sat,4.0,105,110,12550,12580,12580,37010,37120,110,24430,24540,module_3,module_4,327,550,660,13240,23880,23880,True
111,rate_4p00x_sat,4.0,105,111,12655,12685,12685,37120,37230,110,24435,24545,module_3,module_4,328,555,665,13350,23880,23880,True
112,rate_4p00x_sat,4.0,105,112,12760,12790,12790,37230,37340,110,24440,24550,module_3,module_4,329,560,670,13460,23880,23880,True
113,rate_4p00x_sat,4.0,105,113,12865,12895,12895,37340,37450,110,24445,24555,module_3,module_4,330,565,675,13570,23880,23880,True
114,rate_4p00x_sat,4.0,105,114,12970,13000,13000,37450,37560,110,24450,24560,module_3,module_4,331,570,680,13680,23880,23880,True
115,rate_4p00x_sat,4.0,105,115,13075,13105,13105,37560,37670,110,24455,24565,module_3,module_4,332,575,685,13790,23880,23880,True
116,rate_4p00x_sat,4.0,105,116,13180,13210,13210,37670,37780,110,24460,24570,module_3,module_4,333,580,690,13900,23880,23880,True
117,rate_4p00x_sat,4.0,105,117,13285,13315,13315,37780,37890,110,24465,24575,module_3,module_4,334,585,695,14010,23880,23880,True
118,rate_4p00x_sat,4.0,105,118,13390,13420,13420,37890,38000,110,24470,24580,module_3,module_4,335,590,700,14120,23880,23880,True
119,rate_4p00x_sat,4.0,105,119,13495,13525,13525,38000,38110,110,24475,24585,module_3,module_4,336,595,705,14230,23880,23880,True
120,rate_4p00x_sat,4.0,105,120,13600,13630,13630,38110,38220,110,24480,24590,module_3,module_4,337,600,710,14340,23880,23880,True
121,rate_4p00x_sat,4.0,105,121,13705,13735,13735,38220,38330,110,24485,24595,module_3,module_4,338,605,715,14450,23880,23880,True
122,rate_4p00x_sat,4.0,105,122,13810,13840,13840,38330,38440,110,24490,24600,module_3,module_4,339,610,720,14560,23880,23880,True
123,rate_4p00x_sat,4.0,105,123,13915,13945,13945,38440,38550,110,24495,24605,module_3,module_4,340,615,725,14670,23880,23880,True
124,rate_4p00x_sat,4.0,105,124,14020,14050,14050,38550,38660,110,24500,24610,module_3,module_4,341,620,730,14780,23880,23880,True
125,rate_4p00x_sat,4.0,105,125,14125,14155,14155,38660,38770,110,24505,24615,module_3,module_4,342,625,735,14890,23880,23880,True
126,rate_4p00x_sat,4.0,105,126,14230,14260,14260,38770,38880,110,24510,24620,module_3,module_4,343,630,740,15000,23880,23880,True
127,rate_4p00x_sat,4.0,105,127,14335,14365,14365,38880,38990,110,24515,24625,module_3,module_4,344,635,745,15110,23880,23880,True
128,rate_4p00x_sat,4.0,105,128,14440,14470,14470,38990,39100,110,24520,24630,module_3,module_4,345,640,750,15220,23880,23880,True
129,rate_4p00x_sat,4.0,105,129,14545,14575,14575,39100,39210,110,24525,24635,module_3,module_4,346,645,755,15330,23880,23880,True
130,rate_4p00x_sat,4.0,105,130,14650,14680,14680,39210,39320,110,24530,24640,module_3,module_4,347,650,760,15440,23880,23880,True
131,rate_4p00x_sat,4.0,105,131,14755,14785,14785,39320,39430,110,24535,24645,module_3,module_4,348,655,765,15550,23880,23880,True
132,rate_4p00x_sat,4.0,105,132,14860,14890,14890,39430,39540,110,24540,24650,module_3,module_4,349,660,770,15660,23880,23880,True
133,rate_4p00x_sat,4.0,105,133,14965,14995,14995,39540,39650,110,24545,24655,module_3,module_4,350,665,775,15770,23880,23880,True
134,rate_4p00x_sat,4.0,105,134,15070,15100,15100,39650,39760,110,24550,24660,module_3,module_4,351,670,780,15880,23880,23880,True
135,rate_4p00x_sat,4.0,105,135,15175,15205,15205,39760,39870,110,24555,24665,module_3,module_4,352,675,785,15990,23880,23880,True
136,rate_4p00x_sat,4.0,105,136,15280,15310,15310,39870,39980,110,24560,24670,module_3,module_4,353,680,790,16100,23880,23880,True
137,rate_4p00x_sat,4.0,105,137,15385,15415,15415,39980,40090,110,24565,24675,module_3,module_4,354,685,795,16210,23880,23880,True
138,rate_4p00x_sat,4.0,105,138,15490,15520,15520,40090,40200,110,24570,24680,module_3,module_4,355,690,800,16320,23880,23880,True
139,rate_4p00x_sat,4.0,105,139,15595,15625,15625,40200,40310,110,24575,24685,module_3,module_4,356,695,805,16430,23880,23880,True
140,rate_4p00x_sat,4.0,105,140,15700,15730,15730,40310,40420,110,24580,24690,module_3,module_4,357,700,810,16540,23880,23880,True
141,rate_4p00x_sat,4.0,105,141,15805,15835,15835,40420,40530,110,24585,24695,module_3,module_4,358,705,815,16650,23880,23880,True
142,rate_4p00x_sat,4.0,105,142,15910,15940,15940,40530,40640,110,24590,24700,module_3,module_4,359,710,820,16760,23880,23880,True
143,rate_4p00x_sat,4.0,105,143,16015,16045,16045,40640,40750,110,24595,24705,module_3,module_4,360,715,825,16870,23880,23880,True
144,rate_4p00x_sat,4.0,105,144,16120,16150,16150,40750,40860,110,24600,24710,module_3,module_4,361,720,830,16980,23880,23880,True
145,rate_4p00x_sat,4.0,105,145,16225,16255,16255,40860,40970,110,24605,24715,module_3,module_4,362,725,835,17090,23880,23880,True
146,rate_4p00x_sat,4.0,105,146,16330,16360,16360,40970,41080,110,24610,24720,module_3,module_4,363,730,840,17200,23880,23880,True
147,rate_4p00x_sat,4.0,105,147,16435,16465,16465,41080,41190,110,24615,24725,module_3,module_4,364,735,845,17310,23880,23880,True
148,rate_4p00x_sat,4.0,105,148,16540,16570,16570,41190,41300,110,24620,24730,module_3,module_4,365,740,850,17420,23880,23880,True
149,rate_4p00x_sat,4.0,105,149,16645,16675,16675,41300,41410,110,24625,24735,module_3,module_4,366,745,855,17530,23880,23880,True
150,rate_4p00x_sat,4.0,105,150,16750,16780,16780,41410,41520,110,24630,24740,module_3,module_4,367,750,860,17640,23880,23880,True
151,rate_4p00x_sat,4.0,105,151,16855,16885,16885,41520,41630,110,24635,24745,module_3,module_4,368,755,865,17750,23880,23880,True
152,rate_4p00x_sat,4.0,105,152,16960,16990,16990,41630,41740,110,24640,24750,module_3,module_4,369,760,870,17860,23880,23880,True
153,rate_4p00x_sat,4.0,105,153,17065,17095,17095,41740,41850,110,24645,24755,module_3,module_4,370,765,875,17970,23880,23880,True
154,rate_4p00x_sat,4.0,105,154,17170,17200,17200,41850,41960,110,24650,24760,module_3,module_4,371,770,880,18080,23880,23880,True
155,rate_4p00x_sat,4.0,105,155,17275,17305,17305,41960,42070,110,24655,24765,module_3,module_4,372,775,885,18190,23880,23880,True
156,rate_4p00x_sat,4.0,105,156,17380,17410,17410,42070,42180,110,24660,24770,module_3,module_4,373,780,890,18300,23880,23880,True
157,rate_4p00x_sat,4.0,105,157,17485,17515,17515,42180,42290,110,24665,24775,module_3,module_4,374,785,895,18410,23880,23880,True
158,rate_4p00x_sat,4.0,105,158,17590,17620,17620,42290,42400,110,24670,24780,module_3,module_4,375,790,900,18520,23880,23880,True
159,rate_4p00x_sat,4.0,105,159,17695,17725,17725,42400,42510,110,24675,24785,module_3,module_4,376,795,905,18630,23880,23880,True
160,rate_4p00x_sat,4.0,105,160,17800,17830,17830,42510,42620,110,24680,24790,module_3,module_4,377,800,910,18740,23880,23880,True
161,rate_4p00x_sat,4.0,105,161,17905,17935,17935,42620,42730,110,24685,24795,module_3,module_4,378,805,915,18850,23880,23880,True
162,rate_4p00x_sat,4.0,105,162,18010,18040,18040,42730,42840,110,24690,24800,module_3,module_4,379,810,920,18960,23880,23880,True
163,rate_4p00x_sat,4.0,105,163,18115,18145,18145,42840,42950,110,24695,24805,module_3,module_4,380,815,925,19070,23880,23880,True
164,rate_4p00x_sat,4.0,105,164,18220,18250,18250,42950,43060,110,24700,24810,module_3,module_4,381,820,930,19180,23880,23880,True
165,rate_4p00x_sat,4.0,105,165,18325,18355,18355,43060,43170,110,24705,24815,module_3,module_4,382,825,935,19290,23880,23880,True
166,rate_4p00x_sat,4.0,105,166,18430,18460,18460,43170,43280,110,24710,24820,module_3,module_4,383,830,940,19400,23880,23880,True
167,rate_4p00x_sat,4.0,105,167,18535,18565,18565,43280,43390,110,24715,24825,module_3,module_4,384,835,945,19510,23880,23880,True
168,rate_4p00x_sat,4.0,105,168,18640,18670,18670,43390,43500,110,24720,24830,module_3,module_4,385,840,950,19620,23880,23880,True
169,rate_4p00x_sat,4.0,105,169,18745,18775,18775,43500,43610,110,24725,24835,module_3,module_4,386,845,955,19730,23880,23880,True
170,rate_4p00x_sat,4.0,105,170,18850,18880,18880,43610,43720,110,24730,24840,module_3,module_4,387,850,960,19840,23880,23880,True
171,rate_4p00x_sat,4.0,105,171,18955,18985,18985,43720,43830,110,24735,24845,module_3,module_4,388,855,965,19950,23880,23880,True
172,rate_4p00x_sat,4.0,105,172,19060,19090,19090,43830,43940,110,24740,24850,module_3,module_4,389,860,970,20060,23880,23880,True
173,rate_4p00x_sat,4.0,105,173,19165,19195,19195,43940,44050,110,24745,24855,module_3,module_4,390,865,975,20170,23880,23880,True
174,rate_4p00x_sat,4.0,105,174,19270,19300,19300,44050,44160,110,24750,24860,module_3,module_4,391,870,980,20280,23880,23880,True
175,rate_4p00x_sat,4.0,105,175,19375,19405,19405,44160,44270,110,24755,24865,module_3,module_4,392,875,985,20390,23880,23880,True
176,rate_4p00x_sat,4.0,105,176,19480,19510,19510,44270,44380,110,24760,24870,module_3,module_4,393,880,990,20500,23880,23880,True
177,rate_4p00x_sat,4.0,105,177,19585,19615,19615,44380,44490,110,24765,24875,module_3,module_4,394,885,995,20610,23880,23880,True
178,rate_4p00x_sat,4.0,105,178,19690,19720,19720,44490,44600,110,24770,24880,module_3,module_4,395,890,1000,20720,23880,23880,True
179,rate_4p00x_sat,4.0,105,179,19795,19825,19825,44600,44710,110,24775,24885,module_3,module_4,396,895,1005,20830,23880,23880,True
180,rate_4p00x_sat,4.0,105,180,19900,19930,19930,44710,44820,110,24780,24890,module_3,module_4,397,900,1010,20940,23880,23880,True
181,rate_4p00x_sat,4.0,105,181,20005,20035,20035,44820,44930,110,24785,24895,module_3,module_4,398,905,1015,21050,23880,23880,True
182,rate_4p00x_sat,4.0,105,182,20110,20140,20140,44930,45040,110,24790,24900,module_3,module_4,399,910,1020,21160,23880,23880,True
183,rate_4p00x_sat,4.0,105,183,20215,20245,20245,45040,45150,110,24795,24905,module_3,module_4,400,915,1025,21270,23880,23880,True
184,rate_4p00x_sat,4.0,105,184,20320,20350,20350,45150,45260,110,24800,24910,module_3,module_4,401,920,1030,21380,23880,23880,True
185,rate_4p00x_sat,4.0,105,185,20425,20455,20455,45260,45370,110,24805,24915,module_3,module_4,402,925,1035,21490,23880,23880,True
186,rate_4p00x_sat,4.0,105,186,20530,20560,20560,45370,45480,110,24810,24920,module_3,module_4,403,930,1040,21600,23880,23880,True
187,rate_4p00x_sat,4.0,105,187,20635,20665,20665,45480,45590,110,24815,24925,module_3,module_4,404,935,1045,21710,23880,23880,True
188,rate_4p00x_sat,4.0,105,188,20740,20770,20770,45590,45700,110,24820,24930,module_3,module_4,405,940,1050,21820,23880,23880,True
189,rate_4p00x_sat,4.0,105,189,20845,20875,20875,45700,45810,110,24825,24935,module_3,module_4,406,945,1055,21930,23880,23880,True
190,rate_4p00x_sat,4.0,105,190,20950,20980,20980,45810,45920,110,24830,24940,module_3,module_4,407,950,1060,22040,23880,23880,True
