trace_id,protocol_context,victim_instance_id,repeat_id,probe_index,release_ns,phase_index,phase_label,remote_active_label,phase_start_ns,phase_end_ns,distance_to_nearest_true_boundary_ns
0e571a112660b2397427,direct_coherent_all_shared,victim_0000,0,13,5490.0,1,local_compute,0,2522.51865144427,6369.8343588148455,879.8343588148455
0e571a112660b2397427,direct_coherent_all_shared,victim_0000,0,14,5910.0,1,local_compute,0,2522.51865144427,6369.8343588148455,459.8343588148455
0e571a112660b2397427,direct_coherent_all_shared,victim_0000,0,15,6330.0,1,local_compute,0,2522.51865144427,6369.8343588148455,39.83435881484547
0e571a112660b2397427,direct_coherent_all_shared,victim_0000,0,16,6750.0,2,dense_remote,1,6369.8343588148455,8950.468580323257,380.1656411851545
0e571a112660b2397427,direct_coherent_all_shared,victim_0000,0,17,7170.0,2,dense_remote,1,6369.8343588148455,8950.468580323257,800.1656411851545
0e571a112660b2397427,direct_coherent_all_shared,victim_0000,0,18,7590.0,2,dense_remote,1,6369.8343588148455,8950.468580323257,1220.1656411851545
0e571a112660b2397427,direct_coherent_all_shared,victim_0000,0,19,8010.0,2,dense_remote,1,6369.8343588148455,8950.468580323257,940.4685803232569
0e571a112660b2397427,direct_coherent_all_shared,victim_0000,0,20,8430.0,2,dense_remote,1,6369.8343588148455,8950.468580323257,520.4685803232569
0e571a112660b2397427,direct_coherent_all_shared,victim_0000,0,21,8850.0,2,dense_remote,1,6369.8343588148455,8950.468580323257,100.4685803232569
0e571a112660b2397427,direct_coherent_all_shared,victim_0000,0,22,9270.0,3,sparse_remote,1,8950.468580323257,16848.42815676093,319.5314196767431
0e571a112660b2397427,direct_coherent_all_shared,victim_0000,0,23,9690.0,3,sparse_remote,1,8950.468580323257,16848.42815676093,739.5314196767431
0e571a112660b2397427,direct_coherent_all_shared,victim_0000,0,24,10110.0,3,sparse_remote,1,8950.468580323257,16848.42815676093,1159.531419676743
0e571a112660b2397427,direct_coherent_all_shared,victim_0000,0,25,10530.0,3,sparse_remote,1,8950.468580323257,16848.42815676093,1579.531419676743
0e571a112660b2397427,direct_coherent_all_shared,victim_0000,0,26,10950.0,3,sparse_remote,1,8950.468580323257,16848.42815676093,1999.531419676743
0e571a112660b2397427,direct_coherent_all_shared,victim_0000,0,27,11370.0,3,sparse_remote,1,8950.468580323257,16848.42815676093,2419.531419676743
0e571a112660b2397427,direct_coherent_all_shared,victim_0000,0,28,11790.0,3,sparse_remote,1,8950.468580323257,16848.42815676093,2839.531419676743
0e571a112660b2397427,direct_coherent_all_shared,victim_0000,0,29,12210.0,3,sparse_remote,1,8950.468580323257,16848.42815676093,3259.531419676743
0e571a112660b2397427,direct_coherent_all_shared,victim_0000,0,30,12630.0,3,sparse_remote,1,8950.468580323257,16848.42815676093,3679.531419676743
0e571a112660b2397427,direct_coherent_all_shared,victim_0000,0,31,13050.0,3,sparse_remote,1,8950.468580323257,16848.42815676093,3798.4281567609287
0e571a112660b2397427,direct_coherent_all_shared,victim_0000,0,32,13470.0,3,sparse_remote,1,8950.468580323257,16848.42815676093,3378.4281567609287
0e571a112660b2397427,direct_coherent_all_shared,victim_0000,0,33,13890.0,3,sparse_remote,1,8950.468580323257,16848.42815676093,2958.4281567609287
0e571a112660b2397427,direct_coherent_all_shared,victim_0000,0,34,14310.0,3,sparse_remote,1,8950.468580323257,16848.42815676093,2538.4281567609287
0e571a112660b2397427,direct_coherent_all_shared,victim_0000,0,35,14730.0,3,sparse_remote,1,8950.468580323257,16848.42815676093,2118.4281567609287
0e571a112660b2397427,direct_coherent_all_shared,victim_0000,0,36,15150.0,3,sparse_remote,1,8950.468580323257,16848.42815676093,1698.4281567609287
0e571a112660b2397427,direct_coherent_all_shared,victim_0000,0,37,15570.0,3,sparse_remote,1,8950.468580323257,16848.42815676093,1278.4281567609287
0e571a112660b2397427,direct_coherent_all_shared,victim_0000,0,38,15990.0,3,sparse_remote,1,8950.468580323257,16848.42815676093,858.4281567609287
0e571a112660b2397427,direct_coherent_all_shared,victim_0000,0,39,16410.0,3,sparse_remote,1,8950.468580323257,16848.42815676093,438.4281567609287
0e571a112660b2397427,direct_coherent_all_shared,victim_0000,0,40,16830.0,3,sparse_remote,1,8950.468580323257,16848.42815676093,18.428156760928687
0e571a112660b2397427,direct_coherent_all_shared,victim_0000,0,41,17250.0,4,synchronization_bursty,1,16848.42815676093,20000.0,401.5718432390713
0e571a112660b2397427,direct_coherent_all_shared,victim_0000,0,42,17670.0,4,synchronization_bursty,1,16848.42815676093,20000.0,821.5718432390713
0e571a112660b2397427,direct_coherent_all_shared,victim_0000,0,43,18090.0,4,synchronization_bursty,1,16848.42815676093,20000.0,1241.5718432390713
0e571a112660b2397427,direct_coherent_all_shared,victim_0000,0,44,18510.0,4,synchronization_bursty,1,16848.42815676093,20000.0,1661.5718432390713
0e571a112660b2397427,direct_coherent_all_shared,victim_0000,0,45,18930.0,4,synchronization_bursty,1,16848.42815676093,20000.0,2081.5718432390713
0e571a112660b2397427,direct_coherent_all_shared,victim_0000,0,46,19350.0,4,synchronization_bursty,1,16848.42815676093,20000.0,2501.5718432390713
0e571a112660b2397427,direct_coherent_all_shared,victim_0000,0,47,19770.0,4,synchronization_bursty,1,16848.42815676093,20000.0,2921.5718432390713
7faec3771778fa85bf9f,direct_coherent_all_shared,victim_0000,1,0,30.0,0,sparse_remote,1,0.0,2522.51865144427,2492.51865144427
7faec3771778fa85bf9f,direct_coherent_all_shared,victim_0000,1,1,450.0,0,sparse_remote,1,0.0,2522.51865144427,2072.51865144427
7faec3771778fa85bf9f,direct_coherent_all_shared,victim_0000,1,2,870.0,0,sparse_remote,1,0.0,2522.51865144427,1652.5186514442698
7faec3771778fa85bf9f,direct_coherent_all_shared,victim_0000,1,3,1290.0,0,sparse_remote,1,0.0,2522.51865144427,1232.5186514442698
7faec3771778fa85bf9f,direct_coherent_all_shared,victim_0000,1,4,1710.0,0,sparse_remote,1,0.0,2522.51865144427,812.5186514442698
7faec3771778fa85bf9f,direct_coherent_all_shared,victim_0000,1,5,2130.0,0,sparse_remote,1,0.0,2522.51865144427,392.51865144426984
7faec3771778fa85bf9f,direct_coherent_all_shared,victim_0000,1,6,2550.0,1,local_compute,0,2522.51865144427,6369.8343588148455,27.481348555730165
7faec3771778fa85bf9f,direct_coherent_all_shared,victim_0000,1,7,2970.0,1,local_compute,0,2522.51865144427,6369.8343588148455,447.48134855573016
7faec3771778fa85bf9f,direct_coherent_all_shared,victim_0000,1,8,3390.0,1,local_compute,0,2522.51865144427,6369.8343588148455,867.4813485557302
7faec3771778fa85bf9f,direct_coherent_all_shared,victim_0000,1,9,3810.0,1,local_compute,0,2522.51865144427,6369.8343588148455,1287.4813485557302
7faec3771778fa85bf9f,direct_coherent_all_shared,victim_0000,1,10,4230.0,1,local_compute,0,2522.51865144427,6369.8343588148455,1707.4813485557302
7faec3771778fa85bf9f,direct_coherent_all_shared,victim_0000,1,11,4650.0,1,local_compute,0,2522.51865144427,6369.8343588148455,1719.8343588148455
7faec3771778fa85bf9f,direct_coherent_all_shared,victim_0000,1,12,5070.0,1,local_compute,0,2522.51865144427,6369.8343588148455,1299.8343588148455
7faec3771778fa85bf9f,direct_coherent_all_shared,victim_0000,1,13,5490.0,1,local_compute,0,2522.51865144427,6369.8343588148455,879.8343588148455
7faec3771778fa85bf9f,direct_coherent_all_shared,victim_0000,1,14,5910.0,1,local_compute,0,2522.51865144427,6369.8343588148455,459.8343588148455
7faec3771778fa85bf9f,direct_coherent_all_shared,victim_0000,1,15,6330.0,1,local_compute,0,2522.51865144427,6369.8343588148455,39.83435881484547
7faec3771778fa85bf9f,direct_coherent_all_shared,victim_0000,1,16,6750.0,2,dense_remote,1,6369.8343588148455,8950.468580323257,380.1656411851545
7faec3771778fa85bf9f,direct_coherent_all_shared,victim_0000,1,17,7170.0,2,dense_remote,1,6369.8343588148455,8950.468580323257,800.1656411851545
7faec3771778fa85bf9f,direct_coherent_all_shared,victim_0000,1,18,7590.0,2,dense_remote,1,6369.8343588148455,8950.468580323257,1220.1656411851545
7faec3771778fa85bf9f,direct_coherent_all_shared,victim_0000,1,19,8010.0,2,dense_remote,1,6369.8343588148455,8950.468580323257,940.4685803232569
7faec3771778fa85bf9f,direct_coherent_all_shared,victim_0000,1,20,8430.0,2,dense_remote,1,6369.8343588148455,8950.468580323257,520.4685803232569
7faec3771778fa85bf9f,direct_coherent_all_shared,victim_0000,1,21,8850.0,2,dense_remote,1,6369.8343588148455,8950.468580323257,100.4685803232569
7faec3771778fa85bf9f,direct_coherent_all_shared,victim_0000,1,22,9270.0,3,sparse_remote,1,8950.468580323257,16848.42815676093,319.5314196767431
7faec3771778fa85bf9f,direct_coherent_all_shared,victim_0000,1,23,9690.0,3,sparse_remote,1,8950.468580323257,16848.42815676093,739.5314196767431
7faec3771778fa85bf9f,direct_coherent_all_shared,victim_0000,1,24,10110.0,3,sparse_remote,1,8950.468580323257,16848.42815676093,1159.531419676743
7faec3771778fa85bf9f,direct_coherent_all_shared,victim_0000,1,25,10530.0,3,sparse_remote,1,8950.468580323257,16848.42815676093,1579.531419676743
7faec3771778fa85bf9f,direct_coherent_all_shared,victim_0000,1,26,10950.0,3,sparse_remote,1,8950.468580323257,16848.42815676093,1999.531419676743
7faec3771778fa85bf9f,direct_coherent_all_shared,victim_0000,1,27,11370.0,3,sparse_remote,1,8950.468580323257,16848.42815676093,2419.531419676743
7faec3771778fa85bf9f,direct_coherent_all_shared,victim_0000,1,28,11790.0,3,sparse_remote,1,8950.468580323257,16848.42815676093,2839.531419676743
7faec3771778fa85bf9f,direct_coherent_all_shared,victim_0000,1,29,12210.0,3,sparse_remote,1,8950.468580323257,16848.42815676093,3259.531419676743
7faec3771778fa85bf9f,direct_coherent_all_shared,victim_0000,1,30,12630.0,3,sparse_remote,1,8950.468580323257,16848.42815676093,3679.531419676743
7faec3771778fa85bf9f,direct_coherent_all_shared,victim_0000,1,31,13050.0,3,sparse_remote,1,8950.468580323257,16848.42815676093,3798.4281567609287
7faec3771778fa85bf9f,direct_coherent_all_shared,victim_0000,1,32,13470.0,3,sparse_remote,1,8950.468580323257,16848.42815676093,3378.4281567609287
7faec3771778fa85bf9f,direct_coherent_all_shared,victim_0000,1,33,13890.0,3,sparse_remote,1,8950.468580323257,16848.42815676093,2958.4281567609287
7faec3771778fa85bf9f,direct_coherent_all_shared,victim_0000,1,34,14310.0,3,sparse_remote,1,8950.468580323257,16848.42815676093,2538.4281567609287
7faec3771778fa85bf9f,direct_coherent_all_shared,victim_0000,1,35,14730.0,3,sparse_remote,1,8950.468580323257,16848.42815676093,2118.4281567609287
7faec3771778fa85bf9f,direct_coherent_all_shared,victim_0000,1,36,15150.0,3,sparse_remote,1,8950.468580323257,16848.42815676093,1698.4281567609287
7faec3771778fa85bf9f,direct_coherent_all_shared,victim_0000,1,37,15570.0,3,sparse_remote,1,8950.468580323257,16848.42815676093,1278.4281567609287
7faec3771778fa85bf9f,direct_coherent_all_shared,victim_0000,1,38,15990.0,3,sparse_remote,1,8950.468580323257,16848.42815676093,858.4281567609287
7faec3771778fa85bf9f,direct_coherent_all_shared,victim_0000,1,39,16410.0,3,sparse_remote,1,8950.468580323257,16848.42815676093,438.4281567609287
7faec3771778fa85bf9f,direct_coherent_all_shared,victim_0000,1,40,16830.0,3,sparse_remote,1,8950.468580323257,16848.42815676093,18.428156760928687
7faec3771778fa85bf9f,direct_coherent_all_shared,victim_0000,1,41,17250.0,4,synchronization_bursty,1,16848.42815676093,20000.0,401.5718432390713
7faec3771778fa85bf9f,direct_coherent_all_shared,victim_0000,1,42,17670.0,4,synchronization_bursty,1,16848.42815676093,20000.0,821.5718432390713
7faec3771778fa85bf9f,direct_coherent_all_shared,victim_0000,1,43,18090.0,4,synchronization_bursty,1,16848.42815676093,20000.0,1241.5718432390713
7faec3771778fa85bf9f,direct_coherent_all_shared,victim_0000,1,44,18510.0,4,synchronization_bursty,1,16848.42815676093,20000.0,1661.5718432390713
7faec3771778fa85bf9f,direct_coherent_all_shared,victim_0000,1,45,18930.0,4,synchronization_bursty,1,16848.42815676093,20000.0,2081.5718432390713
7faec3771778fa85bf9f,direct_coherent_all_shared,victim_0000,1,46,19350.0,4,synchronization_bursty,1,16848.42815676093,20000.0,2501.5718432390713
7faec3771778fa85bf9f,direct_coherent_all_shared,victim_0000,1,47,19770.0,4,synchronization_bursty,1,16848.42815676093,20000.0,2921.5718432390713
62fcb2a2241e50c9fe13,direct_coherent_all_shared,victim_0001,0,0,30.0,0,sparse_remote,1,0.0,2790.0809255149798,2760.0809255149798
62fcb2a2241e50c9fe13,direct_coherent_all_shared,victim_0001,0,1,450.0,0,sparse_remote,1,0.0,2790.0809255149798,2340.0809255149798
62fcb2a2241e50c9fe13,direct_coherent_all_shared,victim_0001,0,2,870.0,0,sparse_remote,1,0.0,2790.0809255149798,1920.0809255149798
62fcb2a2241e50c9fe13,direct_coherent_all_shared,victim_0001,0,3,1290.0,0,sparse_remote,1,0.0,2790.0809255149798,1500.0809255149798
62fcb2a2241e50c9fe13,direct_coherent_all_shared,victim_0001,0,4,1710.0,0,sparse_remote,1,0.0,2790.0809255149798,1080.0809255149798
62fcb2a2241e50c9fe13,direct_coherent_all_shared,victim_0001,0,5,2130.0,0,sparse_remote,1,0.0,2790.0809255149798,660.0809255149798
62fcb2a2241e50c9fe13,direct_coherent_all_shared,victim_0001,0,6,2550.0,0,sparse_remote,1,0.0,2790.0809255149798,240.08092551497975
62fcb2a2241e50c9fe13,direct_coherent_all_shared,victim_0001,0,7,2970.0,1,dense_remote,1,2790.0809255149798,5346.412674375486,179.91907448502025
62fcb2a2241e50c9fe13,direct_coherent_all_shared,victim_0001,0,8,3390.0,1,dense_remote,1,2790.0809255149798,5346.412674375486,599.9190744850202
62fcb2a2241e50c9fe13,direct_coherent_all_shared,victim_0001,0,9,3810.0,1,dense_remote,1,2790.0809255149798,5346.412674375486,1019.9190744850202
62fcb2a2241e50c9fe13,direct_coherent_all_shared,victim_0001,0,10,4230.0,1,dense_remote,1,2790.0809255149798,5346.412674375486,1116.412674375486
62fcb2a2241e50c9fe13,direct_coherent_all_shared,victim_0001,0,11,4650.0,1,dense_remote,1,2790.0809255149798,5346.412674375486,696.412674375486
62fcb2a2241e50c9fe13,direct_coherent_all_shared,victim_0001,0,12,5070.0,1,dense_remote,1,2790.0809255149798,5346.412674375486,276.41267437548595
62fcb2a2241e50c9fe13,direct_coherent_all_shared,victim_0001,0,13,5490.0,2,local_compute,0,5346.412674375486,9999.025399623475,143.58732562451405
62fcb2a2241e50c9fe13,direct_coherent_all_shared,victim_0001,0,14,5910.0,2,local_compute,0,5346.412674375486,9999.025399623475,563.587325624514
62fcb2a2241e50c9fe13,direct_coherent_all_shared,victim_0001,0,15,6330.0,2,local_compute,0,5346.412674375486,9999.025399623475,983.587325624514
62fcb2a2241e50c9fe13,direct_coherent_all_shared,victim_0001,0,16,6750.0,2,local_compute,0,5346.412674375486,9999.025399623475,1403.587325624514
62fcb2a2241e50c9fe13,direct_coherent_all_shared,victim_0001,0,17,7170.0,2,local_compute,0,5346.412674375486,9999.025399623475,1823.587325624514
62fcb2a2241e50c9fe13,direct_coherent_all_shared,victim_0001,0,18,7590.0,2,local_compute,0,5346.412674375486,9999.025399623475,2243.587325624514
62fcb2a2241e50c9fe13,direct_coherent_all_shared,victim_0001,0,19,8010.0,2,local_compute,0,5346.412674375486,9999.025399623475,1989.025399623475
62fcb2a2241e50c9fe13,direct_coherent_all_shared,victim_0001,0,20,8430.0,2,local_compute,0,5346.412674375486,9999.025399623475,1569.025399623475
62fcb2a2241e50c9fe13,direct_coherent_all_shared,victim_0001,0,21,8850.0,2,local_compute,0,5346.412674375486,9999.025399623475,1149.025399623475
62fcb2a2241e50c9fe13,direct_coherent_all_shared,victim_0001,0,22,9270.0,2,local_compute,0,5346.412674375486,9999.025399623475,729.0253996234751
62fcb2a2241e50c9fe13,direct_coherent_all_shared,victim_0001,0,23,9690.0,2,local_compute,0,5346.412674375486,9999.025399623475,309.0253996234751
62fcb2a2241e50c9fe13,direct_coherent_all_shared,victim_0001,0,24,10110.0,3,synchronization_bursty,1,9999.025399623475,12912.254333577226,110.9746003765249
62fcb2a2241e50c9fe13,direct_coherent_all_shared,victim_0001,0,25,10530.0,3,synchronization_bursty,1,9999.025399623475,12912.254333577226,530.9746003765249
62fcb2a2241e50c9fe13,direct_coherent_all_shared,victim_0001,0,26,10950.0,3,synchronization_bursty,1,9999.025399623475,12912.254333577226,950.9746003765249
62fcb2a2241e50c9fe13,direct_coherent_all_shared,victim_0001,0,27,11370.0,3,synchronization_bursty,1,9999.025399623475,12912.254333577226,1370.974600376525
62fcb2a2241e50c9fe13,direct_coherent_all_shared,victim_0001,0,28,11790.0,3,synchronization_bursty,1,9999.025399623475,12912.254333577226,1122.2543335772261
62fcb2a2241e50c9fe13,direct_coherent_all_shared,victim_0001,0,29,12210.0,3,synchronization_bursty,1,9999.025399623475,12912.254333577226,702.2543335772261
62fcb2a2241e50c9fe13,direct_coherent_all_shared,victim_0001,0,30,12630.0,3,synchronization_bursty,1,9999.025399623475,12912.254333577226,282.25433357722613
62fcb2a2241e50c9fe13,direct_coherent_all_shared,victim_0001,0,31,13050.0,4,local_compute,0,12912.254333577226,16270.633113856344,137.74566642277387
62fcb2a2241e50c9fe13,direct_coherent_all_shared,victim_0001,0,32,13470.0,4,local_compute,0,12912.254333577226,16270.633113856344,557.7456664227739
62fcb2a2241e50c9fe13,direct_coherent_all_shared,victim_0001,0,33,13890.0,4,local_compute,0,12912.254333577226,16270.633113856344,977.7456664227739
62fcb2a2241e50c9fe13,direct_coherent_all_shared,victim_0001,0,34,14310.0,4,local_compute,0,12912.254333577226,16270.633113856344,1397.7456664227739
62fcb2a2241e50c9fe13,direct_coherent_all_shared,victim_0001,0,35,14730.0,4,local_compute,0,12912.254333577226,16270.633113856344,1540.6331138563437
62fcb2a2241e50c9fe13,direct_coherent_all_shared,victim_0001,0,36,15150.0,4,local_compute,0,12912.254333577226,16270.633113856344,1120.6331138563437
62fcb2a2241e50c9fe13,direct_coherent_all_shared,victim_0001,0,37,15570.0,4,local_compute,0,12912.254333577226,16270.633113856344,700.6331138563437
62fcb2a2241e50c9fe13,direct_coherent_all_shared,victim_0001,0,38,15990.0,4,local_compute,0,12912.254333577226,16270.633113856344,280.6331138563437
62fcb2a2241e50c9fe13,direct_coherent_all_shared,victim_0001,0,39,16410.0,5,synchronization_bursty,1,16270.633113856344,20000.0,139.3668861436563
62fcb2a2241e50c9fe13,direct_coherent_all_shared,victim_0001,0,40,16830.0,5,synchronization_bursty,1,16270.633113856344,20000.0,559.3668861436563
62fcb2a2241e50c9fe13,direct_coherent_all_shared,victim_0001,0,41,17250.0,5,synchronization_bursty,1,16270.633113856344,20000.0,979.3668861436563
62fcb2a2241e50c9fe13,direct_coherent_all_shared,victim_0001,0,42,17670.0,5,synchronization_bursty,1,16270.633113856344,20000.0,1399.3668861436563
62fcb2a2241e50c9fe13,direct_coherent_all_shared,victim_0001,0,43,18090.0,5,synchronization_bursty,1,16270.633113856344,20000.0,1819.3668861436563
62fcb2a2241e50c9fe13,direct_coherent_all_shared,victim_0001,0,44,18510.0,5,synchronization_bursty,1,16270.633113856344,20000.0,2239.3668861436563
62fcb2a2241e50c9fe13,direct_coherent_all_shared,victim_0001,0,45,18930.0,5,synchronization_bursty,1,16270.633113856344,20000.0,2659.3668861436563
62fcb2a2241e50c9fe13,direct_coherent_all_shared,victim_0001,0,46,19350.0,5,synchronization_bursty,1,16270.633113856344,20000.0,3079.3668861436563
62fcb2a2241e50c9fe13,direct_coherent_all_shared,victim_0001,0,47,19770.0,5,synchronization_bursty,1,16270.633113856344,20000.0,3499.3668861436563
6f1ddb9ac19b65059c40,direct_coherent_all_shared,victim_0001,1,0,30.0,0,sparse_remote,1,0.0,2790.0809255149798,2760.0809255149798
6f1ddb9ac19b65059c40,direct_coherent_all_shared,victim_0001,1,1,450.0,0,sparse_remote,1,0.0,2790.0809255149798,2340.0809255149798
6f1ddb9ac19b65059c40,direct_coherent_all_shared,victim_0001,1,2,870.0,0,sparse_remote,1,0.0,2790.0809255149798,1920.0809255149798
6f1ddb9ac19b65059c40,direct_coherent_all_shared,victim_0001,1,3,1290.0,0,sparse_remote,1,0.0,2790.0809255149798,1500.0809255149798
6f1ddb9ac19b65059c40,direct_coherent_all_shared,victim_0001,1,4,1710.0,0,sparse_remote,1,0.0,2790.0809255149798,1080.0809255149798
6f1ddb9ac19b65059c40,direct_coherent_all_shared,victim_0001,1,5,2130.0,0,sparse_remote,1,0.0,2790.0809255149798,660.0809255149798
6f1ddb9ac19b65059c40,direct_coherent_all_shared,victim_0001,1,6,2550.0,0,sparse_remote,1,0.0,2790.0809255149798,240.08092551497975
6f1ddb9ac19b65059c40,direct_coherent_all_shared,victim_0001,1,7,2970.0,1,dense_remote,1,2790.0809255149798,5346.412674375486,179.91907448502025
6f1ddb9ac19b65059c40,direct_coherent_all_shared,victim_0001,1,8,3390.0,1,dense_remote,1,2790.0809255149798,5346.412674375486,599.9190744850202
6f1ddb9ac19b65059c40,direct_coherent_all_shared,victim_0001,1,9,3810.0,1,dense_remote,1,2790.0809255149798,5346.412674375486,1019.9190744850202
6f1ddb9ac19b65059c40,direct_coherent_all_shared,victim_0001,1,10,4230.0,1,dense_remote,1,2790.0809255149798,5346.412674375486,1116.412674375486
6f1ddb9ac19b65059c40,direct_coherent_all_shared,victim_0001,1,11,4650.0,1,dense_remote,1,2790.0809255149798,5346.412674375486,696.412674375486
6f1ddb9ac19b65059c40,direct_coherent_all_shared,victim_0001,1,12,5070.0,1,dense_remote,1,2790.0809255149798,5346.412674375486,276.41267437548595
6f1ddb9ac19b65059c40,direct_coherent_all_shared,victim_0001,1,13,5490.0,2,local_compute,0,5346.412674375486,9999.025399623475,143.58732562451405
6f1ddb9ac19b65059c40,direct_coherent_all_shared,victim_0001,1,14,5910.0,2,local_compute,0,5346.412674375486,9999.025399623475,563.587325624514
6f1ddb9ac19b65059c40,direct_coherent_all_shared,victim_0001,1,15,6330.0,2,local_compute,0,5346.412674375486,9999.025399623475,983.587325624514
6f1ddb9ac19b65059c40,direct_coherent_all_shared,victim_0001,1,16,6750.0,2,local_compute,0,5346.412674375486,9999.025399623475,1403.587325624514
6f1ddb9ac19b65059c40,direct_coherent_all_shared,victim_0001,1,17,7170.0,2,local_compute,0,5346.412674375486,9999.025399623475,1823.587325624514
6f1ddb9ac19b65059c40,direct_coherent_all_shared,victim_0001,1,18,7590.0,2,local_compute,0,5346.412674375486,9999.025399623475,2243.587325624514
6f1ddb9ac19b65059c40,direct_coherent_all_shared,victim_0001,1,19,8010.0,2,local_compute,0,5346.412674375486,9999.025399623475,1989.025399623475
6f1ddb9ac19b65059c40,direct_coherent_all_shared,victim_0001,1,20,8430.0,2,local_compute,0,5346.412674375486,9999.025399623475,1569.025399623475
6f1ddb9ac19b65059c40,direct_coherent_all_shared,victim_0001,1,21,8850.0,2,local_compute,0,5346.412674375486,9999.025399623475,1149.025399623475
6f1ddb9ac19b65059c40,direct_coherent_all_shared,victim_0001,1,22,9270.0,2,local_compute,0,5346.412674375486,9999.025399623475,729.0253996234751
6f1ddb9ac19b65059c40,direct_coherent_all_shared,victim_0001,1,23,9690.0,2,local_compute,0,5346.412674375486,9999.025399623475,309.0253996234751
6f1ddb9ac19b65059c40,direct_coherent_all_shared,victim_0001,1,24,10110.0,3,synchronization_bursty,1,9999.025399623475,12912.254333577226,110.9746003765249
6f1ddb9ac19b65059c40,direct_coherent_all_shared,victim_0001,1,25,10530.0,3,synchronization_bursty,1,9999.025399623475,12912.254333577226,530.9746003765249
6f1ddb9ac19b65059c40,direct_coherent_all_shared,victim_0001,1,26,10950.0,3,synchronization_bursty,1,9999.025399623475,12912.254333577226,950.9746003765249
6f1ddb9ac19b65059c40,direct_coherent_all_shared,victim_0001,1,27,11370.0,3,synchronization_bursty,1,9999.025399623475,12912.254333577226,1370.974600376525
6f1ddb9ac19b65059c40,direct_coherent_all_shared,victim_0001,1,28,11790.0,3,synchronization_bursty,1,9999.025399623475,12912.254333577226,1122.2543335772261
6f1ddb9ac19b65059c40,direct_coherent_all_shared,victim_0001,1,29,12210.0,3,synchronization_bursty,1,9999.025399623475,12912.254333577226,702.2543335772261
6f1ddb9ac19b65059c40,direct_coherent_all_shared,victim_0001,1,30,12630.0,3,synchronization_bursty,1,9999.025399623475,12912.254333577226,282.25433357722613
6f1ddb9ac19b65059c40,direct_coherent_all_shared,victim_0001,1,31,13050.0,4,local_compute,0,12912.254333577226,16270.633113856344,137.74566642277387
6f1ddb9ac19b65059c40,direct_coherent_all_shared,victim_0001,1,32,13470.0,4,local_compute,0,12912.254333577226,16270.633113856344,557.7456664227739
6f1ddb9ac19b65059c40,direct_coherent_all_shared,victim_0001,1,33,13890.0,4,local_compute,0,12912.254333577226,16270.633113856344,977.7456664227739
6f1ddb9ac19b65059c40,direct_coherent_all_shared,victim_0001,1,34,14310.0,4,local_compute,0,12912.254333577226,16270.633113856344,1397.7456664227739
6f1ddb9ac19b65059c40,direct_coherent_all_shared,victim_0001,1,35,14730.0,4,local_compute,0,12912.254333577226,16270.633113856344,1540.6331138563437
6f1ddb9ac19b65059c40,direct_coherent_all_shared,victim_0001,1,36,15150.0,4,local_compute,0,12912.254333577226,16270.633113856344,1120.6331138563437
6f1ddb9ac19b65059c40,direct_coherent_all_shared,victim_0001,1,37,15570.0,4,local_compute,0,12912.254333577226,16270.633113856344,700.6331138563437
6f1ddb9ac19b65059c40,direct_coherent_all_shared,victim_0001,1,38,15990.0,4,local_compute,0,12912.254333577226,16270.633113856344,280.6331138563437
