victim_remote_event_id,victim_trace_step,op_name,qubits,source_module,target_modules,arrival_time_ns,service_start_time_ns,completion_time_ns,waiting_time_ns,turnaround_time_ns,service_time_ns
32,71,ccx,"16,5,17",module_0,module_2,355,3550,3660,3195,3305,110
33,73,ccx,"16,5,17",module_0,module_2,365,3660,3770,3295,3405,110
34,74,ccx,"15,4,16",module_0,module_2,370,3770,3880,3400,3510,110
35,75,ccx,"14,3,15",module_0,module_2,375,3880,3990,3505,3615,110
36,76,ccx,"13,2,14",module_0,module_2,380,3990,4100,3610,3720,110
37,77,ccx,"1,0,13",module_0,module_2,385,4100,4210,3715,3825,110
38,90,cx,"0,6",module_0,module_1,450,4210,4320,3760,3870,110
39,91,cx,"1,8",module_0,module_1,455,4320,4430,3865,3975,110
40,92,cx,"2,10",module_0,module_1,460,4430,4540,3970,4080,110
41,93,cx,"3,6",module_0,module_1,465,4540,4650,4075,4185,110
42,94,cx,"3,7",module_0,module_1,470,4650,4760,4180,4290,110
43,95,cx,"4,8",module_0,module_1,475,4760,4870,4285,4395,110
44,96,cx,"4,9",module_0,module_1,480,4870,4980,4390,4500,110
45,97,cx,"5,10",module_0,module_1,485,4980,5090,4495,4605,110
46,98,cx,"5,11",module_0,module_1,490,5090,5200,4600,4710,110
47,109,ccx,"7,6,13",module_1,module_2,545,5200,5310,4655,4765,110
48,110,ccx,"13,8,14",module_1,module_2,550,5310,5420,4760,4870,110
49,111,ccx,"14,9,15",module_1,module_2,555,5420,5530,4865,4975,110
50,112,ccx,"15,10,16",module_1,module_2,560,5530,5640,4970,5080,110
51,113,ccx,"16,11,17",module_1,module_2,565,5640,5750,5075,5185,110
52,115,ccx,"16,11,17",module_1,module_2,575,5750,5860,5175,5285,110
53,116,ccx,"15,10,16",module_1,module_2,580,5860,5970,5280,5390,110
54,117,ccx,"14,9,15",module_1,module_2,585,5970,6080,5385,5495,110
55,118,ccx,"13,8,14",module_1,module_2,590,6080,6190,5490,5600,110
56,119,ccx,"7,6,13",module_1,module_2,595,6190,6300,5595,5705,110
57,125,cx,"0,6",module_0,module_1,625,6300,6410,5675,5785,110
58,126,cx,"1,8",module_0,module_1,630,6410,6520,5780,5890,110
59,127,cx,"2,10",module_0,module_1,635,6520,6630,5885,5995,110
60,128,cx,"3,6",module_0,module_1,640,6630,6740,5990,6100,110
61,129,cx,"3,7",module_0,module_1,645,6740,6850,6095,6205,110
62,130,cx,"4,8",module_0,module_1,650,6850,6960,6200,6310,110
63,131,cx,"4,9",module_0,module_1,655,6960,7070,6305,6415,110
64,132,cx,"5,10",module_0,module_1,660,7070,7180,6410,6520,110
65,133,cx,"5,11",module_0,module_1,665,7180,7290,6515,6625,110
66,151,ccx,"1,0,13",module_0,module_2,755,7290,7400,6535,6645,110
67,152,ccx,"13,2,14",module_0,module_2,760,7400,7510,6640,6750,110
68,153,ccx,"14,3,15",module_0,module_2,765,7510,7620,6745,6855,110
69,154,ccx,"15,4,16",module_0,module_2,770,7620,7730,6850,6960,110
70,155,ccx,"16,5,17",module_0,module_2,775,7730,7840,6955,7065,110
71,157,ccx,"16,5,17",module_0,module_2,785,7840,7950,7055,7165,110
72,158,ccx,"15,4,16",module_0,module_2,790,7950,8060,7160,7270,110
73,159,ccx,"14,3,15",module_0,module_2,795,8060,8170,7265,7375,110
74,160,ccx,"13,2,14",module_0,module_2,800,8170,8280,7370,7480,110
75,161,ccx,"1,0,13",module_0,module_2,805,8280,8390,7475,7585,110
76,174,cx,"0,6",module_0,module_1,870,8390,8500,7520,7630,110
77,175,cx,"1,8",module_0,module_1,875,8500,8610,7625,7735,110
78,176,cx,"2,10",module_0,module_1,880,8610,8720,7730,7840,110
79,177,cx,"3,6",module_0,module_1,885,8720,8830,7835,7945,110
80,178,cx,"3,7",module_0,module_1,890,8830,8940,7940,8050,110
81,179,cx,"4,8",module_0,module_1,895,8940,9050,8045,8155,110
82,180,cx,"4,9",module_0,module_1,900,9050,9160,8150,8260,110
83,181,cx,"5,10",module_0,module_1,905,9160,9270,8255,8365,110
84,182,cx,"5,11",module_0,module_1,910,9270,9380,8360,8470,110
85,193,ccx,"7,6,13",module_1,module_2,965,9380,9490,8415,8525,110
86,194,ccx,"13,8,14",module_1,module_2,970,9490,9600,8520,8630,110
87,195,ccx,"14,9,15",module_1,module_2,975,9600,9710,8625,8735,110
88,196,ccx,"15,10,16",module_1,module_2,980,9710,9820,8730,8840,110
89,197,ccx,"16,11,17",module_1,module_2,985,9820,9930,8835,8945,110
90,199,ccx,"16,11,17",module_1,module_2,995,9930,10040,8935,9045,110
91,200,ccx,"15,10,16",module_1,module_2,1000,10040,10150,9040,9150,110
92,201,ccx,"14,9,15",module_1,module_2,1005,10150,10260,9145,9255,110
93,202,ccx,"13,8,14",module_1,module_2,1010,10260,10370,9250,9360,110
94,203,ccx,"7,6,13",module_1,module_2,1015,10370,10480,9355,9465,110
95,209,cx,"0,6",module_0,module_1,1045,10480,10590,9435,9545,110
96,210,cx,"1,8",module_0,module_1,1050,10590,10700,9540,9650,110
97,211,cx,"2,10",module_0,module_1,1055,10700,10810,9645,9755,110
98,212,cx,"3,6",module_0,module_1,1060,10810,10920,9750,9860,110
99,213,cx,"3,7",module_0,module_1,1065,10920,11030,9855,9965,110
100,214,cx,"4,8",module_0,module_1,1070,11030,11140,9960,10070,110
101,215,cx,"4,9",module_0,module_1,1075,11140,11250,10065,10175,110
102,216,cx,"5,10",module_0,module_1,1080,11250,11360,10170,10280,110
103,217,cx,"5,11",module_0,module_1,1085,11360,11470,10275,10385,110
104,235,ccx,"1,0,13",module_0,module_2,1175,11470,11580,10295,10405,110
105,236,ccx,"13,2,14",module_0,module_2,1180,11580,11690,10400,10510,110
106,237,ccx,"14,3,15",module_0,module_2,1185,11690,11800,10505,10615,110
107,238,ccx,"15,4,16",module_0,module_2,1190,11800,11910,10610,10720,110
108,239,ccx,"16,5,17",module_0,module_2,1195,11910,12020,10715,10825,110
109,241,ccx,"16,5,17",module_0,module_2,1205,12020,12130,10815,10925,110
110,242,ccx,"15,4,16",module_0,module_2,1210,12130,12240,10920,11030,110
111,243,ccx,"14,3,15",module_0,module_2,1215,12240,12350,11025,11135,110
112,244,ccx,"13,2,14",module_0,module_2,1220,12350,12460,11130,11240,110
113,245,ccx,"1,0,13",module_0,module_2,1225,12460,12570,11235,11345,110
114,258,cx,"0,6",module_0,module_1,1290,12570,12680,11280,11390,110
115,259,cx,"1,8",module_0,module_1,1295,12680,12790,11385,11495,110
116,260,cx,"2,10",module_0,module_1,1300,12790,12900,11490,11600,110
117,261,cx,"3,6",module_0,module_1,1305,12900,13010,11595,11705,110
118,262,cx,"3,7",module_0,module_1,1310,13010,13120,11700,11810,110
119,263,cx,"4,8",module_0,module_1,1315,13120,13230,11805,11915,110
120,264,cx,"4,9",module_0,module_1,1320,13230,13340,11910,12020,110
121,265,cx,"5,10",module_0,module_1,1325,13340,13450,12015,12125,110
122,266,cx,"5,11",module_0,module_1,1330,13450,13560,12120,12230,110
123,277,ccx,"7,6,13",module_1,module_2,1385,13560,13670,12175,12285,110
124,278,ccx,"13,8,14",module_1,module_2,1390,13670,13780,12280,12390,110
125,279,ccx,"14,9,15",module_1,module_2,1395,13780,13890,12385,12495,110
126,280,ccx,"15,10,16",module_1,module_2,1400,13890,14000,12490,12600,110
127,281,ccx,"16,11,17",module_1,module_2,1405,14000,14110,12595,12705,110
128,283,ccx,"16,11,17",module_1,module_2,1415,14110,14220,12695,12805,110
129,284,ccx,"15,10,16",module_1,module_2,1420,14220,14330,12800,12910,110
130,285,ccx,"14,9,15",module_1,module_2,1425,14330,14440,12905,13015,110
131,286,ccx,"13,8,14",module_1,module_2,1430,14440,14550,13010,13120,110
132,287,ccx,"7,6,13",module_1,module_2,1435,14550,14660,13115,13225,110
133,293,cx,"0,6",module_0,module_1,1465,14660,14770,13195,13305,110
134,294,cx,"1,8",module_0,module_1,1470,14770,14880,13300,13410,110
135,295,cx,"2,10",module_0,module_1,1475,14880,14990,13405,13515,110
136,296,cx,"3,6",module_0,module_1,1480,14990,15100,13510,13620,110
137,297,cx,"3,7",module_0,module_1,1485,15100,15210,13615,13725,110
138,298,cx,"4,8",module_0,module_1,1490,15210,15320,13720,13830,110
139,299,cx,"4,9",module_0,module_1,1495,15320,15430,13825,13935,110
140,300,cx,"5,10",module_0,module_1,1500,15430,15540,13930,14040,110
141,301,cx,"5,11",module_0,module_1,1505,15540,15650,14035,14145,110
142,319,ccx,"1,0,13",module_0,module_2,1595,15650,15760,14055,14165,110
143,320,ccx,"13,2,14",module_0,module_2,1600,15760,15870,14160,14270,110
144,321,ccx,"14,3,15",module_0,module_2,1605,15870,15980,14265,14375,110
145,322,ccx,"15,4,16",module_0,module_2,1610,15980,16090,14370,14480,110
146,323,ccx,"16,5,17",module_0,module_2,1615,16090,16200,14475,14585,110
147,325,ccx,"16,5,17",module_0,module_2,1625,16200,16310,14575,14685,110
148,326,ccx,"15,4,16",module_0,module_2,1630,16310,16420,14680,14790,110
149,327,ccx,"14,3,15",module_0,module_2,1635,16420,16530,14785,14895,110
150,328,ccx,"13,2,14",module_0,module_2,1640,16530,16640,14890,15000,110
151,329,ccx,"1,0,13",module_0,module_2,1645,16640,16750,14995,15105,110
152,342,cx,"0,6",module_0,module_1,1710,16750,16860,15040,15150,110
153,343,cx,"1,8",module_0,module_1,1715,16860,16970,15145,15255,110
154,344,cx,"2,10",module_0,module_1,1720,16970,17080,15250,15360,110
155,345,cx,"3,6",module_0,module_1,1725,17080,17190,15355,15465,110
156,346,cx,"3,7",module_0,module_1,1730,17190,17300,15460,15570,110
157,347,cx,"4,8",module_0,module_1,1735,17300,17410,15565,15675,110
158,348,cx,"4,9",module_0,module_1,1740,17410,17520,15670,15780,110
159,349,cx,"5,10",module_0,module_1,1745,17520,17630,15775,15885,110
160,350,cx,"5,11",module_0,module_1,1750,17630,17740,15880,15990,110
161,361,ccx,"7,6,13",module_1,module_2,1805,17740,17850,15935,16045,110
162,362,ccx,"13,8,14",module_1,module_2,1810,17850,17960,16040,16150,110
163,363,ccx,"14,9,15",module_1,module_2,1815,17960,18070,16145,16255,110
164,364,ccx,"15,10,16",module_1,module_2,1820,18070,18180,16250,16360,110
165,365,ccx,"16,11,17",module_1,module_2,1825,18180,18290,16355,16465,110
166,367,ccx,"16,11,17",module_1,module_2,1835,18290,18400,16455,16565,110
167,368,ccx,"15,10,16",module_1,module_2,1840,18400,18510,16560,16670,110
168,369,ccx,"14,9,15",module_1,module_2,1845,18510,18620,16665,16775,110
169,370,ccx,"13,8,14",module_1,module_2,1850,18620,18730,16770,16880,110
170,371,ccx,"7,6,13",module_1,module_2,1855,18730,18840,16875,16985,110
171,377,cx,"0,6",module_0,module_1,1885,18840,18950,16955,17065,110
172,378,cx,"1,8",module_0,module_1,1890,18950,19060,17060,17170,110
173,379,cx,"2,10",module_0,module_1,1895,19060,19170,17165,17275,110
174,380,cx,"3,6",module_0,module_1,1900,19170,19280,17270,17380,110
175,381,cx,"3,7",module_0,module_1,1905,19280,19390,17375,17485,110
176,382,cx,"4,8",module_0,module_1,1910,19390,19500,17480,17590,110
177,383,cx,"4,9",module_0,module_1,1915,19500,19610,17585,17695,110
178,384,cx,"5,10",module_0,module_1,1920,19610,19720,17690,17800,110
179,385,cx,"5,11",module_0,module_1,1925,19720,19830,17795,17905,110
180,403,ccx,"1,0,13",module_0,module_2,2015,19830,19940,17815,17925,110
181,404,ccx,"13,2,14",module_0,module_2,2020,19940,20050,17920,18030,110
182,405,ccx,"14,3,15",module_0,module_2,2025,20050,20160,18025,18135,110
183,406,ccx,"15,4,16",module_0,module_2,2030,20160,20270,18130,18240,110
184,407,ccx,"16,5,17",module_0,module_2,2035,20270,20380,18235,18345,110
185,409,ccx,"16,5,17",module_0,module_2,2045,20380,20490,18335,18445,110
186,410,ccx,"15,4,16",module_0,module_2,2050,20490,20600,18440,18550,110
187,411,ccx,"14,3,15",module_0,module_2,2055,20600,20710,18545,18655,110
188,412,ccx,"13,2,14",module_0,module_2,2060,20710,20820,18650,18760,110
189,413,ccx,"1,0,13",module_0,module_2,2065,20820,20930,18755,18865,110
190,426,cx,"0,6",module_0,module_1,2130,20930,21040,18800,18910,110
191,427,cx,"1,8",module_0,module_1,2135,21040,21150,18905,19015,110
192,428,cx,"2,10",module_0,module_1,2140,21150,21260,19010,19120,110
193,429,cx,"3,6",module_0,module_1,2145,21260,21370,19115,19225,110
194,430,cx,"3,7",module_0,module_1,2150,21370,21480,19220,19330,110
195,431,cx,"4,8",module_0,module_1,2155,21480,21590,19325,19435,110
196,432,cx,"4,9",module_0,module_1,2160,21590,21700,19430,19540,110
197,433,cx,"5,10",module_0,module_1,2165,21700,21810,19535,19645,110
198,434,cx,"5,11",module_0,module_1,2170,21810,21920,19640,19750,110
199,445,ccx,"7,6,13",module_1,module_2,2225,21920,22030,19695,19805,110
200,446,ccx,"13,8,14",module_1,module_2,2230,22030,22140,19800,19910,110
201,447,ccx,"14,9,15",module_1,module_2,2235,22140,22250,19905,20015,110
202,448,ccx,"15,10,16",module_1,module_2,2240,22250,22360,20010,20120,110
203,449,ccx,"16,11,17",module_1,module_2,2245,22360,22470,20115,20225,110
204,451,ccx,"16,11,17",module_1,module_2,2255,22470,22580,20215,20325,110
205,452,ccx,"15,10,16",module_1,module_2,2260,22580,22690,20320,20430,110
206,453,ccx,"14,9,15",module_1,module_2,2265,22690,22800,20425,20535,110
207,454,ccx,"13,8,14",module_1,module_2,2270,22800,22910,20530,20640,110
208,455,ccx,"7,6,13",module_1,module_2,2275,22910,23020,20635,20745,110
209,461,cx,"0,6",module_0,module_1,2305,23020,23130,20715,20825,110
210,462,cx,"1,8",module_0,module_1,2310,23130,23240,20820,20930,110
211,463,cx,"2,10",module_0,module_1,2315,23240,23350,20925,21035,110
212,464,cx,"3,6",module_0,module_1,2320,23350,23460,21030,21140,110
213,465,cx,"3,7",module_0,module_1,2325,23460,23570,21135,21245,110
214,466,cx,"4,8",module_0,module_1,2330,23570,23680,21240,21350,110
215,467,cx,"4,9",module_0,module_1,2335,23680,23790,21345,21455,110
216,468,cx,"5,10",module_0,module_1,2340,23790,23900,21450,21560,110
217,469,cx,"5,11",module_0,module_1,2345,23900,24010,21555,21665,110
218,487,ccx,"1,0,13",module_0,module_2,2435,24010,24120,21575,21685,110
219,488,ccx,"13,2,14",module_0,module_2,2440,24120,24230,21680,21790,110
220,489,ccx,"14,3,15",module_0,module_2,2445,24230,24340,21785,21895,110
221,490,ccx,"15,4,16",module_0,module_2,2450,24340,24450,21890,22000,110
222,491,ccx,"16,5,17",module_0,module_2,2455,24450,24560,21995,22105,110
223,493,ccx,"16,5,17",module_0,module_2,2465,24560,24670,22095,22205,110
224,494,ccx,"15,4,16",module_0,module_2,2470,24670,24780,22200,22310,110
225,495,ccx,"14,3,15",module_0,module_2,2475,24780,24890,22305,22415,110
226,496,ccx,"13,2,14",module_0,module_2,2480,24890,25000,22410,22520,110
227,497,ccx,"1,0,13",module_0,module_2,2485,25000,25110,22515,22625,110
228,510,cx,"0,6",module_0,module_1,2550,25110,25220,22560,22670,110
229,511,cx,"1,8",module_0,module_1,2555,25220,25330,22665,22775,110
230,512,cx,"2,10",module_0,module_1,2560,25330,25440,22770,22880,110
231,513,cx,"3,6",module_0,module_1,2565,25440,25550,22875,22985,110
232,514,cx,"3,7",module_0,module_1,2570,25550,25660,22980,23090,110
233,515,cx,"4,8",module_0,module_1,2575,25660,25770,23085,23195,110
234,516,cx,"4,9",module_0,module_1,2580,25770,25880,23190,23300,110
235,517,cx,"5,10",module_0,module_1,2585,25880,25990,23295,23405,110
236,518,cx,"5,11",module_0,module_1,2590,25990,26100,23400,23510,110
237,529,ccx,"7,6,13",module_1,module_2,2645,26100,26210,23455,23565,110
238,530,ccx,"13,8,14",module_1,module_2,2650,26210,26320,23560,23670,110
239,531,ccx,"14,9,15",module_1,module_2,2655,26320,26430,23665,23775,110
240,532,ccx,"15,10,16",module_1,module_2,2660,26430,26540,23770,23880,110
241,533,ccx,"16,11,17",module_1,module_2,2665,26540,26650,23875,23985,110
242,535,ccx,"16,11,17",module_1,module_2,2675,26650,26760,23975,24085,110
243,536,ccx,"15,10,16",module_1,module_2,2680,26760,26870,24080,24190,110
244,537,ccx,"14,9,15",module_1,module_2,2685,26870,26980,24185,24295,110
245,538,ccx,"13,8,14",module_1,module_2,2690,26980,27090,24290,24400,110
246,539,ccx,"7,6,13",module_1,module_2,2695,27090,27200,24395,24505,110
