step,op_name,qubits,modules_touched,is_cross_module,params
47,cx,"0,1",module_0,False,[]
48,rz,1,module_0,False,[-0.6447220641786215]
49,cx,"0,1",module_0,False,[]
50,cx,"1,3",module_0,False,[]
51,cx,"2,6","module_0,module_1",True,[]
52,rz,3,module_0,False,[-0.6447220641786215]
53,cx,"1,3",module_0,False,[]
54,rz,1,module_0,False,[1.5707963267948966]
55,sx,1,module_0,False,[]
56,rz,1,module_0,False,[17.56010762207137]
57,sx,1,module_0,False,[]
58,rz,1,module_0,False,[7.853981633974483]
59,rz,6,module_1,False,[1.289442989282985]
60,cx,"2,6","module_0,module_1",True,[]
61,rz,6,module_1,False,[1.5707963267948966]
62,sx,6,module_1,False,[]
63,rz,6,module_1,False,[13.2110965090601]
64,sx,6,module_1,False,[]
65,rz,6,module_1,False,[7.853981633974483]
66,cx,"0,6","module_0,module_1",True,[]
67,rz,6,module_1,False,[-0.6447220641786215]
68,cx,"0,6","module_0,module_1",True,[]
69,sx,0,module_0,False,[]
70,rz,0,module_0,False,[17.56010762207137]
71,sx,0,module_0,False,[]
72,rz,0,module_0,False,[7.853981633974483]
73,rz,7,module_1,False,[1.5707963267948966]
74,sx,7,module_1,False,[]
75,rz,7,module_1,False,[1.5707963267948966]
76,cx,"5,7",module_1,False,[]
77,rz,7,module_1,False,[1.289442989282985]
78,cx,"5,7",module_1,False,[]
79,rz,8,module_2,False,[1.5707963267948966]
80,sx,8,module_2,False,[]
81,rz,8,module_2,False,[1.5707963267948966]
82,cx,"2,8","module_0,module_2",True,[]
83,rz,8,module_2,False,[1.289442989282985]
84,cx,"2,8","module_0,module_2",True,[]
85,sx,2,module_0,False,[]
86,rz,2,module_0,False,[13.2110965090601]
87,sx,2,module_0,False,[]
88,rz,2,module_0,False,[9.42477796076938]
89,cx,"2,6","module_0,module_1",True,[]
90,cx,"4,8","module_1,module_2",True,[]
91,rz,6,module_1,False,[-0.6447220641786215]
92,cx,"2,6","module_0,module_1",True,[]
93,rz,6,module_1,False,[1.5707963267948966]
94,sx,6,module_1,False,[]
95,rz,6,module_1,False,[17.56010762207137]
96,sx,6,module_1,False,[]
97,rz,6,module_1,False,[7.853981633974483]
98,rz,8,module_2,False,[1.289442989282985]
99,cx,"4,8","module_1,module_2",True,[]
100,rz,4,module_1,False,[1.5707963267948966]
101,sx,4,module_1,False,[]
102,rz,4,module_1,False,[13.2110965090601]
103,sx,4,module_1,False,[]
104,rz,4,module_1,False,[7.853981633974483]
105,cx,"3,4","module_0,module_1",True,[]
106,rz,4,module_1,False,[-0.6447220641786215]
107,cx,"3,4","module_0,module_1",True,[]
108,rz,3,module_0,False,[1.5707963267948966]
109,sx,3,module_0,False,[]
110,rz,3,module_0,False,[17.56010762207137]
111,sx,3,module_0,False,[]
112,rz,3,module_0,False,[7.853981633974483]
113,rz,8,module_2,False,[1.5707963267948966]
114,sx,8,module_2,False,[]
115,rz,8,module_2,False,[13.2110965090601]
116,sx,8,module_2,False,[]
117,rz,8,module_2,False,[7.853981633974483]
118,cx,"2,8","module_0,module_2",True,[]
119,rz,8,module_2,False,[-0.6447220641786215]
120,cx,"2,8","module_0,module_2",True,[]
121,sx,2,module_0,False,[]
122,rz,2,module_0,False,[17.56010762207137]
123,sx,2,module_0,False,[]
124,rz,2,module_0,False,[7.853981633974483]
125,cx,"4,8","module_1,module_2",True,[]
126,rz,8,module_2,False,[-0.6447220641786215]
127,cx,"4,8","module_1,module_2",True,[]
128,rz,4,module_1,False,[1.5707963267948966]
129,sx,4,module_1,False,[]
130,rz,4,module_1,False,[17.56010762207137]
131,sx,4,module_1,False,[]
132,rz,4,module_1,False,[7.853981633974483]
133,rz,8,module_2,False,[1.5707963267948966]
134,sx,8,module_2,False,[]
135,rz,8,module_2,False,[17.56010762207137]
136,sx,8,module_2,False,[]
137,rz,8,module_2,False,[7.853981633974483]
138,rz,9,module_2,False,[1.5707963267948966]
139,sx,9,module_2,False,[]
140,rz,9,module_2,False,[1.5707963267948966]
141,cx,"5,9","module_1,module_2",True,[]
142,rz,9,module_2,False,[1.289442989282985]
143,cx,"5,9","module_1,module_2",True,[]
144,sx,5,module_1,False,[]
145,rz,5,module_1,False,[13.2110965090601]
146,sx,5,module_1,False,[]
147,rz,5,module_1,False,[9.42477796076938]
148,cx,"7,9","module_1,module_2",True,[]
149,rz,9,module_2,False,[1.289442989282985]
150,cx,"7,9","module_1,module_2",True,[]
151,rz,7,module_1,False,[1.5707963267948966]
152,sx,7,module_1,False,[]
153,rz,7,module_1,False,[13.2110965090601]
154,sx,7,module_1,False,[]
155,rz,7,module_1,False,[7.853981633974483]
156,cx,"5,7",module_1,False,[]
157,rz,7,module_1,False,[-0.6447220641786215]
158,cx,"5,7",module_1,False,[]
159,rz,9,module_2,False,[1.5707963267948966]
160,sx,9,module_2,False,[]
161,rz,9,module_2,False,[13.2110965090601]
162,sx,9,module_2,False,[]
163,rz,9,module_2,False,[7.853981633974483]
164,cx,"5,9","module_1,module_2",True,[]
165,rz,9,module_2,False,[-0.6447220641786215]
166,cx,"5,9","module_1,module_2",True,[]
167,sx,5,module_1,False,[]
168,rz,5,module_1,False,[17.56010762207137]
169,sx,5,module_1,False,[]
170,rz,5,module_1,False,[7.853981633974483]
171,cx,"7,9","module_1,module_2",True,[]
172,rz,9,module_2,False,[-0.6447220641786215]
173,cx,"7,9","module_1,module_2",True,[]
174,rz,7,module_1,False,[1.5707963267948966]
175,sx,7,module_1,False,[]
176,rz,7,module_1,False,[17.56010762207137]
177,sx,7,module_1,False,[]
178,rz,7,module_1,False,[7.853981633974483]
179,rz,9,module_2,False,[1.5707963267948966]
180,sx,9,module_2,False,[]
181,rz,9,module_2,False,[17.56010762207137]
182,sx,9,module_2,False,[]
183,rz,9,module_2,False,[7.853981633974483]
184,barrier,"0,1,2,3,4,5,6,7,8,9","module_0,module_1,module_2",True,[]
185,measure,0,module_0,False,[]
186,measure,1,module_0,False,[]
187,measure,2,module_0,False,[]
188,measure,3,module_0,False,[]
189,measure,4,module_1,False,[]
190,measure,5,module_1,False,[]
191,measure,6,module_1,False,[]
192,measure,7,module_1,False,[]
193,measure,8,module_2,False,[]
194,measure,9,module_2,False,[]
