attacker_request_id,probe_name,probe_round_id,cross_index_in_round,round_start_time_ns,request_release_time_ns,actual_arrival_time_ns,service_start_time_ns,victim_on_completion_time_ns,service_time_ns,victim_on_waiting_time_ns,victim_on_turnaround_time_ns,source_module,target_modules,architecture_request_id,baseline_waiting_time_ns,baseline_turnaround_time_ns,baseline_completion_time_ns,excess_waiting_time_ns,excess_turnaround_time_ns,victim_contention_observed
40,probe_2_bursty_entangling,6,4,3520,3540,3540,30480,30590,110,26940,27050,module_3,module_4,268,1860,1970,5510,25080,25080,True
41,probe_2_bursty_entangling,6,5,3520,3545,3545,30590,30700,110,27045,27155,module_3,module_4,269,1965,2075,5620,25080,25080,True
42,probe_2_bursty_entangling,7,0,3940,3940,3940,32790,32900,110,28850,28960,module_3,module_4,289,1680,1790,5730,27170,27170,True
43,probe_2_bursty_entangling,7,1,3940,3945,3945,32900,33010,110,28955,29065,module_3,module_4,290,1785,1895,5840,27170,27170,True
44,probe_2_bursty_entangling,7,2,3940,3950,3950,33010,33120,110,29060,29170,module_3,module_4,291,1890,2000,5950,27170,27170,True
45,probe_2_bursty_entangling,7,3,3940,3955,3955,33120,33230,110,29165,29275,module_3,module_4,292,1995,2105,6060,27170,27170,True
46,probe_2_bursty_entangling,7,4,3940,3960,3960,33230,33340,110,29270,29380,module_3,module_4,293,2100,2210,6170,27170,27170,True
47,probe_2_bursty_entangling,7,5,3940,3965,3965,33340,33450,110,29375,29485,module_3,module_4,294,2205,2315,6280,27170,27170,True
48,probe_2_bursty_entangling,8,0,4360,4360,4360,33450,33560,110,29090,29200,module_3,module_4,295,1920,2030,6390,27170,27170,True
49,probe_2_bursty_entangling,8,1,4360,4365,4365,33560,33670,110,29195,29305,module_3,module_4,296,2025,2135,6500,27170,27170,True
50,probe_2_bursty_entangling,8,2,4360,4370,4370,33670,33780,110,29300,29410,module_3,module_4,297,2130,2240,6610,27170,27170,True
51,probe_2_bursty_entangling,8,3,4360,4375,4375,33780,33890,110,29405,29515,module_3,module_4,298,2235,2345,6720,27170,27170,True
52,probe_2_bursty_entangling,8,4,4360,4380,4380,33890,34000,110,29510,29620,module_3,module_4,299,2340,2450,6830,27170,27170,True
53,probe_2_bursty_entangling,8,5,4360,4385,4385,34000,34110,110,29615,29725,module_3,module_4,300,2445,2555,6940,27170,27170,True
54,probe_2_bursty_entangling,9,0,4780,4780,4780,34110,34220,110,29330,29440,module_3,module_4,301,2160,2270,7050,27170,27170,True
55,probe_2_bursty_entangling,9,1,4780,4785,4785,34220,34330,110,29435,29545,module_3,module_4,302,2265,2375,7160,27170,27170,True
56,probe_2_bursty_entangling,9,2,4780,4790,4790,34330,34440,110,29540,29650,module_3,module_4,303,2370,2480,7270,27170,27170,True
57,probe_2_bursty_entangling,9,3,4780,4795,4795,34440,34550,110,29645,29755,module_3,module_4,304,2475,2585,7380,27170,27170,True
58,probe_2_bursty_entangling,9,4,4780,4800,4800,34550,34660,110,29750,29860,module_3,module_4,305,2580,2690,7490,27170,27170,True
59,probe_2_bursty_entangling,9,5,4780,4805,4805,34660,34770,110,29855,29965,module_3,module_4,306,2685,2795,7600,27170,27170,True
60,probe_2_bursty_entangling,10,0,5200,5200,5200,34770,34880,110,29570,29680,module_3,module_4,307,2400,2510,7710,27170,27170,True
61,probe_2_bursty_entangling,10,1,5200,5205,5205,34880,34990,110,29675,29785,module_3,module_4,308,2505,2615,7820,27170,27170,True
62,probe_2_bursty_entangling,10,2,5200,5210,5210,34990,35100,110,29780,29890,module_3,module_4,309,2610,2720,7930,27170,27170,True
63,probe_2_bursty_entangling,10,3,5200,5215,5215,35100,35210,110,29885,29995,module_3,module_4,310,2715,2825,8040,27170,27170,True
64,probe_2_bursty_entangling,10,4,5200,5220,5220,35210,35320,110,29990,30100,module_3,module_4,311,2820,2930,8150,27170,27170,True
65,probe_2_bursty_entangling,10,5,5200,5225,5225,35320,35430,110,30095,30205,module_3,module_4,312,2925,3035,8260,27170,27170,True
66,probe_2_bursty_entangling,11,0,5620,5620,5620,35430,35540,110,29810,29920,module_3,module_4,313,2640,2750,8370,27170,27170,True
67,probe_2_bursty_entangling,11,1,5620,5625,5625,35540,35650,110,29915,30025,module_3,module_4,314,2745,2855,8480,27170,27170,True
68,probe_2_bursty_entangling,11,2,5620,5630,5630,35650,35760,110,30020,30130,module_3,module_4,315,2850,2960,8590,27170,27170,True
69,probe_2_bursty_entangling,11,3,5620,5635,5635,35760,35870,110,30125,30235,module_3,module_4,316,2955,3065,8700,27170,27170,True
70,probe_2_bursty_entangling,11,4,5620,5640,5640,35870,35980,110,30230,30340,module_3,module_4,317,3060,3170,8810,27170,27170,True
71,probe_2_bursty_entangling,11,5,5620,5645,5645,35980,36090,110,30335,30445,module_3,module_4,318,3165,3275,8920,27170,27170,True
72,probe_2_bursty_entangling,12,0,6040,6040,6040,36090,36200,110,30050,30160,module_3,module_4,319,2880,2990,9030,27170,27170,True
73,probe_2_bursty_entangling,12,1,6040,6045,6045,36200,36310,110,30155,30265,module_3,module_4,320,2985,3095,9140,27170,27170,True
74,probe_2_bursty_entangling,12,2,6040,6050,6050,36310,36420,110,30260,30370,module_3,module_4,321,3090,3200,9250,27170,27170,True
75,probe_2_bursty_entangling,12,3,6040,6055,6055,36420,36530,110,30365,30475,module_3,module_4,322,3195,3305,9360,27170,27170,True
76,probe_2_bursty_entangling,12,4,6040,6060,6060,36530,36640,110,30470,30580,module_3,module_4,323,3300,3410,9470,27170,27170,True
77,probe_2_bursty_entangling,12,5,6040,6065,6065,36640,36750,110,30575,30685,module_3,module_4,324,3405,3515,9580,27170,27170,True
78,probe_2_bursty_entangling,13,0,6460,6460,6460,36750,36860,110,30290,30400,module_3,module_4,325,3120,3230,9690,27170,27170,True
79,probe_2_bursty_entangling,13,1,6460,6465,6465,36860,36970,110,30395,30505,module_3,module_4,326,3225,3335,9800,27170,27170,True
80,probe_2_bursty_entangling,13,2,6460,6470,6470,36970,37080,110,30500,30610,module_3,module_4,327,3330,3440,9910,27170,27170,True
81,probe_2_bursty_entangling,13,3,6460,6475,6475,37080,37190,110,30605,30715,module_3,module_4,328,3435,3545,10020,27170,27170,True
82,probe_2_bursty_entangling,13,4,6460,6480,6480,37190,37300,110,30710,30820,module_3,module_4,329,3540,3650,10130,27170,27170,True
83,probe_2_bursty_entangling,13,5,6460,6485,6485,37300,37410,110,30815,30925,module_3,module_4,330,3645,3755,10240,27170,27170,True
84,probe_2_bursty_entangling,14,0,6880,6880,6880,37410,37520,110,30530,30640,module_3,module_4,331,3360,3470,10350,27170,27170,True
85,probe_2_bursty_entangling,14,1,6880,6885,6885,37520,37630,110,30635,30745,module_3,module_4,332,3465,3575,10460,27170,27170,True
86,probe_2_bursty_entangling,14,2,6880,6890,6890,37630,37740,110,30740,30850,module_3,module_4,333,3570,3680,10570,27170,27170,True
87,probe_2_bursty_entangling,14,3,6880,6895,6895,37740,37850,110,30845,30955,module_3,module_4,334,3675,3785,10680,27170,27170,True
88,probe_2_bursty_entangling,14,4,6880,6900,6900,37850,37960,110,30950,31060,module_3,module_4,335,3780,3890,10790,27170,27170,True
89,probe_2_bursty_entangling,14,5,6880,6905,6905,37960,38070,110,31055,31165,module_3,module_4,336,3885,3995,10900,27170,27170,True
90,probe_2_bursty_entangling,15,0,7300,7300,7300,38070,38180,110,30770,30880,module_3,module_4,337,3600,3710,11010,27170,27170,True
91,probe_2_bursty_entangling,15,1,7300,7305,7305,38180,38290,110,30875,30985,module_3,module_4,338,3705,3815,11120,27170,27170,True
92,probe_2_bursty_entangling,15,2,7300,7310,7310,38290,38400,110,30980,31090,module_3,module_4,339,3810,3920,11230,27170,27170,True
93,probe_2_bursty_entangling,15,3,7300,7315,7315,38400,38510,110,31085,31195,module_3,module_4,340,3915,4025,11340,27170,27170,True
94,probe_2_bursty_entangling,15,4,7300,7320,7320,38510,38620,110,31190,31300,module_3,module_4,341,4020,4130,11450,27170,27170,True
95,probe_2_bursty_entangling,15,5,7300,7325,7325,38620,38730,110,31295,31405,module_3,module_4,342,4125,4235,11560,27170,27170,True
96,probe_2_bursty_entangling,16,0,7720,7720,7720,38730,38840,110,31010,31120,module_3,module_4,343,3840,3950,11670,27170,27170,True
97,probe_2_bursty_entangling,16,1,7720,7725,7725,38840,38950,110,31115,31225,module_3,module_4,344,3945,4055,11780,27170,27170,True
98,probe_2_bursty_entangling,16,2,7720,7730,7730,38950,39060,110,31220,31330,module_3,module_4,345,4050,4160,11890,27170,27170,True
99,probe_2_bursty_entangling,16,3,7720,7735,7735,39060,39170,110,31325,31435,module_3,module_4,346,4155,4265,12000,27170,27170,True
100,probe_2_bursty_entangling,16,4,7720,7740,7740,39170,39280,110,31430,31540,module_3,module_4,347,4260,4370,12110,27170,27170,True
101,probe_2_bursty_entangling,16,5,7720,7745,7745,39280,39390,110,31535,31645,module_3,module_4,348,4365,4475,12220,27170,27170,True
102,probe_2_bursty_entangling,17,0,8140,8140,8140,39390,39500,110,31250,31360,module_3,module_4,349,4080,4190,12330,27170,27170,True
103,probe_2_bursty_entangling,17,1,8140,8145,8145,39500,39610,110,31355,31465,module_3,module_4,350,4185,4295,12440,27170,27170,True
104,probe_2_bursty_entangling,17,2,8140,8150,8150,39610,39720,110,31460,31570,module_3,module_4,351,4290,4400,12550,27170,27170,True
105,probe_2_bursty_entangling,17,3,8140,8155,8155,39720,39830,110,31565,31675,module_3,module_4,352,4395,4505,12660,27170,27170,True
106,probe_2_bursty_entangling,17,4,8140,8160,8160,39830,39940,110,31670,31780,module_3,module_4,353,4500,4610,12770,27170,27170,True
107,probe_2_bursty_entangling,17,5,8140,8165,8165,39940,40050,110,31775,31885,module_3,module_4,354,4605,4715,12880,27170,27170,True
108,probe_2_bursty_entangling,18,0,8560,8560,8560,40050,40160,110,31490,31600,module_3,module_4,355,4320,4430,12990,27170,27170,True
109,probe_2_bursty_entangling,18,1,8560,8565,8565,40160,40270,110,31595,31705,module_3,module_4,356,4425,4535,13100,27170,27170,True
110,probe_2_bursty_entangling,18,2,8560,8570,8570,40270,40380,110,31700,31810,module_3,module_4,357,4530,4640,13210,27170,27170,True
111,probe_2_bursty_entangling,18,3,8560,8575,8575,40380,40490,110,31805,31915,module_3,module_4,358,4635,4745,13320,27170,27170,True
112,probe_2_bursty_entangling,18,4,8560,8580,8580,40490,40600,110,31910,32020,module_3,module_4,359,4740,4850,13430,27170,27170,True
113,probe_2_bursty_entangling,18,5,8560,8585,8585,40600,40710,110,32015,32125,module_3,module_4,360,4845,4955,13540,27170,27170,True
114,probe_2_bursty_entangling,19,0,8980,8980,8980,40710,40820,110,31730,31840,module_3,module_4,361,4560,4670,13650,27170,27170,True
115,probe_2_bursty_entangling,19,1,8980,8985,8985,40820,40930,110,31835,31945,module_3,module_4,362,4665,4775,13760,27170,27170,True
116,probe_2_bursty_entangling,19,2,8980,8990,8990,40930,41040,110,31940,32050,module_3,module_4,363,4770,4880,13870,27170,27170,True
117,probe_2_bursty_entangling,19,3,8980,8995,8995,41040,41150,110,32045,32155,module_3,module_4,364,4875,4985,13980,27170,27170,True
118,probe_2_bursty_entangling,19,4,8980,9000,9000,41150,41260,110,32150,32260,module_3,module_4,365,4980,5090,14090,27170,27170,True
119,probe_2_bursty_entangling,19,5,8980,9005,9005,41260,41370,110,32255,32365,module_3,module_4,366,5085,5195,14200,27170,27170,True
120,probe_2_bursty_entangling,20,0,9400,9400,9400,41370,41480,110,31970,32080,module_3,module_4,367,4800,4910,14310,27170,27170,True
121,probe_2_bursty_entangling,20,1,9400,9405,9405,41480,41590,110,32075,32185,module_3,module_4,368,4905,5015,14420,27170,27170,True
122,probe_2_bursty_entangling,20,2,9400,9410,9410,41590,41700,110,32180,32290,module_3,module_4,369,5010,5120,14530,27170,27170,True
123,probe_2_bursty_entangling,20,3,9400,9415,9415,41700,41810,110,32285,32395,module_3,module_4,370,5115,5225,14640,27170,27170,True
124,probe_2_bursty_entangling,20,4,9400,9420,9420,41810,41920,110,32390,32500,module_3,module_4,371,5220,5330,14750,27170,27170,True
125,probe_2_bursty_entangling,20,5,9400,9425,9425,41920,42030,110,32495,32605,module_3,module_4,372,5325,5435,14860,27170,27170,True
126,probe_2_bursty_entangling,21,0,9820,9820,9820,42030,42140,110,32210,32320,module_3,module_4,373,5040,5150,14970,27170,27170,True
127,probe_2_bursty_entangling,21,1,9820,9825,9825,42140,42250,110,32315,32425,module_3,module_4,374,5145,5255,15080,27170,27170,True
128,probe_2_bursty_entangling,21,2,9820,9830,9830,42250,42360,110,32420,32530,module_3,module_4,375,5250,5360,15190,27170,27170,True
129,probe_2_bursty_entangling,21,3,9820,9835,9835,42360,42470,110,32525,32635,module_3,module_4,376,5355,5465,15300,27170,27170,True
130,probe_2_bursty_entangling,21,4,9820,9840,9840,42470,42580,110,32630,32740,module_3,module_4,377,5460,5570,15410,27170,27170,True
131,probe_2_bursty_entangling,21,5,9820,9845,9845,42580,42690,110,32735,32845,module_3,module_4,378,5565,5675,15520,27170,27170,True
132,probe_2_bursty_entangling,22,0,10240,10240,10240,42690,42800,110,32450,32560,module_3,module_4,379,5280,5390,15630,27170,27170,True
133,probe_2_bursty_entangling,22,1,10240,10245,10245,42800,42910,110,32555,32665,module_3,module_4,380,5385,5495,15740,27170,27170,True
134,probe_2_bursty_entangling,22,2,10240,10250,10250,42910,43020,110,32660,32770,module_3,module_4,381,5490,5600,15850,27170,27170,True
135,probe_2_bursty_entangling,22,3,10240,10255,10255,43020,43130,110,32765,32875,module_3,module_4,382,5595,5705,15960,27170,27170,True
136,probe_2_bursty_entangling,22,4,10240,10260,10260,43130,43240,110,32870,32980,module_3,module_4,383,5700,5810,16070,27170,27170,True
137,probe_2_bursty_entangling,22,5,10240,10265,10265,43240,43350,110,32975,33085,module_3,module_4,384,5805,5915,16180,27170,27170,True
138,probe_2_bursty_entangling,23,0,10660,10660,10660,43350,43460,110,32690,32800,module_3,module_4,385,5520,5630,16290,27170,27170,True
139,probe_2_bursty_entangling,23,1,10660,10665,10665,43460,43570,110,32795,32905,module_3,module_4,386,5625,5735,16400,27170,27170,True
140,probe_2_bursty_entangling,23,2,10660,10670,10670,43570,43680,110,32900,33010,module_3,module_4,387,5730,5840,16510,27170,27170,True
141,probe_2_bursty_entangling,23,3,10660,10675,10675,43680,43790,110,33005,33115,module_3,module_4,388,5835,5945,16620,27170,27170,True
142,probe_2_bursty_entangling,23,4,10660,10680,10680,43790,43900,110,33110,33220,module_3,module_4,389,5940,6050,16730,27170,27170,True
143,probe_2_bursty_entangling,23,5,10660,10685,10685,43900,44010,110,33215,33325,module_3,module_4,390,6045,6155,16840,27170,27170,True
144,probe_2_bursty_entangling,24,0,11080,11080,11080,44010,44120,110,32930,33040,module_3,module_4,391,5760,5870,16950,27170,27170,True
145,probe_2_bursty_entangling,24,1,11080,11085,11085,44120,44230,110,33035,33145,module_3,module_4,392,5865,5975,17060,27170,27170,True
146,probe_2_bursty_entangling,24,2,11080,11090,11090,44230,44340,110,33140,33250,module_3,module_4,393,5970,6080,17170,27170,27170,True
147,probe_2_bursty_entangling,24,3,11080,11095,11095,44340,44450,110,33245,33355,module_3,module_4,394,6075,6185,17280,27170,27170,True
148,probe_2_bursty_entangling,24,4,11080,11100,11100,44450,44560,110,33350,33460,module_3,module_4,395,6180,6290,17390,27170,27170,True
149,probe_2_bursty_entangling,24,5,11080,11105,11105,44560,44670,110,33455,33565,module_3,module_4,396,6285,6395,17500,27170,27170,True
150,probe_2_bursty_entangling,25,0,11500,11500,11500,44670,44780,110,33170,33280,module_3,module_4,397,6000,6110,17610,27170,27170,True
151,probe_2_bursty_entangling,25,1,11500,11505,11505,44780,44890,110,33275,33385,module_3,module_4,398,6105,6215,17720,27170,27170,True
152,probe_2_bursty_entangling,25,2,11500,11510,11510,44890,45000,110,33380,33490,module_3,module_4,399,6210,6320,17830,27170,27170,True
153,probe_2_bursty_entangling,25,3,11500,11515,11515,45000,45110,110,33485,33595,module_3,module_4,400,6315,6425,17940,27170,27170,True
154,probe_2_bursty_entangling,25,4,11500,11520,11520,45110,45220,110,33590,33700,module_3,module_4,401,6420,6530,18050,27170,27170,True
155,probe_2_bursty_entangling,25,5,11500,11525,11525,45220,45330,110,33695,33805,module_3,module_4,402,6525,6635,18160,27170,27170,True
156,probe_2_bursty_entangling,26,0,11920,11920,11920,45330,45440,110,33410,33520,module_3,module_4,403,6240,6350,18270,27170,27170,True
157,probe_2_bursty_entangling,26,1,11920,11925,11925,45440,45550,110,33515,33625,module_3,module_4,404,6345,6455,18380,27170,27170,True
158,probe_2_bursty_entangling,26,2,11920,11930,11930,45550,45660,110,33620,33730,module_3,module_4,405,6450,6560,18490,27170,27170,True
159,probe_2_bursty_entangling,26,3,11920,11935,11935,45660,45770,110,33725,33835,module_3,module_4,406,6555,6665,18600,27170,27170,True
160,probe_2_bursty_entangling,26,4,11920,11940,11940,45770,45880,110,33830,33940,module_3,module_4,407,6660,6770,18710,27170,27170,True
161,probe_2_bursty_entangling,26,5,11920,11945,11945,45880,45990,110,33935,34045,module_3,module_4,408,6765,6875,18820,27170,27170,True
162,probe_2_bursty_entangling,27,0,12340,12340,12340,45990,46100,110,33650,33760,module_3,module_4,409,6480,6590,18930,27170,27170,True
163,probe_2_bursty_entangling,27,1,12340,12345,12345,46100,46210,110,33755,33865,module_3,module_4,410,6585,6695,19040,27170,27170,True
164,probe_2_bursty_entangling,27,2,12340,12350,12350,46210,46320,110,33860,33970,module_3,module_4,411,6690,6800,19150,27170,27170,True
165,probe_2_bursty_entangling,27,3,12340,12355,12355,46320,46430,110,33965,34075,module_3,module_4,412,6795,6905,19260,27170,27170,True
166,probe_2_bursty_entangling,27,4,12340,12360,12360,46430,46540,110,34070,34180,module_3,module_4,413,6900,7010,19370,27170,27170,True
167,probe_2_bursty_entangling,27,5,12340,12365,12365,46540,46650,110,34175,34285,module_3,module_4,414,7005,7115,19480,27170,27170,True
168,probe_2_bursty_entangling,28,0,12760,12760,12760,46650,46760,110,33890,34000,module_3,module_4,415,6720,6830,19590,27170,27170,True
169,probe_2_bursty_entangling,28,1,12760,12765,12765,46760,46870,110,33995,34105,module_3,module_4,416,6825,6935,19700,27170,27170,True
170,probe_2_bursty_entangling,28,2,12760,12770,12770,46870,46980,110,34100,34210,module_3,module_4,417,6930,7040,19810,27170,27170,True
171,probe_2_bursty_entangling,28,3,12760,12775,12775,46980,47090,110,34205,34315,module_3,module_4,418,7035,7145,19920,27170,27170,True
172,probe_2_bursty_entangling,28,4,12760,12780,12780,47090,47200,110,34310,34420,module_3,module_4,419,7140,7250,20030,27170,27170,True
173,probe_2_bursty_entangling,28,5,12760,12785,12785,47200,47310,110,34415,34525,module_3,module_4,420,7245,7355,20140,27170,27170,True
174,probe_2_bursty_entangling,29,0,13180,13180,13180,47310,47420,110,34130,34240,module_3,module_4,421,6960,7070,20250,27170,27170,True
175,probe_2_bursty_entangling,29,1,13180,13185,13185,47420,47530,110,34235,34345,module_3,module_4,422,7065,7175,20360,27170,27170,True
176,probe_2_bursty_entangling,29,2,13180,13190,13190,47530,47640,110,34340,34450,module_3,module_4,423,7170,7280,20470,27170,27170,True
177,probe_2_bursty_entangling,29,3,13180,13195,13195,47640,47750,110,34445,34555,module_3,module_4,424,7275,7385,20580,27170,27170,True
178,probe_2_bursty_entangling,29,4,13180,13200,13200,47750,47860,110,34550,34660,module_3,module_4,425,7380,7490,20690,27170,27170,True
179,probe_2_bursty_entangling,29,5,13180,13205,13205,47860,47970,110,34655,34765,module_3,module_4,426,7485,7595,20800,27170,27170,True
180,probe_2_bursty_entangling,30,0,13600,13600,13600,47970,48080,110,34370,34480,module_3,module_4,427,7200,7310,20910,27170,27170,True
181,probe_2_bursty_entangling,30,1,13600,13605,13605,48080,48190,110,34475,34585,module_3,module_4,428,7305,7415,21020,27170,27170,True
182,probe_2_bursty_entangling,30,2,13600,13610,13610,48190,48300,110,34580,34690,module_3,module_4,429,7410,7520,21130,27170,27170,True
183,probe_2_bursty_entangling,30,3,13600,13615,13615,48300,48410,110,34685,34795,module_3,module_4,430,7515,7625,21240,27170,27170,True
184,probe_2_bursty_entangling,30,4,13600,13620,13620,48410,48520,110,34790,34900,module_3,module_4,431,7620,7730,21350,27170,27170,True
185,probe_2_bursty_entangling,30,5,13600,13625,13625,48520,48630,110,34895,35005,module_3,module_4,432,7725,7835,21460,27170,27170,True
186,probe_2_bursty_entangling,31,0,14020,14020,14020,48630,48740,110,34610,34720,module_3,module_4,433,7440,7550,21570,27170,27170,True
187,probe_2_bursty_entangling,31,1,14020,14025,14025,48740,48850,110,34715,34825,module_3,module_4,434,7545,7655,21680,27170,27170,True
188,probe_2_bursty_entangling,31,2,14020,14030,14030,48850,48960,110,34820,34930,module_3,module_4,435,7650,7760,21790,27170,27170,True
189,probe_2_bursty_entangling,31,3,14020,14035,14035,48960,49070,110,34925,35035,module_3,module_4,436,7755,7865,21900,27170,27170,True
190,probe_2_bursty_entangling,31,4,14020,14040,14040,49070,49180,110,35030,35140,module_3,module_4,437,7860,7970,22010,27170,27170,True
191,probe_2_bursty_entangling,31,5,14020,14045,14045,49180,49290,110,35135,35245,module_3,module_4,438,7965,8075,22120,27170,27170,True
192,probe_2_bursty_entangling,32,0,14440,14440,14440,49290,49400,110,34850,34960,module_3,module_4,439,7680,7790,22230,27170,27170,True
193,probe_2_bursty_entangling,32,1,14440,14445,14445,49400,49510,110,34955,35065,module_3,module_4,440,7785,7895,22340,27170,27170,True
194,probe_2_bursty_entangling,32,2,14440,14450,14450,49510,49620,110,35060,35170,module_3,module_4,441,7890,8000,22450,27170,27170,True
195,probe_2_bursty_entangling,32,3,14440,14455,14455,49620,49730,110,35165,35275,module_3,module_4,442,7995,8105,22560,27170,27170,True
196,probe_2_bursty_entangling,32,4,14440,14460,14460,49730,49840,110,35270,35380,module_3,module_4,443,8100,8210,22670,27170,27170,True
