attacker_request_id,probe_name,probe_round_id,cross_index_in_round,round_start_time_ns,request_release_time_ns,actual_arrival_time_ns,service_start_time_ns,victim_on_completion_time_ns,service_time_ns,victim_on_waiting_time_ns,victim_on_turnaround_time_ns,source_module,target_modules,architecture_request_id,baseline_waiting_time_ns,baseline_turnaround_time_ns,baseline_completion_time_ns,excess_waiting_time_ns,excess_turnaround_time_ns,victim_contention_observed
40,probe_2_bursty_entangling,6,4,3520,3540,3540,20360,20470,110,16820,16930,module_3,module_4,176,1860,1970,5510,14960,14960,True
41,probe_2_bursty_entangling,6,5,3520,3545,3545,20470,20580,110,16925,17035,module_3,module_4,177,1965,2075,5620,14960,14960,True
42,probe_2_bursty_entangling,7,0,3940,3940,3940,23660,23770,110,19720,19830,module_3,module_4,206,1680,1790,5730,18040,18040,True
43,probe_2_bursty_entangling,7,1,3940,3945,3945,23770,23880,110,19825,19935,module_3,module_4,207,1785,1895,5840,18040,18040,True
44,probe_2_bursty_entangling,7,2,3940,3950,3950,23880,23990,110,19930,20040,module_3,module_4,208,1890,2000,5950,18040,18040,True
45,probe_2_bursty_entangling,7,3,3940,3955,3955,24100,24210,110,20145,20255,module_3,module_4,210,1995,2105,6060,18150,18150,True
46,probe_2_bursty_entangling,7,4,3940,3960,3960,24210,24320,110,20250,20360,module_3,module_4,211,2100,2210,6170,18150,18150,True
47,probe_2_bursty_entangling,7,5,3940,3965,3965,24430,24540,110,20465,20575,module_3,module_4,213,2205,2315,6280,18260,18260,True
48,probe_2_bursty_entangling,8,0,4360,4360,4360,27290,27400,110,22930,23040,module_3,module_4,239,1920,2030,6390,21010,21010,True
49,probe_2_bursty_entangling,8,1,4360,4365,4365,27400,27510,110,23035,23145,module_3,module_4,240,2025,2135,6500,21010,21010,True
50,probe_2_bursty_entangling,8,2,4360,4370,4370,27620,27730,110,23250,23360,module_3,module_4,242,2130,2240,6610,21120,21120,True
51,probe_2_bursty_entangling,8,3,4360,4375,4375,27730,27840,110,23355,23465,module_3,module_4,243,2235,2345,6720,21120,21120,True
52,probe_2_bursty_entangling,8,4,4360,4380,4380,27840,27950,110,23460,23570,module_3,module_4,244,2340,2450,6830,21120,21120,True
53,probe_2_bursty_entangling,8,5,4360,4385,4385,27950,28060,110,23565,23675,module_3,module_4,245,2445,2555,6940,21120,21120,True
54,probe_2_bursty_entangling,9,0,4780,4780,4780,30700,30810,110,25920,26030,module_3,module_4,270,2160,2270,7050,23760,23760,True
55,probe_2_bursty_entangling,9,1,4780,4785,4785,30810,30920,110,26025,26135,module_3,module_4,271,2265,2375,7160,23760,23760,True
56,probe_2_bursty_entangling,9,2,4780,4790,4790,30920,31030,110,26130,26240,module_3,module_4,272,2370,2480,7270,23760,23760,True
57,probe_2_bursty_entangling,9,3,4780,4795,4795,31030,31140,110,26235,26345,module_3,module_4,273,2475,2585,7380,23760,23760,True
58,probe_2_bursty_entangling,9,4,4780,4800,4800,31140,31250,110,26340,26450,module_3,module_4,274,2580,2690,7490,23760,23760,True
59,probe_2_bursty_entangling,9,5,4780,4805,4805,31250,31360,110,26445,26555,module_3,module_4,275,2685,2795,7600,23760,23760,True
60,probe_2_bursty_entangling,10,0,5200,5200,5200,31480,31590,110,26280,26390,module_3,module_4,277,2400,2510,7710,23880,23880,True
61,probe_2_bursty_entangling,10,1,5200,5205,5205,31590,31700,110,26385,26495,module_3,module_4,278,2505,2615,7820,23880,23880,True
62,probe_2_bursty_entangling,10,2,5200,5210,5210,31700,31810,110,26490,26600,module_3,module_4,279,2610,2720,7930,23880,23880,True
63,probe_2_bursty_entangling,10,3,5200,5215,5215,31810,31920,110,26595,26705,module_3,module_4,280,2715,2825,8040,23880,23880,True
64,probe_2_bursty_entangling,10,4,5200,5220,5220,31920,32030,110,26700,26810,module_3,module_4,281,2820,2930,8150,23880,23880,True
65,probe_2_bursty_entangling,10,5,5200,5225,5225,32030,32140,110,26805,26915,module_3,module_4,282,2925,3035,8260,23880,23880,True
66,probe_2_bursty_entangling,11,0,5620,5620,5620,32140,32250,110,26520,26630,module_3,module_4,283,2640,2750,8370,23880,23880,True
67,probe_2_bursty_entangling,11,1,5620,5625,5625,32250,32360,110,26625,26735,module_3,module_4,284,2745,2855,8480,23880,23880,True
68,probe_2_bursty_entangling,11,2,5620,5630,5630,32360,32470,110,26730,26840,module_3,module_4,285,2850,2960,8590,23880,23880,True
69,probe_2_bursty_entangling,11,3,5620,5635,5635,32470,32580,110,26835,26945,module_3,module_4,286,2955,3065,8700,23880,23880,True
70,probe_2_bursty_entangling,11,4,5620,5640,5640,32580,32690,110,26940,27050,module_3,module_4,287,3060,3170,8810,23880,23880,True
71,probe_2_bursty_entangling,11,5,5620,5645,5645,32690,32800,110,27045,27155,module_3,module_4,288,3165,3275,8920,23880,23880,True
72,probe_2_bursty_entangling,12,0,6040,6040,6040,32800,32910,110,26760,26870,module_3,module_4,289,2880,2990,9030,23880,23880,True
73,probe_2_bursty_entangling,12,1,6040,6045,6045,32910,33020,110,26865,26975,module_3,module_4,290,2985,3095,9140,23880,23880,True
74,probe_2_bursty_entangling,12,2,6040,6050,6050,33020,33130,110,26970,27080,module_3,module_4,291,3090,3200,9250,23880,23880,True
75,probe_2_bursty_entangling,12,3,6040,6055,6055,33130,33240,110,27075,27185,module_3,module_4,292,3195,3305,9360,23880,23880,True
76,probe_2_bursty_entangling,12,4,6040,6060,6060,33240,33350,110,27180,27290,module_3,module_4,293,3300,3410,9470,23880,23880,True
77,probe_2_bursty_entangling,12,5,6040,6065,6065,33350,33460,110,27285,27395,module_3,module_4,294,3405,3515,9580,23880,23880,True
78,probe_2_bursty_entangling,13,0,6460,6460,6460,33460,33570,110,27000,27110,module_3,module_4,295,3120,3230,9690,23880,23880,True
79,probe_2_bursty_entangling,13,1,6460,6465,6465,33570,33680,110,27105,27215,module_3,module_4,296,3225,3335,9800,23880,23880,True
80,probe_2_bursty_entangling,13,2,6460,6470,6470,33680,33790,110,27210,27320,module_3,module_4,297,3330,3440,9910,23880,23880,True
81,probe_2_bursty_entangling,13,3,6460,6475,6475,33790,33900,110,27315,27425,module_3,module_4,298,3435,3545,10020,23880,23880,True
82,probe_2_bursty_entangling,13,4,6460,6480,6480,33900,34010,110,27420,27530,module_3,module_4,299,3540,3650,10130,23880,23880,True
83,probe_2_bursty_entangling,13,5,6460,6485,6485,34010,34120,110,27525,27635,module_3,module_4,300,3645,3755,10240,23880,23880,True
84,probe_2_bursty_entangling,14,0,6880,6880,6880,34120,34230,110,27240,27350,module_3,module_4,301,3360,3470,10350,23880,23880,True
85,probe_2_bursty_entangling,14,1,6880,6885,6885,34230,34340,110,27345,27455,module_3,module_4,302,3465,3575,10460,23880,23880,True
86,probe_2_bursty_entangling,14,2,6880,6890,6890,34340,34450,110,27450,27560,module_3,module_4,303,3570,3680,10570,23880,23880,True
87,probe_2_bursty_entangling,14,3,6880,6895,6895,34450,34560,110,27555,27665,module_3,module_4,304,3675,3785,10680,23880,23880,True
88,probe_2_bursty_entangling,14,4,6880,6900,6900,34560,34670,110,27660,27770,module_3,module_4,305,3780,3890,10790,23880,23880,True
89,probe_2_bursty_entangling,14,5,6880,6905,6905,34670,34780,110,27765,27875,module_3,module_4,306,3885,3995,10900,23880,23880,True
90,probe_2_bursty_entangling,15,0,7300,7300,7300,34780,34890,110,27480,27590,module_3,module_4,307,3600,3710,11010,23880,23880,True
91,probe_2_bursty_entangling,15,1,7300,7305,7305,34890,35000,110,27585,27695,module_3,module_4,308,3705,3815,11120,23880,23880,True
92,probe_2_bursty_entangling,15,2,7300,7310,7310,35000,35110,110,27690,27800,module_3,module_4,309,3810,3920,11230,23880,23880,True
93,probe_2_bursty_entangling,15,3,7300,7315,7315,35110,35220,110,27795,27905,module_3,module_4,310,3915,4025,11340,23880,23880,True
94,probe_2_bursty_entangling,15,4,7300,7320,7320,35220,35330,110,27900,28010,module_3,module_4,311,4020,4130,11450,23880,23880,True
95,probe_2_bursty_entangling,15,5,7300,7325,7325,35330,35440,110,28005,28115,module_3,module_4,312,4125,4235,11560,23880,23880,True
96,probe_2_bursty_entangling,16,0,7720,7720,7720,35440,35550,110,27720,27830,module_3,module_4,313,3840,3950,11670,23880,23880,True
97,probe_2_bursty_entangling,16,1,7720,7725,7725,35550,35660,110,27825,27935,module_3,module_4,314,3945,4055,11780,23880,23880,True
98,probe_2_bursty_entangling,16,2,7720,7730,7730,35660,35770,110,27930,28040,module_3,module_4,315,4050,4160,11890,23880,23880,True
99,probe_2_bursty_entangling,16,3,7720,7735,7735,35770,35880,110,28035,28145,module_3,module_4,316,4155,4265,12000,23880,23880,True
100,probe_2_bursty_entangling,16,4,7720,7740,7740,35880,35990,110,28140,28250,module_3,module_4,317,4260,4370,12110,23880,23880,True
101,probe_2_bursty_entangling,16,5,7720,7745,7745,35990,36100,110,28245,28355,module_3,module_4,318,4365,4475,12220,23880,23880,True
102,probe_2_bursty_entangling,17,0,8140,8140,8140,36100,36210,110,27960,28070,module_3,module_4,319,4080,4190,12330,23880,23880,True
103,probe_2_bursty_entangling,17,1,8140,8145,8145,36210,36320,110,28065,28175,module_3,module_4,320,4185,4295,12440,23880,23880,True
104,probe_2_bursty_entangling,17,2,8140,8150,8150,36320,36430,110,28170,28280,module_3,module_4,321,4290,4400,12550,23880,23880,True
105,probe_2_bursty_entangling,17,3,8140,8155,8155,36430,36540,110,28275,28385,module_3,module_4,322,4395,4505,12660,23880,23880,True
106,probe_2_bursty_entangling,17,4,8140,8160,8160,36540,36650,110,28380,28490,module_3,module_4,323,4500,4610,12770,23880,23880,True
107,probe_2_bursty_entangling,17,5,8140,8165,8165,36650,36760,110,28485,28595,module_3,module_4,324,4605,4715,12880,23880,23880,True
108,probe_2_bursty_entangling,18,0,8560,8560,8560,36760,36870,110,28200,28310,module_3,module_4,325,4320,4430,12990,23880,23880,True
109,probe_2_bursty_entangling,18,1,8560,8565,8565,36870,36980,110,28305,28415,module_3,module_4,326,4425,4535,13100,23880,23880,True
110,probe_2_bursty_entangling,18,2,8560,8570,8570,36980,37090,110,28410,28520,module_3,module_4,327,4530,4640,13210,23880,23880,True
111,probe_2_bursty_entangling,18,3,8560,8575,8575,37090,37200,110,28515,28625,module_3,module_4,328,4635,4745,13320,23880,23880,True
112,probe_2_bursty_entangling,18,4,8560,8580,8580,37200,37310,110,28620,28730,module_3,module_4,329,4740,4850,13430,23880,23880,True
113,probe_2_bursty_entangling,18,5,8560,8585,8585,37310,37420,110,28725,28835,module_3,module_4,330,4845,4955,13540,23880,23880,True
114,probe_2_bursty_entangling,19,0,8980,8980,8980,37420,37530,110,28440,28550,module_3,module_4,331,4560,4670,13650,23880,23880,True
115,probe_2_bursty_entangling,19,1,8980,8985,8985,37530,37640,110,28545,28655,module_3,module_4,332,4665,4775,13760,23880,23880,True
116,probe_2_bursty_entangling,19,2,8980,8990,8990,37640,37750,110,28650,28760,module_3,module_4,333,4770,4880,13870,23880,23880,True
117,probe_2_bursty_entangling,19,3,8980,8995,8995,37750,37860,110,28755,28865,module_3,module_4,334,4875,4985,13980,23880,23880,True
118,probe_2_bursty_entangling,19,4,8980,9000,9000,37860,37970,110,28860,28970,module_3,module_4,335,4980,5090,14090,23880,23880,True
119,probe_2_bursty_entangling,19,5,8980,9005,9005,37970,38080,110,28965,29075,module_3,module_4,336,5085,5195,14200,23880,23880,True
120,probe_2_bursty_entangling,20,0,9400,9400,9400,38080,38190,110,28680,28790,module_3,module_4,337,4800,4910,14310,23880,23880,True
121,probe_2_bursty_entangling,20,1,9400,9405,9405,38190,38300,110,28785,28895,module_3,module_4,338,4905,5015,14420,23880,23880,True
122,probe_2_bursty_entangling,20,2,9400,9410,9410,38300,38410,110,28890,29000,module_3,module_4,339,5010,5120,14530,23880,23880,True
123,probe_2_bursty_entangling,20,3,9400,9415,9415,38410,38520,110,28995,29105,module_3,module_4,340,5115,5225,14640,23880,23880,True
124,probe_2_bursty_entangling,20,4,9400,9420,9420,38520,38630,110,29100,29210,module_3,module_4,341,5220,5330,14750,23880,23880,True
125,probe_2_bursty_entangling,20,5,9400,9425,9425,38630,38740,110,29205,29315,module_3,module_4,342,5325,5435,14860,23880,23880,True
126,probe_2_bursty_entangling,21,0,9820,9820,9820,38740,38850,110,28920,29030,module_3,module_4,343,5040,5150,14970,23880,23880,True
127,probe_2_bursty_entangling,21,1,9820,9825,9825,38850,38960,110,29025,29135,module_3,module_4,344,5145,5255,15080,23880,23880,True
128,probe_2_bursty_entangling,21,2,9820,9830,9830,38960,39070,110,29130,29240,module_3,module_4,345,5250,5360,15190,23880,23880,True
129,probe_2_bursty_entangling,21,3,9820,9835,9835,39070,39180,110,29235,29345,module_3,module_4,346,5355,5465,15300,23880,23880,True
130,probe_2_bursty_entangling,21,4,9820,9840,9840,39180,39290,110,29340,29450,module_3,module_4,347,5460,5570,15410,23880,23880,True
131,probe_2_bursty_entangling,21,5,9820,9845,9845,39290,39400,110,29445,29555,module_3,module_4,348,5565,5675,15520,23880,23880,True
132,probe_2_bursty_entangling,22,0,10240,10240,10240,39400,39510,110,29160,29270,module_3,module_4,349,5280,5390,15630,23880,23880,True
133,probe_2_bursty_entangling,22,1,10240,10245,10245,39510,39620,110,29265,29375,module_3,module_4,350,5385,5495,15740,23880,23880,True
134,probe_2_bursty_entangling,22,2,10240,10250,10250,39620,39730,110,29370,29480,module_3,module_4,351,5490,5600,15850,23880,23880,True
135,probe_2_bursty_entangling,22,3,10240,10255,10255,39730,39840,110,29475,29585,module_3,module_4,352,5595,5705,15960,23880,23880,True
136,probe_2_bursty_entangling,22,4,10240,10260,10260,39840,39950,110,29580,29690,module_3,module_4,353,5700,5810,16070,23880,23880,True
137,probe_2_bursty_entangling,22,5,10240,10265,10265,39950,40060,110,29685,29795,module_3,module_4,354,5805,5915,16180,23880,23880,True
138,probe_2_bursty_entangling,23,0,10660,10660,10660,40060,40170,110,29400,29510,module_3,module_4,355,5520,5630,16290,23880,23880,True
139,probe_2_bursty_entangling,23,1,10660,10665,10665,40170,40280,110,29505,29615,module_3,module_4,356,5625,5735,16400,23880,23880,True
140,probe_2_bursty_entangling,23,2,10660,10670,10670,40280,40390,110,29610,29720,module_3,module_4,357,5730,5840,16510,23880,23880,True
141,probe_2_bursty_entangling,23,3,10660,10675,10675,40390,40500,110,29715,29825,module_3,module_4,358,5835,5945,16620,23880,23880,True
142,probe_2_bursty_entangling,23,4,10660,10680,10680,40500,40610,110,29820,29930,module_3,module_4,359,5940,6050,16730,23880,23880,True
143,probe_2_bursty_entangling,23,5,10660,10685,10685,40610,40720,110,29925,30035,module_3,module_4,360,6045,6155,16840,23880,23880,True
144,probe_2_bursty_entangling,24,0,11080,11080,11080,40720,40830,110,29640,29750,module_3,module_4,361,5760,5870,16950,23880,23880,True
145,probe_2_bursty_entangling,24,1,11080,11085,11085,40830,40940,110,29745,29855,module_3,module_4,362,5865,5975,17060,23880,23880,True
146,probe_2_bursty_entangling,24,2,11080,11090,11090,40940,41050,110,29850,29960,module_3,module_4,363,5970,6080,17170,23880,23880,True
147,probe_2_bursty_entangling,24,3,11080,11095,11095,41050,41160,110,29955,30065,module_3,module_4,364,6075,6185,17280,23880,23880,True
148,probe_2_bursty_entangling,24,4,11080,11100,11100,41160,41270,110,30060,30170,module_3,module_4,365,6180,6290,17390,23880,23880,True
149,probe_2_bursty_entangling,24,5,11080,11105,11105,41270,41380,110,30165,30275,module_3,module_4,366,6285,6395,17500,23880,23880,True
150,probe_2_bursty_entangling,25,0,11500,11500,11500,41380,41490,110,29880,29990,module_3,module_4,367,6000,6110,17610,23880,23880,True
151,probe_2_bursty_entangling,25,1,11500,11505,11505,41490,41600,110,29985,30095,module_3,module_4,368,6105,6215,17720,23880,23880,True
152,probe_2_bursty_entangling,25,2,11500,11510,11510,41600,41710,110,30090,30200,module_3,module_4,369,6210,6320,17830,23880,23880,True
153,probe_2_bursty_entangling,25,3,11500,11515,11515,41710,41820,110,30195,30305,module_3,module_4,370,6315,6425,17940,23880,23880,True
154,probe_2_bursty_entangling,25,4,11500,11520,11520,41820,41930,110,30300,30410,module_3,module_4,371,6420,6530,18050,23880,23880,True
155,probe_2_bursty_entangling,25,5,11500,11525,11525,41930,42040,110,30405,30515,module_3,module_4,372,6525,6635,18160,23880,23880,True
156,probe_2_bursty_entangling,26,0,11920,11920,11920,42040,42150,110,30120,30230,module_3,module_4,373,6240,6350,18270,23880,23880,True
157,probe_2_bursty_entangling,26,1,11920,11925,11925,42150,42260,110,30225,30335,module_3,module_4,374,6345,6455,18380,23880,23880,True
158,probe_2_bursty_entangling,26,2,11920,11930,11930,42260,42370,110,30330,30440,module_3,module_4,375,6450,6560,18490,23880,23880,True
159,probe_2_bursty_entangling,26,3,11920,11935,11935,42370,42480,110,30435,30545,module_3,module_4,376,6555,6665,18600,23880,23880,True
160,probe_2_bursty_entangling,26,4,11920,11940,11940,42480,42590,110,30540,30650,module_3,module_4,377,6660,6770,18710,23880,23880,True
161,probe_2_bursty_entangling,26,5,11920,11945,11945,42590,42700,110,30645,30755,module_3,module_4,378,6765,6875,18820,23880,23880,True
162,probe_2_bursty_entangling,27,0,12340,12340,12340,42700,42810,110,30360,30470,module_3,module_4,379,6480,6590,18930,23880,23880,True
163,probe_2_bursty_entangling,27,1,12340,12345,12345,42810,42920,110,30465,30575,module_3,module_4,380,6585,6695,19040,23880,23880,True
164,probe_2_bursty_entangling,27,2,12340,12350,12350,42920,43030,110,30570,30680,module_3,module_4,381,6690,6800,19150,23880,23880,True
165,probe_2_bursty_entangling,27,3,12340,12355,12355,43030,43140,110,30675,30785,module_3,module_4,382,6795,6905,19260,23880,23880,True
166,probe_2_bursty_entangling,27,4,12340,12360,12360,43140,43250,110,30780,30890,module_3,module_4,383,6900,7010,19370,23880,23880,True
167,probe_2_bursty_entangling,27,5,12340,12365,12365,43250,43360,110,30885,30995,module_3,module_4,384,7005,7115,19480,23880,23880,True
168,probe_2_bursty_entangling,28,0,12760,12760,12760,43360,43470,110,30600,30710,module_3,module_4,385,6720,6830,19590,23880,23880,True
169,probe_2_bursty_entangling,28,1,12760,12765,12765,43470,43580,110,30705,30815,module_3,module_4,386,6825,6935,19700,23880,23880,True
170,probe_2_bursty_entangling,28,2,12760,12770,12770,43580,43690,110,30810,30920,module_3,module_4,387,6930,7040,19810,23880,23880,True
171,probe_2_bursty_entangling,28,3,12760,12775,12775,43690,43800,110,30915,31025,module_3,module_4,388,7035,7145,19920,23880,23880,True
172,probe_2_bursty_entangling,28,4,12760,12780,12780,43800,43910,110,31020,31130,module_3,module_4,389,7140,7250,20030,23880,23880,True
173,probe_2_bursty_entangling,28,5,12760,12785,12785,43910,44020,110,31125,31235,module_3,module_4,390,7245,7355,20140,23880,23880,True
174,probe_2_bursty_entangling,29,0,13180,13180,13180,44020,44130,110,30840,30950,module_3,module_4,391,6960,7070,20250,23880,23880,True
175,probe_2_bursty_entangling,29,1,13180,13185,13185,44130,44240,110,30945,31055,module_3,module_4,392,7065,7175,20360,23880,23880,True
176,probe_2_bursty_entangling,29,2,13180,13190,13190,44240,44350,110,31050,31160,module_3,module_4,393,7170,7280,20470,23880,23880,True
177,probe_2_bursty_entangling,29,3,13180,13195,13195,44350,44460,110,31155,31265,module_3,module_4,394,7275,7385,20580,23880,23880,True
178,probe_2_bursty_entangling,29,4,13180,13200,13200,44460,44570,110,31260,31370,module_3,module_4,395,7380,7490,20690,23880,23880,True
179,probe_2_bursty_entangling,29,5,13180,13205,13205,44570,44680,110,31365,31475,module_3,module_4,396,7485,7595,20800,23880,23880,True
180,probe_2_bursty_entangling,30,0,13600,13600,13600,44680,44790,110,31080,31190,module_3,module_4,397,7200,7310,20910,23880,23880,True
181,probe_2_bursty_entangling,30,1,13600,13605,13605,44790,44900,110,31185,31295,module_3,module_4,398,7305,7415,21020,23880,23880,True
182,probe_2_bursty_entangling,30,2,13600,13610,13610,44900,45010,110,31290,31400,module_3,module_4,399,7410,7520,21130,23880,23880,True
183,probe_2_bursty_entangling,30,3,13600,13615,13615,45010,45120,110,31395,31505,module_3,module_4,400,7515,7625,21240,23880,23880,True
184,probe_2_bursty_entangling,30,4,13600,13620,13620,45120,45230,110,31500,31610,module_3,module_4,401,7620,7730,21350,23880,23880,True
185,probe_2_bursty_entangling,30,5,13600,13625,13625,45230,45340,110,31605,31715,module_3,module_4,402,7725,7835,21460,23880,23880,True
186,probe_2_bursty_entangling,31,0,14020,14020,14020,45340,45450,110,31320,31430,module_3,module_4,403,7440,7550,21570,23880,23880,True
187,probe_2_bursty_entangling,31,1,14020,14025,14025,45450,45560,110,31425,31535,module_3,module_4,404,7545,7655,21680,23880,23880,True
188,probe_2_bursty_entangling,31,2,14020,14030,14030,45560,45670,110,31530,31640,module_3,module_4,405,7650,7760,21790,23880,23880,True
189,probe_2_bursty_entangling,31,3,14020,14035,14035,45670,45780,110,31635,31745,module_3,module_4,406,7755,7865,21900,23880,23880,True
190,probe_2_bursty_entangling,31,4,14020,14040,14040,45780,45890,110,31740,31850,module_3,module_4,407,7860,7970,22010,23880,23880,True
191,probe_2_bursty_entangling,31,5,14020,14045,14045,45890,46000,110,31845,31955,module_3,module_4,408,7965,8075,22120,23880,23880,True
192,probe_2_bursty_entangling,32,0,14440,14440,14440,46000,46110,110,31560,31670,module_3,module_4,409,7680,7790,22230,23880,23880,True
193,probe_2_bursty_entangling,32,1,14440,14445,14445,46110,46220,110,31665,31775,module_3,module_4,410,7785,7895,22340,23880,23880,True
194,probe_2_bursty_entangling,32,2,14440,14450,14450,46220,46330,110,31770,31880,module_3,module_4,411,7890,8000,22450,23880,23880,True
195,probe_2_bursty_entangling,32,3,14440,14455,14455,46330,46440,110,31875,31985,module_3,module_4,412,7995,8105,22560,23880,23880,True
196,probe_2_bursty_entangling,32,4,14440,14460,14460,46440,46550,110,31980,32090,module_3,module_4,413,8100,8210,22670,23880,23880,True
197,probe_2_bursty_entangling,32,5,14440,14465,14465,46550,46660,110,32085,32195,module_3,module_4,414,8205,8315,22780,23880,23880,True
