step,op_name,qubits,modules_touched,is_cross_module,params
47,cx,"4,5","module_0,module_1",True,[]
48,cx,"6,7",module_1,False,[]
49,rz,7,module_1,False,[-8.010497519254159]
50,cx,"6,7",module_1,False,[]
51,rz,6,module_1,False,[1.5707963267948966]
52,sx,6,module_1,False,[]
53,rz,6,module_1,False,[-8.71771710855091]
54,sx,6,module_1,False,[]
55,rz,6,module_1,False,[7.853981633974483]
56,cx,"5,6",module_1,False,[]
57,rz,6,module_1,False,[-0.7071455179907776]
58,cx,"5,6",module_1,False,[]
59,rz,5,module_1,False,[1.5707963267948966]
60,sx,5,module_1,False,[]
61,rz,5,module_1,False,[-10.838907098230264]
62,sx,5,module_1,False,[]
63,rz,5,module_1,False,[7.853981633974483]
64,rz,7,module_1,False,[1.5707963267948966]
65,sx,7,module_1,False,[]
66,rz,7,module_1,False,[-8.71771710855091]
67,sx,7,module_1,False,[]
68,rz,7,module_1,False,[7.853981633974483]
69,cx,"4,7","module_0,module_1",True,[]
70,rz,7,module_1,False,[-0.7071455179907776]
71,cx,"4,7","module_0,module_1",True,[]
72,sx,4,module_0,False,[]
73,rz,4,module_0,False,[-10.838907098230264]
74,sx,4,module_0,False,[]
75,rz,4,module_0,False,[7.853981633974483]
76,cx,"6,7",module_1,False,[]
77,rz,7,module_1,False,[-0.7071455179907776]
78,cx,"6,7",module_1,False,[]
79,rz,6,module_1,False,[1.5707963267948966]
80,sx,6,module_1,False,[]
81,rz,6,module_1,False,[-10.838907098230264]
82,sx,6,module_1,False,[]
83,rz,6,module_1,False,[7.853981633974483]
84,rz,7,module_1,False,[1.5707963267948966]
85,sx,7,module_1,False,[]
86,rz,7,module_1,False,[-10.838907098230264]
87,sx,7,module_1,False,[]
88,rz,7,module_1,False,[7.853981633974483]
89,rz,8,module_1,False,[1.5707963267948966]
90,sx,8,module_1,False,[]
91,rz,8,module_1,False,[3.141592653589793]
92,rz,9,module_1,False,[1.5707963267948966]
93,sx,9,module_1,False,[]
94,rz,9,module_1,False,[1.5707963267948966]
95,cx,"1,9","module_0,module_1",True,[]
96,rz,9,module_1,False,[-8.010497519254159]
97,cx,"1,9","module_0,module_1",True,[]
98,cx,"8,9",module_1,False,[]
99,rz,9,module_1,False,[-8.010497519254159]
100,cx,"8,9",module_1,False,[]
101,rz,9,module_1,False,[1.5707963267948966]
102,sx,9,module_1,False,[]
103,rz,9,module_1,False,[-8.71771710855091]
104,sx,9,module_1,False,[]
105,rz,9,module_1,False,[7.853981633974483]
106,rz,10,module_2,False,[1.5707963267948966]
107,sx,10,module_2,False,[]
108,rz,10,module_2,False,[1.5707963267948966]
109,cx,"0,10","module_0,module_2",True,[]
110,rz,10,module_2,False,[-8.010497519254159]
111,cx,"0,10","module_0,module_2",True,[]
112,rz,11,module_2,False,[1.5707963267948966]
113,sx,11,module_2,False,[]
114,rz,11,module_2,False,[1.5707963267948966]
115,cx,"0,11","module_0,module_2",True,[]
116,rz,11,module_2,False,[-8.010497519254159]
117,cx,"0,11","module_0,module_2",True,[]
118,sx,0,module_0,False,[]
119,rz,0,module_0,False,[-8.71771710855091]
120,sx,0,module_0,False,[]
121,rz,0,module_0,False,[9.42477796076938]
122,cx,"3,11","module_0,module_2",True,[]
123,rz,11,module_2,False,[-8.010497519254159]
124,cx,"3,11","module_0,module_2",True,[]
125,rz,3,module_0,False,[1.5707963267948966]
126,sx,3,module_0,False,[]
127,rz,3,module_0,False,[-8.71771710855091]
128,sx,3,module_0,False,[]
129,rz,3,module_0,False,[7.853981633974483]
130,rz,11,module_2,False,[1.5707963267948966]
131,sx,11,module_2,False,[]
132,rz,11,module_2,False,[-8.71771710855091]
133,sx,11,module_2,False,[]
134,rz,11,module_2,False,[7.853981633974483]
135,rz,12,module_2,False,[1.5707963267948966]
136,sx,12,module_2,False,[]
137,rz,12,module_2,False,[1.5707963267948966]
138,cx,"1,12","module_0,module_2",True,[]
139,rz,12,module_2,False,[-8.010497519254159]
140,cx,"1,12","module_0,module_2",True,[]
141,sx,1,module_0,False,[]
142,rz,1,module_0,False,[-8.71771710855091]
143,sx,1,module_0,False,[]
144,rz,1,module_0,False,[9.42477796076938]
145,cx,"1,9","module_0,module_1",True,[]
146,cx,"8,12","module_1,module_2",True,[]
147,rz,9,module_1,False,[-0.7071455179907776]
148,cx,"1,9","module_0,module_1",True,[]
149,rz,12,module_2,False,[-8.010497519254159]
150,cx,"8,12","module_1,module_2",True,[]
151,sx,8,module_1,False,[]
152,rz,8,module_1,False,[-8.71771710855091]
153,sx,8,module_1,False,[]
154,rz,8,module_1,False,[9.42477796076938]
155,cx,"8,9",module_1,False,[]
156,rz,9,module_1,False,[-0.7071455179907776]
157,cx,"8,9",module_1,False,[]
158,rz,9,module_1,False,[1.5707963267948966]
159,sx,9,module_1,False,[]
160,rz,9,module_1,False,[-10.838907098230264]
161,sx,9,module_1,False,[]
162,rz,9,module_1,False,[7.853981633974483]
163,rz,12,module_2,False,[1.5707963267948966]
164,sx,12,module_2,False,[]
165,rz,12,module_2,False,[-8.71771710855091]
166,sx,12,module_2,False,[]
167,rz,12,module_2,False,[7.853981633974483]
168,cx,"1,12","module_0,module_2",True,[]
169,rz,12,module_2,False,[-0.7071455179907776]
170,cx,"1,12","module_0,module_2",True,[]
171,sx,1,module_0,False,[]
172,rz,1,module_0,False,[-10.838907098230264]
173,sx,1,module_0,False,[]
174,rz,1,module_0,False,[7.853981633974483]
175,cx,"8,12","module_1,module_2",True,[]
176,rz,12,module_2,False,[-0.7071455179907776]
177,cx,"8,12","module_1,module_2",True,[]
178,sx,8,module_1,False,[]
179,rz,8,module_1,False,[-10.838907098230264]
180,sx,8,module_1,False,[]
181,rz,8,module_1,False,[7.853981633974483]
182,rz,12,module_2,False,[1.5707963267948966]
183,sx,12,module_2,False,[]
184,rz,12,module_2,False,[-10.838907098230264]
185,sx,12,module_2,False,[]
186,rz,12,module_2,False,[7.853981633974483]
187,rz,13,module_2,False,[1.5707963267948966]
188,sx,13,module_2,False,[]
189,rz,13,module_2,False,[1.5707963267948966]
190,cx,"2,13","module_0,module_2",True,[]
191,rz,13,module_2,False,[-8.010497519254159]
192,cx,"2,13","module_0,module_2",True,[]
193,sx,2,module_0,False,[]
194,rz,2,module_0,False,[-8.71771710855091]
195,sx,2,module_0,False,[]
196,rz,2,module_0,False,[9.42477796076938]
197,cx,"2,3",module_0,False,[]
198,rz,3,module_0,False,[-0.7071455179907776]
199,cx,"2,3",module_0,False,[]
200,cx,"10,13",module_2,False,[]
201,rz,13,module_2,False,[-8.010497519254159]
202,cx,"10,13",module_2,False,[]
203,rz,10,module_2,False,[1.5707963267948966]
204,sx,10,module_2,False,[]
205,rz,10,module_2,False,[-8.71771710855091]
206,sx,10,module_2,False,[]
207,rz,10,module_2,False,[7.853981633974483]
208,cx,"0,10","module_0,module_2",True,[]
209,rz,10,module_2,False,[-0.7071455179907776]
210,cx,"0,10","module_0,module_2",True,[]
211,cx,"0,11","module_0,module_2",True,[]
212,rz,11,module_2,False,[-0.7071455179907776]
213,cx,"0,11","module_0,module_2",True,[]
214,sx,0,module_0,False,[]
215,rz,0,module_0,False,[-10.838907098230264]
216,sx,0,module_0,False,[]
217,rz,0,module_0,False,[7.853981633974483]
218,cx,"3,11","module_0,module_2",True,[]
219,rz,11,module_2,False,[-0.7071455179907776]
220,cx,"3,11","module_0,module_2",True,[]
221,rz,3,module_0,False,[1.5707963267948966]
222,sx,3,module_0,False,[]
223,rz,3,module_0,False,[-10.838907098230264]
224,sx,3,module_0,False,[]
225,rz,3,module_0,False,[7.853981633974483]
226,rz,11,module_2,False,[1.5707963267948966]
227,sx,11,module_2,False,[]
228,rz,11,module_2,False,[-10.838907098230264]
229,sx,11,module_2,False,[]
230,rz,11,module_2,False,[7.853981633974483]
231,rz,13,module_2,False,[1.5707963267948966]
232,sx,13,module_2,False,[]
233,rz,13,module_2,False,[-8.71771710855091]
234,sx,13,module_2,False,[]
235,rz,13,module_2,False,[7.853981633974483]
236,cx,"2,13","module_0,module_2",True,[]
237,rz,13,module_2,False,[-0.7071455179907776]
238,cx,"2,13","module_0,module_2",True,[]
239,sx,2,module_0,False,[]
240,rz,2,module_0,False,[-10.838907098230264]
241,sx,2,module_0,False,[]
242,rz,2,module_0,False,[7.853981633974483]
243,cx,"10,13",module_2,False,[]
244,rz,13,module_2,False,[-0.7071455179907776]
245,cx,"10,13",module_2,False,[]
246,rz,10,module_2,False,[1.5707963267948966]
247,sx,10,module_2,False,[]
248,rz,10,module_2,False,[-10.838907098230264]
249,sx,10,module_2,False,[]
250,rz,10,module_2,False,[7.853981633974483]
251,rz,13,module_2,False,[1.5707963267948966]
252,sx,13,module_2,False,[]
253,rz,13,module_2,False,[-10.838907098230264]
254,sx,13,module_2,False,[]
255,rz,13,module_2,False,[7.853981633974483]
256,barrier,"0,1,2,3,4,5,6,7,8,9,10,11,12,13","module_0,module_1,module_2",True,[]
257,measure,0,module_0,False,[]
258,measure,1,module_0,False,[]
259,measure,2,module_0,False,[]
260,measure,3,module_0,False,[]
261,measure,4,module_0,False,[]
262,measure,5,module_1,False,[]
263,measure,6,module_1,False,[]
264,measure,7,module_1,False,[]
265,measure,8,module_1,False,[]
266,measure,9,module_1,False,[]
267,measure,10,module_2,False,[]
268,measure,11,module_2,False,[]
269,measure,12,module_2,False,[]
270,measure,13,module_2,False,[]
