qaoa_label,num_qubits,qasm_file,start_offset_ns,actual_victim_start_ns,attacker_estimated_start_ns,observation_duration_ns,probe_round_period_ns,probe_name,spacing_pattern,placement,execution_mode,hub_max_concurrent_transfers,total_attacker_probes,baseline_avg_waiting_time_ns,baseline_max_waiting_time_ns,avg_excess_turnaround_time_ns,median_excess_turnaround_time_ns,max_excess_turnaround_time_ns,total_excess_turnaround_time_ns,delayed_probe_count,contention_observed_fraction,victim_only_duration_ns,victim_on_duration_ns,victim_slowdown_ns,victim_slowdown_ratio,trace_event_count_evaluator_only,cross_module_operation_count_evaluator_only,cx_count_evaluator_only,circuit_depth_evaluator_only
qaoa_n6,6,qaoa_nativegates_ibm_qiskit_opt3_6.qasm,-500,500,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,195.83333333333334,0.0,2155.0,9400.0,8,0.16666666666666666,2805.0,2915.0,110.0,1.0392156862745099,117,25,24,29
qaoa_n6,6,qaoa_nativegates_ibm_qiskit_opt3_6.qasm,-250,750,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,215.52083333333334,0.0,2215.0,10345.0,9,0.1875,2805.0,2915.0,110.0,1.0392156862745099,117,25,24,29
qaoa_n6,6,qaoa_nativegates_ibm_qiskit_opt3_6.qasm,0,1000,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,218.125,0.0,2140.0,10470.0,8,0.16666666666666666,2805.0,3010.0,205.0,1.0730837789661318,117,25,24,29
qaoa_n6,6,qaoa_nativegates_ibm_qiskit_opt3_6.qasm,250,1250,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,221.35416666666666,0.0,2295.0,10625.0,9,0.1875,2805.0,2915.0,110.0,1.0392156862745099,117,25,24,29
qaoa_n6,6,qaoa_nativegates_ibm_qiskit_opt3_6.qasm,500,1500,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,211.25,0.0,2140.0,10140.0,8,0.16666666666666666,2805.0,2930.0,125.0,1.0445632798573976,117,25,24,29
qaoa_n6,6,qaoa_nativegates_ibm_qiskit_opt3_6.qasm,750,1750,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,220.10416666666666,0.0,2255.0,10565.0,9,0.1875,2805.0,3025.0,220.0,1.0784313725490196,117,25,24,29
qaoa_n6,6,qaoa_nativegates_ibm_qiskit_opt3_6.qasm,1000,2000,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,218.22916666666666,0.0,2205.0,10475.0,9,0.1875,2805.0,2915.0,110.0,1.0392156862745099,117,25,24,29
qaoa_n7,7,qaoa_nativegates_ibm_qiskit_opt3_7.qasm,-1000,0,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,128.75,0.0,1805.0,6180.0,6,0.125,2835.0,2835.0,0.0,1.0,137,25,28,32
qaoa_n7,7,qaoa_nativegates_ibm_qiskit_opt3_7.qasm,-750,250,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,164.0625,0.0,2055.0,7875.0,7,0.14583333333333334,2835.0,2835.0,0.0,1.0,137,25,28,32
qaoa_n7,7,qaoa_nativegates_ibm_qiskit_opt3_7.qasm,-500,500,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,191.66666666666666,0.0,1995.0,9200.0,8,0.16666666666666666,2835.0,2945.0,110.0,1.0388007054673722,137,25,28,32
qaoa_n7,7,qaoa_nativegates_ibm_qiskit_opt3_7.qasm,-250,750,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,211.97916666666666,0.0,2245.0,10175.0,9,0.1875,2835.0,2945.0,110.0,1.0388007054673722,137,25,28,32
qaoa_n7,7,qaoa_nativegates_ibm_qiskit_opt3_7.qasm,0,1000,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,211.25,0.0,2140.0,10140.0,8,0.16666666666666666,2835.0,3010.0,175.0,1.0617283950617284,137,25,28,32
qaoa_n7,7,qaoa_nativegates_ibm_qiskit_opt3_7.qasm,250,1250,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,215.3125,0.0,2205.0,10335.0,9,0.1875,2835.0,3055.0,220.0,1.0776014109347443,137,25,28,32
qaoa_n7,7,qaoa_nativegates_ibm_qiskit_opt3_7.qasm,500,1500,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,200.0,0.0,2155.0,9600.0,8,0.16666666666666666,2835.0,2945.0,110.0,1.0388007054673722,137,25,28,32
qaoa_n7,7,qaoa_nativegates_ibm_qiskit_opt3_7.qasm,750,1750,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,218.85416666666666,0.0,2095.0,10505.0,9,0.1875,2835.0,3055.0,220.0,1.0776014109347443,137,25,28,32
qaoa_n7,7,qaoa_nativegates_ibm_qiskit_opt3_7.qasm,1000,2000,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,210.10416666666666,0.0,2235.0,10085.0,9,0.1875,2835.0,2945.0,110.0,1.0388007054673722,137,25,28,32
qaoa_n8,8,qaoa_nativegates_ibm_qiskit_opt3_8.qasm,-1000,0,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,128.75,0.0,1805.0,6180.0,6,0.125,2835.0,2835.0,0.0,1.0,155,25,32,29
qaoa_n8,8,qaoa_nativegates_ibm_qiskit_opt3_8.qasm,-750,250,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,164.0625,0.0,2055.0,7875.0,7,0.14583333333333334,2835.0,2835.0,0.0,1.0,155,25,32,29
qaoa_n8,8,qaoa_nativegates_ibm_qiskit_opt3_8.qasm,-500,500,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,184.79166666666666,0.0,1995.0,8870.0,8,0.16666666666666666,2835.0,2945.0,110.0,1.0388007054673722,155,25,32,29
qaoa_n8,8,qaoa_nativegates_ibm_qiskit_opt3_8.qasm,-250,750,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,204.89583333333334,0.0,2125.0,9835.0,9,0.1875,2835.0,3055.0,220.0,1.0776014109347443,155,25,32,29
qaoa_n8,8,qaoa_nativegates_ibm_qiskit_opt3_8.qasm,0,1000,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,206.66666666666666,0.0,2140.0,9920.0,8,0.16666666666666666,2835.0,3010.0,175.0,1.0617283950617284,155,25,32,29
qaoa_n8,8,qaoa_nativegates_ibm_qiskit_opt3_8.qasm,250,1250,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,201.5625,0.0,2015.0,9675.0,9,0.1875,2835.0,3055.0,220.0,1.0776014109347443,155,25,32,29
qaoa_n8,8,qaoa_nativegates_ibm_qiskit_opt3_8.qasm,500,1500,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,195.41666666666666,0.0,2155.0,9380.0,8,0.16666666666666666,2835.0,2945.0,110.0,1.0388007054673722,155,25,32,29
qaoa_n8,8,qaoa_nativegates_ibm_qiskit_opt3_8.qasm,750,1750,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,207.39583333333334,0.0,2095.0,9955.0,9,0.1875,2835.0,3055.0,220.0,1.0776014109347443,155,25,32,29
qaoa_n8,8,qaoa_nativegates_ibm_qiskit_opt3_8.qasm,1000,2000,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,203.02083333333334,0.0,2115.0,9745.0,9,0.1875,2835.0,3055.0,220.0,1.0776014109347443,155,25,32,29
qaoa_n9,9,qaoa_nativegates_ibm_qiskit_opt3_9.qasm,-1000,0,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,270.9375,0.0,2685.0,13005.0,9,0.1875,3715.0,3715.0,0.0,1.0,173,33,36,31
qaoa_n9,9,qaoa_nativegates_ibm_qiskit_opt3_9.qasm,-750,250,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,318.3333333333333,0.0,2815.0,15280.0,10,0.20833333333333334,3715.0,3825.0,110.0,1.0296096904441454,173,33,36,31
qaoa_n9,9,qaoa_nativegates_ibm_qiskit_opt3_9.qasm,-500,500,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,351.5625,0.0,2875.0,16875.0,11,0.22916666666666666,3715.0,3825.0,110.0,1.0296096904441454,173,33,36,31
qaoa_n9,9,qaoa_nativegates_ibm_qiskit_opt3_9.qasm,-250,750,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,367.9166666666667,0.0,2815.0,17660.0,12,0.25,3715.0,3935.0,220.0,1.0592193808882908,173,33,36,31
qaoa_n9,9,qaoa_nativegates_ibm_qiskit_opt3_9.qasm,0,1000,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,373.3333333333333,0.0,3020.0,17920.0,11,0.22916666666666666,3715.0,3890.0,175.0,1.047106325706595,173,33,36,31
qaoa_n9,9,qaoa_nativegates_ibm_qiskit_opt3_9.qasm,250,1250,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,381.0416666666667,0.0,2895.0,18290.0,12,0.25,3715.0,3935.0,220.0,1.0592193808882908,173,33,36,31
qaoa_n9,9,qaoa_nativegates_ibm_qiskit_opt3_9.qasm,500,1500,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,365.1041666666667,0.0,2915.0,17525.0,11,0.22916666666666666,3715.0,3935.0,220.0,1.0592193808882908,173,33,36,31
qaoa_n9,9,qaoa_nativegates_ibm_qiskit_opt3_9.qasm,750,1750,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,382.7083333333333,0.0,2975.0,18370.0,12,0.25,3715.0,3935.0,220.0,1.0592193808882908,173,33,36,31
qaoa_n9,9,qaoa_nativegates_ibm_qiskit_opt3_9.qasm,1000,2000,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,365.4166666666667,0.0,2805.0,17540.0,12,0.25,3715.0,3935.0,220.0,1.0592193808882908,173,33,36,31
qaoa_n10,10,qaoa_nativegates_ibm_qiskit_opt3_10.qasm,-1000,0,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,202.5,0.0,2300.0,9720.0,8,0.16666666666666666,3330.0,3330.0,0.0,1.0,195,29,40,35
qaoa_n10,10,qaoa_nativegates_ibm_qiskit_opt3_10.qasm,-750,250,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,233.95833333333334,0.0,2240.0,11230.0,9,0.1875,3330.0,3440.0,110.0,1.033033033033033,195,29,40,35
qaoa_n10,10,qaoa_nativegates_ibm_qiskit_opt3_10.qasm,-500,500,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,260.4166666666667,0.0,2490.0,12500.0,10,0.20833333333333334,3330.0,3440.0,110.0,1.033033033033033,195,29,40,35
qaoa_n10,10,qaoa_nativegates_ibm_qiskit_opt3_10.qasm,-250,750,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,268.75,0.0,2430.0,12900.0,10,0.20833333333333334,3330.0,3550.0,220.0,1.0660660660660661,195,29,40,35
qaoa_n10,10,qaoa_nativegates_ibm_qiskit_opt3_10.qasm,0,1000,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,269.7916666666667,0.0,2460.0,12950.0,10,0.20833333333333334,3330.0,3560.0,230.0,1.0690690690690692,195,29,40,35
qaoa_n10,10,qaoa_nativegates_ibm_qiskit_opt3_10.qasm,250,1250,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,276.875,0.0,2510.0,13290.0,11,0.22916666666666666,3330.0,3550.0,220.0,1.0660660660660661,195,29,40,35
qaoa_n10,10,qaoa_nativegates_ibm_qiskit_opt3_10.qasm,500,1500,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,266.0416666666667,0.0,2340.0,12770.0,10,0.20833333333333334,3330.0,3550.0,220.0,1.0660660660660661,195,29,40,35
qaoa_n10,10,qaoa_nativegates_ibm_qiskit_opt3_10.qasm,750,1750,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,281.4583333333333,0.0,2580.0,13510.0,10,0.20833333333333334,3330.0,3540.0,210.0,1.063063063063063,195,29,40,35
qaoa_n10,10,qaoa_nativegates_ibm_qiskit_opt3_10.qasm,1000,2000,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,268.9583333333333,0.0,2420.0,12910.0,10,0.20833333333333334,3330.0,3550.0,220.0,1.0660660660660661,195,29,40,35
qaoa_n11,11,qaoa_nativegates_ibm_qiskit_opt3_11.qasm,-1000,0,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,367.8125,0.0,3155.0,17655.0,11,0.22916666666666666,4185.0,4185.0,0.0,1.0,215,37,44,32
qaoa_n11,11,qaoa_nativegates_ibm_qiskit_opt3_11.qasm,-750,250,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,404.2708333333333,0.0,3095.0,19405.0,11,0.22916666666666666,4185.0,4295.0,110.0,1.026284348864994,215,37,44,32
qaoa_n11,11,qaoa_nativegates_ibm_qiskit_opt3_11.qasm,-500,500,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,438.9583333333333,0.0,3115.0,21070.0,12,0.25,4185.0,4405.0,220.0,1.052568697729988,215,37,44,32
qaoa_n11,11,qaoa_nativegates_ibm_qiskit_opt3_11.qasm,-250,750,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,452.6041666666667,0.0,3285.0,21725.0,13,0.2708333333333333,4185.0,4405.0,220.0,1.052568697729988,215,37,44,32
qaoa_n11,11,qaoa_nativegates_ibm_qiskit_opt3_11.qasm,0,1000,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,452.7083333333333,0.0,3150.0,21730.0,13,0.2708333333333333,4185.0,4440.0,255.0,1.060931899641577,215,37,44,32
qaoa_n11,11,qaoa_nativegates_ibm_qiskit_opt3_11.qasm,250,1250,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,462.8125,0.0,3365.0,22215.0,13,0.2708333333333333,4185.0,4405.0,220.0,1.052568697729988,215,37,44,32
qaoa_n11,11,qaoa_nativegates_ibm_qiskit_opt3_11.qasm,500,1500,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,446.5625,0.0,3195.0,21435.0,13,0.2708333333333333,4185.0,4405.0,220.0,1.052568697729988,215,37,44,32
qaoa_n11,11,qaoa_nativegates_ibm_qiskit_opt3_11.qasm,750,1750,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,471.25,0.0,3325.0,22620.0,14,0.2916666666666667,4185.0,4515.0,330.0,1.0788530465949822,215,37,44,32
qaoa_n11,11,qaoa_nativegates_ibm_qiskit_opt3_11.qasm,1000,2000,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,449.8958333333333,0.0,3275.0,21595.0,13,0.2708333333333333,4185.0,4405.0,220.0,1.052568697729988,215,37,44,32
qaoa_n12,12,qaoa_nativegates_ibm_qiskit_opt3_12.qasm,-1000,0,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,128.125,0.0,1700.0,6150.0,6,0.125,2850.0,2960.0,110.0,1.03859649122807,235,25,48,35
qaoa_n12,12,qaoa_nativegates_ibm_qiskit_opt3_12.qasm,-750,250,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,145.41666666666666,0.0,1760.0,6980.0,7,0.14583333333333334,2850.0,2960.0,110.0,1.03859649122807,235,25,48,35
qaoa_n12,12,qaoa_nativegates_ibm_qiskit_opt3_12.qasm,-500,500,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,173.33333333333334,0.0,1890.0,8320.0,8,0.16666666666666666,2850.0,3070.0,220.0,1.0771929824561404,235,25,48,35
qaoa_n12,12,qaoa_nativegates_ibm_qiskit_opt3_12.qasm,-250,750,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,180.20833333333334,0.0,1950.0,8650.0,9,0.1875,2850.0,3070.0,220.0,1.0771929824561404,235,25,48,35
qaoa_n12,12,qaoa_nativegates_ibm_qiskit_opt3_12.qasm,0,1000,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,174.375,0.0,1830.0,8370.0,8,0.16666666666666666,2850.0,3120.0,270.0,1.0947368421052632,235,25,48,35
qaoa_n12,12,qaoa_nativegates_ibm_qiskit_opt3_12.qasm,250,1250,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,192.70833333333334,0.0,1910.0,9250.0,9,0.1875,2850.0,3180.0,330.0,1.1157894736842104,235,25,48,35
qaoa_n12,12,qaoa_nativegates_ibm_qiskit_opt3_12.qasm,500,1500,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,170.20833333333334,0.0,1860.0,8170.0,8,0.16666666666666666,2850.0,3070.0,220.0,1.0771929824561404,235,25,48,35
qaoa_n12,12,qaoa_nativegates_ibm_qiskit_opt3_12.qasm,750,1750,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,196.25,0.0,1990.0,9420.0,9,0.1875,2850.0,3180.0,330.0,1.1157894736842104,235,25,48,35
qaoa_n12,12,qaoa_nativegates_ibm_qiskit_opt3_12.qasm,1000,2000,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,178.33333333333334,0.0,1940.0,8560.0,9,0.1875,2850.0,3070.0,220.0,1.0771929824561404,235,25,48,35
qaoa_n13,13,qaoa_nativegates_ibm_qiskit_opt3_13.qasm,-1000,0,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,356.1458333333333,0.0,2845.0,17095.0,11,0.22916666666666666,4185.0,4295.0,110.0,1.026284348864994,253,37,52,32
qaoa_n13,13,qaoa_nativegates_ibm_qiskit_opt3_13.qasm,-750,250,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,390.5208333333333,0.0,3095.0,18745.0,11,0.22916666666666666,4185.0,4295.0,110.0,1.026284348864994,253,37,52,32
qaoa_n13,13,qaoa_nativegates_ibm_qiskit_opt3_13.qasm,-500,500,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,420.625,0.0,3035.0,20190.0,12,0.25,4185.0,4405.0,220.0,1.052568697729988,253,37,52,32
qaoa_n13,13,qaoa_nativegates_ibm_qiskit_opt3_13.qasm,-250,750,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,440.9375,0.0,2975.0,21165.0,13,0.2708333333333333,4185.0,4515.0,330.0,1.0788530465949822,253,37,52,32
qaoa_n13,13,qaoa_nativegates_ibm_qiskit_opt3_13.qasm,0,1000,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,434.375,0.0,3150.0,20850.0,13,0.2708333333333333,4185.0,4440.0,255.0,1.060931899641577,253,37,52,32
qaoa_n13,13,qaoa_nativegates_ibm_qiskit_opt3_13.qasm,250,1250,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,444.2708333333333,0.0,3055.0,21325.0,13,0.2708333333333333,4185.0,4515.0,330.0,1.0788530465949822,253,37,52,32
qaoa_n13,13,qaoa_nativegates_ibm_qiskit_opt3_13.qasm,500,1500,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,437.3958333333333,0.0,3195.0,20995.0,13,0.2708333333333333,4185.0,4405.0,220.0,1.052568697729988,253,37,52,32
qaoa_n13,13,qaoa_nativegates_ibm_qiskit_opt3_13.qasm,750,1750,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,450.625,0.0,3135.0,21630.0,14,0.2916666666666667,4185.0,4515.0,330.0,1.0788530465949822,253,37,52,32
qaoa_n13,13,qaoa_nativegates_ibm_qiskit_opt3_13.qasm,1000,2000,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,438.2291666666667,0.0,2965.0,21035.0,13,0.2708333333333333,4185.0,4515.0,330.0,1.0788530465949822,253,37,52,32
qaoa_n14,14,qaoa_nativegates_ibm_qiskit_opt3_14.qasm,-1000,0,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,346.9791666666667,0.0,2845.0,16655.0,11,0.22916666666666666,4185.0,4295.0,110.0,1.026284348864994,271,37,56,32
qaoa_n14,14,qaoa_nativegates_ibm_qiskit_opt3_14.qasm,-750,250,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,388.0208333333333,0.0,2975.0,18625.0,11,0.22916666666666666,4185.0,4405.0,220.0,1.052568697729988,271,37,56,32
qaoa_n14,14,qaoa_nativegates_ibm_qiskit_opt3_14.qasm,-500,500,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,402.2916666666667,0.0,3035.0,19310.0,12,0.25,4185.0,4405.0,220.0,1.052568697729988,271,37,56,32
qaoa_n14,14,qaoa_nativegates_ibm_qiskit_opt3_14.qasm,-250,750,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,431.7708333333333,0.0,2975.0,20725.0,13,0.2708333333333333,4185.0,4515.0,330.0,1.0788530465949822,271,37,56,32
qaoa_n14,14,qaoa_nativegates_ibm_qiskit_opt3_14.qasm,0,1000,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,420.625,0.0,3150.0,20190.0,13,0.2708333333333333,4185.0,4440.0,255.0,1.060931899641577,271,37,56,32
qaoa_n14,14,qaoa_nativegates_ibm_qiskit_opt3_14.qasm,250,1250,1000,20000,420,probe_3_light_periodic,uniform,P1_disjoint,static_distributed,1,48,0.0,0.0,432.8125,0.0,3055.0,20775.0,13,0.2708333333333333,4185.0,4515.0,330.0,1.0788530465949822,271,37,56,32
