trace_id,base_schedule_id,repeat_id,schedule_profile,link_success_probability,condition_id,task_name,evaluator_label,runtime_mode,post_pipeline,distillation_depth,retry_limit,uses_prefetch,victim_route_offset,victim_remote_operation_count,victim_success_fraction,actual_generation_attempt_count,actual_retry_count,victim_mean_request_slowdown,victim_makespan_slowdown
cdf6d89fb636ec9f790b,base_0000,0,sparse_periodic,0.65,service_control_high_fidelity,service_label_only_control,high_fidelity,custom_epr,generic_epr,1,4,False,2,17,0.9411764705882353,52,20,1.0638113323058789,1.003572007421892
77b52eb3a2c14a286dfe,base_0000,0,sparse_periodic,0.8,protocol_direct,protocol_inference,direct_transfer,direct,direct,0,1,False,2,17,1.0,0,0,1.2039375040003495,1.0136222118220322
02a827c1c4f53489d848,base_0000,0,sparse_periodic,0.8,protocol_on_demand,protocol_inference,on_demand_epr,custom_epr,generic_epr,0,4,False,2,17,1.0,17,0,1.1136657404014159,1.0036795328172032
7b8630f10c1a5604ee6f,base_0000,0,sparse_periodic,0.8,protocol_prefetch,protocol_inference,prefetched_epr,prefetch,generic_epr,0,4,True,2,17,1.0,54,7,1.2472095933815694,1.0036795328172032
8f3c0e3b7c00501eb62b,base_0000,0,sparse_periodic,0.8,protocol_telegate,protocol_inference,telegate,prefetch,telegate,0,4,True,2,17,1.0,57,10,1.1900131214690481,1.0036737124517456
e3c24933d3966b78dca1,base_0000,0,sparse_periodic,0.8,protocol_teledata,protocol_inference,teledata,prefetch,teledata,0,4,True,2,17,1.0,57,10,1.201035541829251,1.0036659805475043
7a303845c9546c539be7,base_0000,0,sparse_periodic,0.8,distill_0,distillation_depth_inference,distill_0,custom_epr,generic_epr,0,6,False,2,17,1.0,22,5,1.0737573778829423,1.0036795328172032
3b212637c8a00ef4ab9b,base_0000,0,sparse_periodic,0.8,distill_1,distillation_depth_inference,distill_1,custom_epr,generic_epr,1,6,False,2,17,1.0,44,10,1.0949435528093407,1.00361650577274
d671ad109512845e4cb1,base_0000,0,sparse_periodic,0.8,distill_2,distillation_depth_inference,distill_2,custom_epr,generic_epr,2,6,False,2,17,1.0,84,16,1.0416684718375715,1.0035125804325136
306ca24ecab87a3dc70e,base_0000,0,sparse_periodic,0.8,retry_1,retry_policy_inference,retry_1,custom_epr,generic_epr,0,1,False,2,17,0.7647058823529411,17,4,1.0444455044766972,1.0036795328172032
e3afbba3cd9a19b9f03a,base_0000,0,sparse_periodic,0.8,retry_2,retry_policy_inference,retry_2,custom_epr,generic_epr,0,2,False,2,17,0.9411764705882353,20,4,1.1136657404014159,1.0036795328172032
65b43974e329c829f443,base_0000,0,sparse_periodic,0.8,retry_4,retry_policy_inference,retry_4,custom_epr,generic_epr,0,4,False,2,17,1.0,21,4,1.1346741437627603,1.0036795328172032
cf5c32d5b0d2bfe2766d,base_0000,0,sparse_periodic,0.8,service_low_latency,service_class_inference,low_latency,custom_epr,generic_epr,0,4,False,2,17,1.0,29,12,1.1214668878295513,1.0036795328172032
f3b148e35474135d5b58,base_0000,0,sparse_periodic,0.8,service_high_fidelity,service_class_inference,high_fidelity,custom_epr,generic_epr,2,4,False,2,17,1.0,80,12,1.0316335773918526,1.0034705879325307
4545e8b8b2ac3602c4b9,base_0000,0,sparse_periodic,0.8,protocol_control_direct_transfer,protocol_label_only_control,direct_transfer,prefetch,generic_epr,0,4,True,2,17,1.0,53,6,1.221590248883418,1.0036795328172032
197cff07f6ec1d39b4b7,base_0000,0,sparse_periodic,0.8,protocol_control_on_demand_epr,protocol_label_only_control,on_demand_epr,prefetch,generic_epr,0,4,True,2,17,1.0,53,6,1.221590248883418,1.0036795328172032
d01b6dadd001f61ae206,base_0000,0,sparse_periodic,0.8,protocol_control_prefetched_epr,protocol_label_only_control,prefetched_epr,prefetch,generic_epr,0,4,True,2,17,1.0,53,6,1.221590248883418,1.0036795328172032
4ef9820a40cfd14a40e6,base_0000,0,sparse_periodic,0.8,protocol_control_telegate,protocol_label_only_control,telegate,prefetch,generic_epr,0,4,True,2,17,1.0,53,6,1.221590248883418,1.0036795328172032
a5d9fa1ae4dee33b9f3e,base_0000,0,sparse_periodic,0.8,protocol_control_teledata,protocol_label_only_control,teledata,prefetch,generic_epr,0,4,True,2,17,1.0,53,6,1.221590248883418,1.0036795328172032
49f78931754f0de94f0e,base_0000,0,sparse_periodic,0.8,service_control_low_latency,service_label_only_control,low_latency,custom_epr,generic_epr,1,4,False,2,17,0.9411764705882353,41,8,1.0941586011370803,1.00361650577274
cc5c34d1ac1e40a4090b,base_0000,0,sparse_periodic,0.8,service_control_high_fidelity,service_label_only_control,high_fidelity,custom_epr,generic_epr,1,4,False,2,17,0.9411764705882353,41,8,1.0941586011370803,1.00361650577274
0f7b845dba3a0911e5f9,base_0000,0,sparse_periodic,0.95,protocol_direct,protocol_inference,direct_transfer,direct,direct,0,1,False,2,17,1.0,0,0,1.2039375040003495,1.0136222118220322
ba86f88f1833a2f5bd61,base_0000,0,sparse_periodic,0.95,protocol_on_demand,protocol_inference,on_demand_epr,custom_epr,generic_epr,0,4,False,2,17,1.0,18,1,1.1346741437627603,1.0036795328172032
bb5304dabe76626cdf1d,base_0000,0,sparse_periodic,0.95,protocol_prefetch,protocol_inference,prefetched_epr,prefetch,generic_epr,0,4,True,2,17,1.0,47,0,1.2048367120256371,1.0036795328172032
2e052b9dde6b4a832bdc,base_0000,0,sparse_periodic,0.95,protocol_telegate,protocol_inference,telegate,prefetch,telegate,0,4,True,2,17,1.0,51,4,1.2303357021142094,1.0036737124517456
fe10b7a131a862c724af,base_0000,0,sparse_periodic,0.95,protocol_teledata,protocol_inference,teledata,prefetch,teledata,0,4,True,2,17,1.0,49,2,1.2687329765343585,1.0036659805475043
736fd6b987ceb9d3a7d9,base_0000,0,sparse_periodic,0.95,distill_0,distillation_depth_inference,distill_0,custom_epr,generic_epr,0,6,False,2,17,1.0,20,3,1.0824336189056027,1.0036795328172032
4d080f40edd4b1c50ecc,base_0000,0,sparse_periodic,0.95,distill_1,distillation_depth_inference,distill_1,custom_epr,generic_epr,1,6,False,2,17,1.0,35,1,1.0987207211953882,1.00361650577274
aef8e7679214f07d959b,base_0000,0,sparse_periodic,0.95,distill_2,distillation_depth_inference,distill_2,custom_epr,generic_epr,2,6,False,2,17,1.0,69,1,1.0422069856229361,1.0035125804325136
2ae9bd1e2ce8cddc1a6e,base_0000,0,sparse_periodic,0.95,retry_1,retry_policy_inference,retry_1,custom_epr,generic_epr,0,1,False,2,17,0.9411764705882353,17,1,1.0797290888177056,1.0036795328172032
ce2026f02d1e66118a50,base_0000,0,sparse_periodic,0.95,retry_2,retry_policy_inference,retry_2,custom_epr,generic_epr,0,2,False,2,17,0.9411764705882353,18,2,1.084631049602019,1.0036795328172032
1a5061647d368ce677f1,base_0000,0,sparse_periodic,0.95,retry_4,retry_policy_inference,retry_4,custom_epr,generic_epr,0,4,False,2,17,1.0,18,1,1.1136657404014159,1.0036795328172032
3c044a233a993adffa45,base_0000,0,sparse_periodic,0.95,service_low_latency,service_class_inference,low_latency,custom_epr,generic_epr,0,4,False,2,17,1.0,18,1,1.1136657404014159,1.0036795328172032
33d757b6f44227f61fc6,base_0000,0,sparse_periodic,0.95,service_high_fidelity,service_class_inference,high_fidelity,custom_epr,generic_epr,2,4,False,2,17,1.0,74,6,1.0389631891413829,1.0035125804325136
5e247565b7a827e96d8f,base_0000,0,sparse_periodic,0.95,protocol_control_direct_transfer,protocol_label_only_control,direct_transfer,prefetch,generic_epr,0,4,True,2,17,1.0,51,4,1.2012743890110655,1.0036410751025913
c87da333bef9ff1fc3e9,base_0000,0,sparse_periodic,0.95,protocol_control_on_demand_epr,protocol_label_only_control,on_demand_epr,prefetch,generic_epr,0,4,True,2,17,1.0,51,4,1.2012743890110655,1.0036410751025913
a928a7fd9f8c976dd45c,base_0000,0,sparse_periodic,0.95,protocol_control_prefetched_epr,protocol_label_only_control,prefetched_epr,prefetch,generic_epr,0,4,True,2,17,1.0,51,4,1.2012743890110655,1.0036410751025913
24cfb924d29be173866d,base_0000,0,sparse_periodic,0.95,protocol_control_telegate,protocol_label_only_control,telegate,prefetch,generic_epr,0,4,True,2,17,1.0,51,4,1.2012743890110655,1.0036410751025913
dc5749fcce480390439e,base_0000,0,sparse_periodic,0.95,protocol_control_teledata,protocol_label_only_control,teledata,prefetch,generic_epr,0,4,True,2,17,1.0,51,4,1.2012743890110655,1.0036410751025913
97d4b49bf2a30d043f72,base_0000,0,sparse_periodic,0.95,service_control_low_latency,service_label_only_control,low_latency,custom_epr,generic_epr,1,4,False,2,17,1.0,35,1,1.071486981493722,1.00361650577274
371e2359e1b589e3899e,base_0000,0,sparse_periodic,0.95,service_control_high_fidelity,service_label_only_control,high_fidelity,custom_epr,generic_epr,1,4,False,2,17,1.0,35,1,1.071486981493722,1.00361650577274
879749d0b0d89b3a59ad,base_0000,1,sparse_periodic,0.65,protocol_direct,protocol_inference,direct_transfer,direct,direct,0,1,False,2,17,1.0,0,0,1.2003018312976867,1.0137039879354541
4b4217d2258dce507137,base_0000,1,sparse_periodic,0.65,protocol_on_demand,protocol_inference,on_demand_epr,custom_epr,generic_epr,0,4,False,2,17,0.9411764705882353,32,16,1.1127601866471135,1.0037616849477136
a9f4dbb54ad446570e64,base_0000,1,sparse_periodic,0.65,protocol_prefetch,protocol_inference,prefetched_epr,prefetch,generic_epr,0,4,True,2,17,1.0,71,25,1.2166001732388692,1.0037616849477136
517b89f3859a31f59f5f,base_0000,1,sparse_periodic,0.65,protocol_telegate,protocol_inference,telegate,prefetch,telegate,0,4,True,2,17,1.0,66,21,1.1613175097404775,1.0036405769271868
68a1ec71170c2a709ed3,base_0000,1,sparse_periodic,0.65,protocol_teledata,protocol_inference,teledata,prefetch,teledata,0,4,True,2,17,1.0,70,23,1.150743626755295,1.0037478320602558
f661367b392088fa9acf,base_0000,1,sparse_periodic,0.65,distill_0,distillation_depth_inference,distill_0,custom_epr,generic_epr,0,6,False,2,17,1.0,19,2,1.1348888089485818,1.0037616849477136
ad6a44e2e1c02905808e,base_0000,1,sparse_periodic,0.65,distill_1,distillation_depth_inference,distill_1,custom_epr,generic_epr,1,6,False,2,17,1.0,53,19,1.0646754202505946,1.0036517740149282
ff52a6d1ab4f323e5e65,base_0000,1,sparse_periodic,0.65,distill_2,distillation_depth_inference,distill_2,custom_epr,generic_epr,2,6,False,2,17,1.0,100,32,1.0537350104188121,1.0035481036162888
8480f25f766b16376c5c,base_0000,1,sparse_periodic,0.65,retry_1,retry_policy_inference,retry_1,custom_epr,generic_epr,0,1,False,2,17,0.5882352941176471,17,7,1.051397289733379,1.003791717300239
1bd063aa08c6937a7136,base_0000,1,sparse_periodic,0.65,retry_2,retry_policy_inference,retry_2,custom_epr,generic_epr,0,2,False,2,17,0.8823529411764706,24,9,1.0756522938297137,1.0037616849477136
2c9368924293fdd70e34,base_0000,1,sparse_periodic,0.65,retry_4,retry_policy_inference,retry_4,custom_epr,generic_epr,0,4,False,2,17,1.0,30,13,1.1027065132604017,1.003623909453262
f891cec347a5a0bc3549,base_0000,1,sparse_periodic,0.65,service_low_latency,service_class_inference,low_latency,custom_epr,generic_epr,0,4,False,2,17,0.9411764705882353,27,11,1.0527773550806556,1.003714610346487
c0f7bd8a8bf34a5fa767,base_0000,1,sparse_periodic,0.65,service_high_fidelity,service_class_inference,high_fidelity,custom_epr,generic_epr,2,4,False,2,17,1.0,107,39,1.045088037385693,1.0035061930923277
48c692977b76637a10bb,base_0000,1,sparse_periodic,0.65,protocol_control_direct_transfer,protocol_label_only_control,direct_transfer,prefetch,generic_epr,0,4,True,2,17,1.0,68,23,1.1405166127511404,1.0137039879354541
628da1f5d4ade6ead029,base_0000,1,sparse_periodic,0.65,protocol_control_on_demand_epr,protocol_label_only_control,on_demand_epr,prefetch,generic_epr,0,4,True,2,17,1.0,68,23,1.1405166127511404,1.0137039879354541
078a3e4ec6ba2942edf7,base_0000,1,sparse_periodic,0.65,protocol_control_prefetched_epr,protocol_label_only_control,prefetched_epr,prefetch,generic_epr,0,4,True,2,17,1.0,68,23,1.1405166127511404,1.0137039879354541
6b468c40cdd660c4ed08,base_0000,1,sparse_periodic,0.65,protocol_control_telegate,protocol_label_only_control,telegate,prefetch,generic_epr,0,4,True,2,17,1.0,68,23,1.1405166127511404,1.0137039879354541
c9ec8b55c98966f41045,base_0000,1,sparse_periodic,0.65,protocol_control_teledata,protocol_label_only_control,teledata,prefetch,generic_epr,0,4,True,2,17,1.0,68,23,1.1405166127511404,1.0137039879354541
35222fd6bb5766f30e55,base_0000,1,sparse_periodic,0.65,service_control_low_latency,service_label_only_control,low_latency,custom_epr,generic_epr,1,4,False,2,17,1.0,52,18,1.0534250340152393,1.0036972597081943
8d8f53c496e677630f66,base_0000,1,sparse_periodic,0.65,service_control_high_fidelity,service_label_only_control,high_fidelity,custom_epr,generic_epr,1,4,False,2,17,1.0,52,18,1.0534250340152393,1.0036972597081943
b84caa21ceaff24dc246,base_0000,1,sparse_periodic,0.8,protocol_direct,protocol_inference,direct_transfer,direct,direct,0,1,False,2,17,1.0,0,0,1.2003018312976867,1.0137039879354541
7fb2df7f6973b2b7de88,base_0000,1,sparse_periodic,0.8,protocol_on_demand,protocol_inference,on_demand_epr,custom_epr,generic_epr,0,4,False,2,17,1.0,20,3,1.113880405587237,1.0037616849477136
4303e46344129adea3c9,base_0000,1,sparse_periodic,0.8,protocol_prefetch,protocol_inference,prefetched_epr,prefetch,generic_epr,0,4,True,2,17,1.0,57,10,1.1578099549272152,1.0037616849477136
3de7f83f57daa6efcaba,base_0000,1,sparse_periodic,0.8,protocol_telegate,protocol_inference,telegate,prefetch,telegate,0,4,True,2,17,1.0,58,12,1.1884598724071864,1.0037557354761215
9ed5d0f64933722f59f9,base_0000,1,sparse_periodic,0.8,protocol_teledata,protocol_inference,teledata,prefetch,teledata,0,4,True,2,17,1.0,61,16,1.1135376403565838,1.0037478320602558
46867d3313858ce72d2e,base_0000,1,sparse_periodic,0.8,distill_0,distillation_depth_inference,distill_0,custom_epr,generic_epr,0,6,False,2,17,1.0,24,7,1.1468124973428584,1.0037616849477136
c2c8731ab591efafe9f2,base_0000,1,sparse_periodic,0.8,distill_1,distillation_depth_inference,distill_1,custom_epr,generic_epr,1,6,False,2,17,1.0,41,7,1.0718594420873535,1.0036517740149282
59bb7ba0acd1488fc015,base_0000,1,sparse_periodic,0.8,distill_2,distillation_depth_inference,distill_2,custom_epr,generic_epr,2,6,False,2,17,1.0,83,15,1.056689426497603,1.0035910281984186
b10ec4d68a8a2af5bf36,base_0000,1,sparse_periodic,0.8,retry_1,retry_policy_inference,retry_1,custom_epr,generic_epr,0,1,False,2,17,0.8235294117647058,17,3,1.0799437540035268,1.0037616849477136
fd1367507f4647fcfcca,base_0000,1,sparse_periodic,0.8,retry_2,retry_policy_inference,retry_2,custom_epr,generic_epr,0,2,False,2,17,0.9411764705882353,20,4,1.109533171169378,1.0037616849477136
c05de75dcd5f24904541,base_0000,1,sparse_periodic,0.8,retry_4,retry_policy_inference,retry_4,custom_epr,generic_epr,0,4,False,2,17,1.0,21,4,1.1005936482130707,1.003714610346487
1f1003d1db964f831aa7,base_0000,1,sparse_periodic,0.8,service_low_latency,service_class_inference,low_latency,custom_epr,generic_epr,0,4,False,2,17,1.0,22,5,1.1046869846291103,1.0037616849477136
36f369d4d199edbe5951,base_0000,1,sparse_periodic,0.8,service_high_fidelity,service_class_inference,high_fidelity,custom_epr,generic_epr,2,4,False,2,17,1.0,76,8,1.0353557393157014,1.0035481036162888
84739de8ef9d3a2c1f61,base_0000,1,sparse_periodic,0.8,protocol_control_direct_transfer,protocol_label_only_control,direct_transfer,prefetch,generic_epr,0,4,True,2,17,1.0,62,15,1.0744116786771147,1.0037616849477136
b97d309e9f318b7d70a7,base_0000,1,sparse_periodic,0.8,protocol_control_on_demand_epr,protocol_label_only_control,on_demand_epr,prefetch,generic_epr,0,4,True,2,17,1.0,62,15,1.0744116786771147,1.0037616849477136
c4989dfd501262a2a123,base_0000,1,sparse_periodic,0.8,protocol_control_prefetched_epr,protocol_label_only_control,prefetched_epr,prefetch,generic_epr,0,4,True,2,17,1.0,62,15,1.0744116786771147,1.0037616849477136
0f85c3769d5e746562fd,base_0000,1,sparse_periodic,0.8,protocol_control_telegate,protocol_label_only_control,telegate,prefetch,generic_epr,0,4,True,2,17,1.0,62,15,1.0744116786771147,1.0037616849477136
259054f73bf400406a68,base_0000,1,sparse_periodic,0.8,protocol_control_teledata,protocol_label_only_control,teledata,prefetch,generic_epr,0,4,True,2,17,1.0,62,15,1.0744116786771147,1.0037616849477136
6adc9bec893bb3c26830,base_0000,1,sparse_periodic,0.8,service_control_low_latency,service_label_only_control,low_latency,custom_epr,generic_epr,1,4,False,2,17,1.0,44,10,1.04956877143815,1.0036972597081943
d8e2af7a25d64c6cc6e7,base_0000,1,sparse_periodic,0.8,service_control_high_fidelity,service_label_only_control,high_fidelity,custom_epr,generic_epr,1,4,False,2,17,1.0,44,10,1.04956877143815,1.0036972597081943
f0c214aee87578dc2b13,base_0000,1,sparse_periodic,0.95,protocol_direct,protocol_inference,direct_transfer,direct,direct,0,1,False,2,17,1.0,0,0,1.2003018312976867,1.0137039879354541
8b97fc79e7c754e4dab4,base_0000,1,sparse_periodic,0.95,protocol_on_demand,protocol_inference,on_demand_epr,custom_epr,generic_epr,0,4,False,2,17,1.0,17,0,1.113880405587237,1.0037616849477136
6121a40db48ff7629775,base_0000,1,sparse_periodic,0.95,protocol_prefetch,protocol_inference,prefetched_epr,prefetch,generic_epr,0,4,True,2,17,1.0,52,5,1.2166001732388692,1.0037616849477136
babd256a48556764348d,base_0000,1,sparse_periodic,0.95,protocol_telegate,protocol_inference,telegate,prefetch,telegate,0,4,True,2,17,1.0,50,3,1.1234782573251016,1.0037557354761215
0a1893121402093ea3fd,base_0000,1,sparse_periodic,0.95,protocol_teledata,protocol_inference,teledata,prefetch,teledata,0,4,True,2,17,1.0,50,3,1.1679101771699272,1.0037478320602558
8dbc28d5a331b38b7bdc,base_0000,1,sparse_periodic,0.95,distill_0,distillation_depth_inference,distill_0,custom_epr,generic_epr,0,6,False,2,17,1.0,18,1,1.113880405587237,1.0037616849477136
92075a429abc680c5a1e,base_0000,1,sparse_periodic,0.95,distill_1,distillation_depth_inference,distill_1,custom_epr,generic_epr,1,6,False,2,17,1.0,37,3,1.0734538108910376,1.0036517740149282
8ece38a2e3b22168b3c8,base_0000,1,sparse_periodic,0.95,distill_2,distillation_depth_inference,distill_2,custom_epr,generic_epr,2,6,False,2,17,1.0,70,2,1.0539299065681473,1.0035910281984186
1826c583efbc74e23427,base_0000,1,sparse_periodic,0.95,retry_1,retry_policy_inference,retry_1,custom_epr,generic_epr,0,1,False,2,17,0.9411764705882353,17,1,1.113880405587237,1.0037616849477136
a9015cfd2f0b4610fb19,base_0000,1,sparse_periodic,0.95,retry_2,retry_policy_inference,retry_2,custom_epr,generic_epr,0,2,False,2,17,0.9411764705882353,21,5,1.0836785812677658,1.0037616849477136
bbb31b62caafc7a80219,base_0000,1,sparse_periodic,0.95,retry_4,retry_policy_inference,retry_4,custom_epr,generic_epr,0,4,False,2,17,1.0,17,0,1.113880405587237,1.0037616849477136
5f3f24acdb1b0b05c2f0,base_0000,1,sparse_periodic,0.95,service_low_latency,service_class_inference,low_latency,custom_epr,generic_epr,0,4,False,2,17,1.0,18,1,1.113880405587237,1.0037616849477136
c53aa4cca3b176d22fa4,base_0000,1,sparse_periodic,0.95,service_high_fidelity,service_class_inference,high_fidelity,custom_epr,generic_epr,2,4,False,2,17,1.0,72,4,1.044335868671192,1.0035910281984186
e3ad7faf81eb44a4bf14,base_0000,1,sparse_periodic,0.95,protocol_control_direct_transfer,protocol_label_only_control,direct_transfer,prefetch,generic_epr,0,4,True,2,17,1.0,48,1,1.1742272918829368,1.0037616849477136
b706e027f85a8aaa926e,base_0000,1,sparse_periodic,0.95,protocol_control_on_demand_epr,protocol_label_only_control,on_demand_epr,prefetch,generic_epr,0,4,True,2,17,1.0,48,1,1.1742272918829368,1.0037616849477136
f4ea9a5e05fa73f8c1fd,base_0000,1,sparse_periodic,0.95,protocol_control_prefetched_epr,protocol_label_only_control,prefetched_epr,prefetch,generic_epr,0,4,True,2,17,1.0,48,1,1.1742272918829368,1.0037616849477136
ce39aad30bd401849e8f,base_0000,1,sparse_periodic,0.95,protocol_control_telegate,protocol_label_only_control,telegate,prefetch,generic_epr,0,4,True,2,17,1.0,48,1,1.1742272918829368,1.0037616849477136
937cd0d4c97cc18b513f,base_0000,1,sparse_periodic,0.95,protocol_control_teledata,protocol_label_only_control,teledata,prefetch,generic_epr,0,4,True,2,17,1.0,48,1,1.1742272918829368,1.0037616849477136
a9541def008fb5d4b0ac,base_0000,1,sparse_periodic,0.95,service_control_low_latency,service_label_only_control,low_latency,custom_epr,generic_epr,1,4,False,2,17,1.0,36,2,1.0752356614557974,1.0036972597081943
6d3f13cb7cf1cadc6154,base_0000,1,sparse_periodic,0.95,service_control_high_fidelity,service_label_only_control,high_fidelity,custom_epr,generic_epr,1,4,False,2,17,1.0,36,2,1.0752356614557974,1.0036972597081943
bf120a4a68d0292648e0,base_0001,0,dense_periodic,0.65,protocol_direct,protocol_inference,direct_transfer,direct,direct,0,1,False,2,45,1.0,0,0,1.2129159515538448,1.0
e3f6db3db4e67cfdbbe9,base_0001,0,dense_periodic,0.65,protocol_on_demand,protocol_inference,on_demand_epr,custom_epr,generic_epr,0,4,False,2,45,1.0,64,19,1.1477713294789744,1.0
a235c3e1fc32a7fad49e,base_0001,0,dense_periodic,0.65,protocol_prefetch,protocol_inference,prefetched_epr,prefetch,generic_epr,0,4,True,2,45,1.0,100,39,1.2338794117612821,1.0
1bd927f3d2bfcd771a80,base_0001,0,dense_periodic,0.65,protocol_telegate,protocol_inference,telegate,prefetch,telegate,0,4,True,2,45,1.0,103,40,1.174333171716327,1.0
4f754a9ada20b82aa9fa,base_0001,0,dense_periodic,0.65,protocol_teledata,protocol_inference,teledata,prefetch,teledata,0,4,True,2,45,1.0,102,41,1.1774931992917625,1.0
acf827abf18c6b3ec829,base_0001,0,dense_periodic,0.65,distill_0,distillation_depth_inference,distill_0,custom_epr,generic_epr,0,6,False,2,45,1.0,55,10,1.1637911607728495,1.0
00b070a83e1c8846d139,base_0001,0,dense_periodic,0.65,distill_1,distillation_depth_inference,distill_1,custom_epr,generic_epr,1,6,False,2,45,1.0,145,55,1.0772119180007242,1.0
c140a313fb100493fee9,base_0001,0,dense_periodic,0.65,distill_2,distillation_depth_inference,distill_2,custom_epr,generic_epr,2,6,False,2,45,0.9777777777777777,276,99,1.1696111660725332,1.01169410581697
48b65f265480bbddfc95,base_0001,0,dense_periodic,0.65,retry_1,retry_policy_inference,retry_1,custom_epr,generic_epr,0,1,False,2,45,0.7555555555555555,45,11,1.1273824779835513,1.0
89fb07ef582fe1ffaf83,base_0001,0,dense_periodic,0.65,retry_2,retry_policy_inference,retry_2,custom_epr,generic_epr,0,2,False,2,45,0.8888888888888888,64,24,1.1047392016458386,1.0
341d4c2c74813fd8b12a,base_0001,0,dense_periodic,0.65,retry_4,retry_policy_inference,retry_4,custom_epr,generic_epr,0,4,False,2,45,1.0,68,23,1.1042779163580645,1.0
83c55b6e03e3b96c3639,base_0001,0,dense_periodic,0.65,service_low_latency,service_class_inference,low_latency,custom_epr,generic_epr,0,4,False,2,45,1.0,72,27,1.112364624680971,1.0
