trace_id,condition_id,task_name,evaluator_label,link_success_probability,combined_wait_events,combined_intervals,combined_stage_records,combined_pool_events,actual_generation_attempt_count,actual_retry_count,distillation_event_count
6121a40db48ff7629775,protocol_prefetch,protocol_inference,prefetched_epr,0.95,429,429,325,87,52,5,0
babd256a48556764348d,protocol_telegate,protocol_inference,telegate,0.95,442,442,342,85,50,3,0
0a1893121402093ea3fd,protocol_teledata,protocol_inference,teledata,0.95,442,442,342,85,50,3,0
8dbc28d5a331b38b7bdc,distill_0,distillation_depth_inference,distill_0,0.95,361,361,325,0,18,1,0
92075a429abc680c5a1e,distill_1,distillation_depth_inference,distill_1,0.95,416,416,342,0,37,3,17
8ece38a2e3b22168b3c8,distill_2,distillation_depth_inference,distill_2,0.95,499,499,359,0,70,2,34
1826c583efbc74e23427,retry_1,retry_policy_inference,retry_1,0.95,354,354,320,0,17,1,0
a9015cfd2f0b4610fb19,retry_2,retry_policy_inference,retry_2,0.95,362,362,320,0,21,5,0
bbb31b62caafc7a80219,retry_4,retry_policy_inference,retry_4,0.95,359,359,325,0,17,0,0
5f3f24acdb1b0b05c2f0,service_low_latency,service_class_inference,low_latency,0.95,361,361,325,0,18,1,0
c53aa4cca3b176d22fa4,service_high_fidelity,service_class_inference,high_fidelity,0.95,503,503,359,0,72,4,34
e3ad7faf81eb44a4bf14,protocol_control_direct_transfer,protocol_label_only_control,direct_transfer,0.95,421,421,325,83,48,1,0
b706e027f85a8aaa926e,protocol_control_on_demand_epr,protocol_label_only_control,on_demand_epr,0.95,421,421,325,83,48,1,0
f4ea9a5e05fa73f8c1fd,protocol_control_prefetched_epr,protocol_label_only_control,prefetched_epr,0.95,421,421,325,83,48,1,0
ce39aad30bd401849e8f,protocol_control_telegate,protocol_label_only_control,telegate,0.95,421,421,325,83,48,1,0
937cd0d4c97cc18b513f,protocol_control_teledata,protocol_label_only_control,teledata,0.95,421,421,325,83,48,1,0
a9541def008fb5d4b0ac,service_control_low_latency,service_label_only_control,low_latency,0.95,414,414,342,0,36,2,17
6d3f13cb7cf1cadc6154,service_control_high_fidelity,service_label_only_control,high_fidelity,0.95,414,414,342,0,36,2,17
bf120a4a68d0292648e0,protocol_direct,protocol_inference,direct_transfer,0.65,465,465,465,0,0,0,0
e3f6db3db4e67cfdbbe9,protocol_on_demand,protocol_inference,on_demand_epr,0.65,593,593,465,0,64,19,0
a235c3e1fc32a7fad49e,protocol_prefetch,protocol_inference,prefetched_epr,0.65,665,665,465,164,100,39,0
1bd927f3d2bfcd771a80,protocol_telegate,protocol_inference,telegate,0.65,716,716,510,169,103,40,0
4f754a9ada20b82aa9fa,protocol_teledata,protocol_inference,teledata,0.65,714,714,510,166,102,41,0
acf827abf18c6b3ec829,distill_0,distillation_depth_inference,distill_0,0.65,575,575,465,0,55,10,0
00b070a83e1c8846d139,distill_1,distillation_depth_inference,distill_1,0.65,800,800,510,0,145,55,45
c140a313fb100493fee9,distill_2,distillation_depth_inference,distill_2,0.65,1100,1100,548,0,276,99,88
48b65f265480bbddfc95,retry_1,retry_policy_inference,retry_1,0.65,500,500,410,0,45,11,0
89fb07ef582fe1ffaf83,retry_2,retry_policy_inference,retry_2,0.65,568,568,440,0,64,24,0
341d4c2c74813fd8b12a,retry_4,retry_policy_inference,retry_4,0.65,601,601,465,0,68,23,0
83c55b6e03e3b96c3639,service_low_latency,service_class_inference,low_latency,0.65,609,609,465,0,72,27,0
925d96bcf37071ba90ec,service_high_fidelity,service_class_inference,high_fidelity,0.65,1087,1087,527,0,280,109,82
5a97bd3163e3411e3472,protocol_control_direct_transfer,protocol_label_only_control,direct_transfer,0.65,665,665,465,164,100,39,0
17f2adb213111836fd6f,protocol_control_on_demand_epr,protocol_label_only_control,on_demand_epr,0.65,665,665,465,164,100,39,0
d1fb88cf416ef10c5ae3,protocol_control_prefetched_epr,protocol_label_only_control,prefetched_epr,0.65,665,665,465,164,100,39,0
5a3656911abdac980b80,protocol_control_telegate,protocol_label_only_control,telegate,0.65,665,665,465,164,100,39,0
4223bf453dd3b8fac3a0,protocol_control_teledata,protocol_label_only_control,teledata,0.65,665,665,465,164,100,39,0
3354f06bdf00d75714de,service_control_low_latency,service_label_only_control,low_latency,0.65,784,784,498,0,143,56,43
2a933e448ee1f3146b6b,service_control_high_fidelity,service_label_only_control,high_fidelity,0.65,784,784,498,0,143,56,43
db80df9f3dfb8d69bca6,protocol_direct,protocol_inference,direct_transfer,0.8,465,465,465,0,0,0,0
75deee40df9917a431ce,protocol_on_demand,protocol_inference,on_demand_epr,0.8,575,575,465,0,55,10,0
d066527a4acf130f2180,protocol_prefetch,protocol_inference,prefetched_epr,0.8,631,631,465,150,83,19,0
bc4c89368aa75d0a1abf,protocol_telegate,protocol_inference,telegate,0.8,664,664,510,143,77,14,0
f827a3ef900ed7c5cd6c,protocol_teledata,protocol_inference,teledata,0.8,670,670,510,147,80,16,0
4525f61ad84f160ff220,distill_0,distillation_depth_inference,distill_0,0.8,577,577,465,0,56,11,0
66daa27796cafcd090e6,distill_1,distillation_depth_inference,distill_1,0.8,750,750,510,0,120,30,45
2d53dfb8d955392fcd7d,distill_2,distillation_depth_inference,distill_2,0.8,997,997,555,0,221,41,90
f8e3cc2b75861494fb3f,retry_1,retry_policy_inference,retry_1,0.8,525,525,435,0,45,6,0
ba531f26009cbd2d72aa,retry_2,retry_policy_inference,retry_2,0.8,558,558,450,0,54,12,0
7d7d01867418a491f50b,retry_4,retry_policy_inference,retry_4,0.8,581,581,465,0,58,13,0
9c3b94ca4088a039dcbf,service_low_latency,service_class_inference,low_latency,0.8,575,575,465,0,55,10,0
d7d57f994d0a49d149a1,service_high_fidelity,service_class_inference,high_fidelity,0.8,996,996,548,0,224,48,88
623111e14cb2802bae9a,protocol_control_direct_transfer,protocol_label_only_control,direct_transfer,0.8,611,611,465,141,73,8,0
7fd74cd72723dc5e0fbe,protocol_control_on_demand_epr,protocol_label_only_control,on_demand_epr,0.8,611,611,465,141,73,8,0
a5eaf380e898044a616e,protocol_control_prefetched_epr,protocol_label_only_control,prefetched_epr,0.8,611,611,465,141,73,8,0
47807579719606bf1d21,protocol_control_telegate,protocol_label_only_control,telegate,0.8,611,611,465,141,73,8,0
3cb49c8cad23c5e214fc,protocol_control_teledata,protocol_label_only_control,teledata,0.8,611,611,465,141,73,8,0
efcd9083da21f8257dea,service_control_low_latency,service_label_only_control,low_latency,0.8,732,732,510,0,111,21,45
33e770ff680584a1b3db,service_control_high_fidelity,service_label_only_control,high_fidelity,0.8,732,732,510,0,111,21,45
2c733763ab3ceff8191c,protocol_direct,protocol_inference,direct_transfer,0.95,465,465,465,0,0,0,0
c857a30e9fac5af8d26a,protocol_on_demand,protocol_inference,on_demand_epr,0.95,563,563,465,0,49,4,0
ecb6ea4e5af77d10ea10,protocol_prefetch,protocol_inference,prefetched_epr,0.95,601,601,465,136,68,3,0
593a4f3dff9c4fa69002,protocol_telegate,protocol_inference,telegate,0.95,648,648,510,137,69,4,0
4f39cb2f900c33bbdafb,protocol_teledata,protocol_inference,teledata,0.95,648,648,510,138,69,3,0
b0f5d2eb1ae93c22523a,distill_0,distillation_depth_inference,distill_0,0.95,559,559,465,0,47,2,0
1b67ddfc1f9f3586bf22,distill_1,distillation_depth_inference,distill_1,0.95,698,698,510,0,94,4,45
2d4e8b83333b95e22521,distill_2,distillation_depth_inference,distill_2,0.95,945,945,555,0,195,15,90
7f460cae038fd3fcce66,retry_1,retry_policy_inference,retry_1,0.95,535,535,445,0,45,4,0
be3884b47833586fc8a4,retry_2,retry_policy_inference,retry_2,0.95,567,567,465,0,51,6,0
101049604d6064577b15,retry_4,retry_policy_inference,retry_4,0.95,561,561,465,0,48,3,0
6498e63ef9d6d45af5ee,service_low_latency,service_class_inference,low_latency,0.95,561,561,465,0,48,3,0
5893379c9aa49e9b7fbb,service_high_fidelity,service_class_inference,high_fidelity,0.95,919,919,555,0,182,2,90
b14832ed76a4b7902d9e,protocol_control_direct_transfer,protocol_label_only_control,direct_transfer,0.95,603,603,465,137,69,4,0
bf94991e8cae8b80f11d,protocol_control_on_demand_epr,protocol_label_only_control,on_demand_epr,0.95,603,603,465,137,69,4,0
48344c37b2b8c11aa354,protocol_control_prefetched_epr,protocol_label_only_control,prefetched_epr,0.95,603,603,465,137,69,4,0
e4fbbffed2257f16a248,protocol_control_telegate,protocol_label_only_control,telegate,0.95,603,603,465,137,69,4,0
6e812b9bb11e2e8ef7a4,protocol_control_teledata,protocol_label_only_control,teledata,0.95,603,603,465,137,69,4,0
e5a22e1677c489e0c8d0,service_control_low_latency,service_label_only_control,low_latency,0.95,700,700,510,0,95,5,45
587b4f839df6c339b285,service_control_high_fidelity,service_label_only_control,high_fidelity,0.95,700,700,510,0,95,5,45
916a0e8a6a3a4281fe45,protocol_direct,protocol_inference,direct_transfer,0.65,465,465,465,0,0,0,0
6462fabe5ad99e17b13b,protocol_on_demand,protocol_inference,on_demand_epr,0.65,589,589,465,0,62,17,0
46479810e7dcf2d5ca30,protocol_prefetch,protocol_inference,prefetched_epr,0.65,661,661,465,164,98,35,0
351ac818280cde9c5b90,protocol_telegate,protocol_inference,telegate,0.65,690,690,510,155,90,28,0
24341e434373885eea94,protocol_teledata,protocol_inference,teledata,0.65,688,688,510,155,89,26,0
1d42ff5080b599b54058,distill_0,distillation_depth_inference,distill_0,0.65,605,605,465,0,70,25,0
c3eb24f2bd029fd40e46,distill_1,distillation_depth_inference,distill_1,0.65,784,784,504,0,140,51,44
3d32e9e0e4284f6ae9dc,distill_2,distillation_depth_inference,distill_2,0.65,1082,1082,548,0,267,90,88
f4c2d5729103ef50e77f,retry_1,retry_policy_inference,retry_1,0.65,445,445,355,0,45,22,0
0537d1d0fa3fd580a45e,retry_2,retry_policy_inference,retry_2,0.65,556,556,430,0,63,25,0
4c2abb4ccefd58723cad,retry_4,retry_policy_inference,retry_4,0.65,603,603,465,0,69,24,0
709a4314ee23d8e32fad,service_low_latency,service_class_inference,low_latency,0.65,597,597,465,0,66,21,0
038a732ff2fde1691c02,service_high_fidelity,service_class_inference,high_fidelity,0.65,1076,1076,520,0,278,110,80
1706d259374b378faca3,protocol_control_direct_transfer,protocol_label_only_control,direct_transfer,0.65,671,671,465,168,103,41,0
2193a42368d7b8df853b,protocol_control_on_demand_epr,protocol_label_only_control,on_demand_epr,0.65,671,671,465,168,103,41,0
471ba10f0bbd693b745c,protocol_control_prefetched_epr,protocol_label_only_control,prefetched_epr,0.65,671,671,465,168,103,41,0
6ec7a844a7eacac25d84,protocol_control_telegate,protocol_label_only_control,telegate,0.65,671,671,465,168,103,41,0
18b780d76094f9c08d10,protocol_control_teledata,protocol_label_only_control,teledata,0.65,671,671,465,168,103,41,0
90b77aa457641eafb81b,service_control_low_latency,service_label_only_control,low_latency,0.65,740,740,498,0,121,33,43
ab531c08cba701fa7e74,service_control_high_fidelity,service_label_only_control,high_fidelity,0.65,740,740,498,0,121,33,43
a76bedc7f7c4729ea913,protocol_direct,protocol_inference,direct_transfer,0.8,465,465,465,0,0,0,0
f923eb030cb057bb885f,protocol_on_demand,protocol_inference,on_demand_epr,0.8,583,583,465,0,59,14,0
45c41ea606d80cb84260,protocol_prefetch,protocol_inference,prefetched_epr,0.8,639,639,465,153,87,24,0
26f545b7db8f4ff28aa1,protocol_telegate,protocol_inference,telegate,0.8,670,670,510,145,80,18,0
e834a046b9ba7348f0ce,protocol_teledata,protocol_inference,teledata,0.8,670,670,510,147,80,16,0
d7b3ef4985ce6a07e0e3,distill_0,distillation_depth_inference,distill_0,0.8,601,601,465,0,68,23,0
706601fa82f03d8c695e,distill_1,distillation_depth_inference,distill_1,0.8,738,738,510,0,114,24,45
43252526604b41d3f8f0,distill_2,distillation_depth_inference,distill_2,0.8,1005,1005,555,0,225,45,90
47ce6bdb861caef0fcbf,retry_1,retry_policy_inference,retry_1,0.8,525,525,435,0,45,6,0
738c7c4f4cafc269f7c8,retry_2,retry_policy_inference,retry_2,0.8,562,562,460,0,51,7,0
2c745aff9f7fd5729070,retry_4,retry_policy_inference,retry_4,0.8,577,577,465,0,56,11,0
2b8505c9e94923e3d15f,service_low_latency,service_class_inference,low_latency,0.8,579,579,465,0,57,12,0
f8eea352ed253fed1536,service_high_fidelity,service_class_inference,high_fidelity,0.8,1007,1007,555,0,226,46,90
0fa8ecd5b5793dc7ffee,protocol_control_direct_transfer,protocol_label_only_control,direct_transfer,0.8,629,629,465,147,82,20,0
793d98d936267939026d,protocol_control_on_demand_epr,protocol_label_only_control,on_demand_epr,0.8,629,629,465,147,82,20,0
1bf34562928ee5d3c5d9,protocol_control_prefetched_epr,protocol_label_only_control,prefetched_epr,0.8,629,629,465,147,82,20,0
59b6c053b8d5f8238a20,protocol_control_telegate,protocol_label_only_control,telegate,0.8,629,629,465,147,82,20,0
022a96bdc17e3e6adc74,protocol_control_teledata,protocol_label_only_control,teledata,0.8,629,629,465,147,82,20,0
0e3771c47291c7eddf5d,service_control_low_latency,service_label_only_control,low_latency,0.8,732,732,510,0,111,21,45
dfea9270d999b7034f73,service_control_high_fidelity,service_label_only_control,high_fidelity,0.8,732,732,510,0,111,21,45
87efe4c32ced48baf0fd,protocol_direct,protocol_inference,direct_transfer,0.95,465,465,465,0,0,0,0
4e362c5f56225aff0606,protocol_on_demand,protocol_inference,on_demand_epr,0.95,559,559,465,0,47,2,0
2ddbf2e2e2379359b726,protocol_prefetch,protocol_inference,prefetched_epr,0.95,601,601,465,137,68,2,0
e5dd7616fc950ee5bbc8,protocol_telegate,protocol_inference,telegate,0.95,648,648,510,138,69,3,0
54344c1aea2a1f9427a8,protocol_teledata,protocol_inference,teledata,0.95,644,644,510,136,67,1,0
118459191c2dece9b0ea,distill_0,distillation_depth_inference,distill_0,0.95,565,565,465,0,50,5,0
384b914d2d53e9de534d,distill_1,distillation_depth_inference,distill_1,0.95,696,696,510,0,93,3,45
9924f049ec0ae22cd02e,distill_2,distillation_depth_inference,distill_2,0.95,935,935,555,0,190,10,90
387890bb19b1ec48d4be,retry_1,retry_policy_inference,retry_1,0.95,555,555,465,0,45,0,0
a7d5a58f475c05a8fc3a,retry_2,retry_policy_inference,retry_2,0.95,555,555,465,0,45,0,0
49a54e88e753dbb05511,retry_4,retry_policy_inference,retry_4,0.95,563,563,465,0,49,4,0
51196b65eea20d7cc2d6,service_low_latency,service_class_inference,low_latency,0.95,561,561,465,0,48,3,0
4c77eb9cd41f06c48a81,service_high_fidelity,service_class_inference,high_fidelity,0.95,935,935,555,0,190,10,90
59762b4a00ec60f4c25c,protocol_control_direct_transfer,protocol_label_only_control,direct_transfer,0.95,603,603,465,137,69,4,0
185cefbc46c6b8db3223,protocol_control_on_demand_epr,protocol_label_only_control,on_demand_epr,0.95,603,603,465,137,69,4,0
5c6835d95e5da768048b,protocol_control_prefetched_epr,protocol_label_only_control,prefetched_epr,0.95,603,603,465,137,69,4,0
3864304cdc248beb47f4,protocol_control_telegate,protocol_label_only_control,telegate,0.95,603,603,465,137,69,4,0
e181dd5e9f7ba2fca69b,protocol_control_teledata,protocol_label_only_control,teledata,0.95,603,603,465,137,69,4,0
d544396d92e6aa7a56a8,service_control_low_latency,service_label_only_control,low_latency,0.95,698,698,510,0,94,4,45
d70957ab7c3e131daa6a,service_control_high_fidelity,service_label_only_control,high_fidelity,0.95,698,698,510,0,94,4,45
a0981dddd58a3e6b870d,protocol_direct,protocol_inference,direct_transfer,0.65,450,450,450,0,0,0,0
bbaab5b3e61925f6b6d2,protocol_on_demand,protocol_inference,on_demand_epr,0.65,569,569,445,0,62,21,0
dd4d4636498c188847b1,protocol_prefetch,protocol_inference,prefetched_epr,0.65,622,622,450,149,86,26,0
3368a6468171f595bf55,protocol_telegate,protocol_inference,telegate,0.65,660,660,492,147,84,24,0
f9393b75c2eb93ce1efa,protocol_teledata,protocol_inference,teledata,0.65,672,672,492,153,90,30,0
a0e83b7f75cd4ab7567a,distill_0,distillation_depth_inference,distill_0,0.65,584,584,450,0,67,25,0
87eac1b7d6ddb478fe7c,distill_1,distillation_depth_inference,distill_1,0.65,744,744,492,0,126,42,42
059304f59d703de93b95,distill_2,distillation_depth_inference,distill_2,0.65,1042,1042,534,0,254,86,84
b36af38efb2b1792f2ef,retry_1,retry_policy_inference,retry_1,0.65,444,444,360,0,42,18,0
