victim_qasm,victim_tag,allocation_policy,num_modules,simultaneous_tenants,victim_modules_requested,attacker_modules_requested,hub_capacity,interfaces_per_module,trial_id,seed,victim_accepted,attacker_accepted,victim_assigned_modules,attacker_assigned_modules,shared_hub_service,shared_link,shared_module,shared_communication_pool,shared_switch_path,p1_like_disjoint,p2_like_endpoint_overlap,actual_sharing_condition,shared_module_count,shared_endpoint_module_count,shared_switch_path_count,victim_remote_pair_count,attacker_remote_pair_count,allocation_utilization,occupied_module_count,unused_module_count,largest_contiguous_unused_block,unused_module_segment_count,unused_module_fragmentation,rejected_job_count,job_rejection_rate,attacker_probe_count,baseline_avg_waiting_time_ns,baseline_max_waiting_time_ns,avg_excess_turnaround_time_ns,max_excess_turnaround_time_ns,total_excess_turnaround_time_ns,contention_observed_fraction,attacker_detection,victim_only_completion_ns,combined_victim_completion_ns,victim_slowdown_ns,victim_slowdown_ratio
square_root_n18.qasm,square_root_n18,load_balanced,5,2,2,2,1,1,4,25488219,True,True,"0,1","2,3",True,False,False,False,True,True,False,switch_path_only,0,0,1,1,1,0.4,4,1,1,1,0.0,0,0.0,48,0.0,0.0,1347.9166666666667,5400.0,64700.0,0.4791666666666667,True,8305.0,8950.0,645.0,1.0882956878850103
square_root_n18.qasm,square_root_n18,communication_minimizing,5,2,2,2,1,1,0,25488225,True,True,"0,1","2,3",True,False,False,False,True,True,False,switch_path_only,0,0,1,1,1,0.4,4,1,1,1,0.0,0,0.0,48,0.0,0.0,1347.9166666666667,5400.0,64700.0,0.4791666666666667,True,8305.0,8950.0,645.0,1.0882956878850103
square_root_n18.qasm,square_root_n18,communication_minimizing,5,2,2,2,1,1,1,25488226,True,True,"0,1","2,3",True,False,False,False,True,True,False,switch_path_only,0,0,1,1,1,0.4,4,1,1,1,0.0,0,0.0,48,0.0,0.0,1347.9166666666667,5400.0,64700.0,0.4791666666666667,True,8305.0,8950.0,645.0,1.0882956878850103
square_root_n18.qasm,square_root_n18,communication_minimizing,5,2,2,2,1,1,2,25488227,True,True,"0,1","2,3",True,False,False,False,True,True,False,switch_path_only,0,0,1,1,1,0.4,4,1,1,1,0.0,0,0.0,48,0.0,0.0,1347.9166666666667,5400.0,64700.0,0.4791666666666667,True,8305.0,8950.0,645.0,1.0882956878850103
square_root_n18.qasm,square_root_n18,communication_minimizing,5,2,2,2,1,1,3,25488228,True,True,"0,1","2,3",True,False,False,False,True,True,False,switch_path_only,0,0,1,1,1,0.4,4,1,1,1,0.0,0,0.0,48,0.0,0.0,1347.9166666666667,5400.0,64700.0,0.4791666666666667,True,8305.0,8950.0,645.0,1.0882956878850103
square_root_n18.qasm,square_root_n18,communication_minimizing,5,2,2,2,1,1,4,25488229,True,True,"0,1","2,3",True,False,False,False,True,True,False,switch_path_only,0,0,1,1,1,0.4,4,1,1,1,0.0,0,0.0,48,0.0,0.0,1347.9166666666667,5400.0,64700.0,0.4791666666666667,True,8305.0,8950.0,645.0,1.0882956878850103
square_root_n18.qasm,square_root_n18,communication_consolidating,5,2,2,2,1,1,0,25488235,True,True,"0,1","0,1",True,True,True,True,True,False,True,endpoint_overlap,2,2,1,1,1,0.4,2,3,3,1,0.0,0,0.0,48,0.0,0.0,1347.9166666666667,5400.0,64700.0,0.4791666666666667,True,8305.0,8950.0,645.0,1.0882956878850103
square_root_n18.qasm,square_root_n18,communication_consolidating,5,2,2,2,1,1,1,25488236,True,True,"0,1","0,1",True,True,True,True,True,False,True,endpoint_overlap,2,2,1,1,1,0.4,2,3,3,1,0.0,0,0.0,48,0.0,0.0,1347.9166666666667,5400.0,64700.0,0.4791666666666667,True,8305.0,8950.0,645.0,1.0882956878850103
square_root_n18.qasm,square_root_n18,communication_consolidating,5,2,2,2,1,1,2,25488237,True,True,"0,1","0,1",True,True,True,True,True,False,True,endpoint_overlap,2,2,1,1,1,0.4,2,3,3,1,0.0,0,0.0,48,0.0,0.0,1347.9166666666667,5400.0,64700.0,0.4791666666666667,True,8305.0,8950.0,645.0,1.0882956878850103
square_root_n18.qasm,square_root_n18,communication_consolidating,5,2,2,2,1,1,3,25488238,True,True,"0,1","0,1",True,True,True,True,True,False,True,endpoint_overlap,2,2,1,1,1,0.4,2,3,3,1,0.0,0,0.0,48,0.0,0.0,1347.9166666666667,5400.0,64700.0,0.4791666666666667,True,8305.0,8950.0,645.0,1.0882956878850103
square_root_n18.qasm,square_root_n18,communication_consolidating,5,2,2,2,1,1,4,25488239,True,True,"0,1","0,1",True,True,True,True,True,False,True,endpoint_overlap,2,2,1,1,1,0.4,2,3,3,1,0.0,0,0.0,48,0.0,0.0,1347.9166666666667,5400.0,64700.0,0.4791666666666667,True,8305.0,8950.0,645.0,1.0882956878850103
square_root_n18.qasm,square_root_n18,endpoint_separation,5,2,2,2,1,1,0,25488245,True,True,"0,1","2,3",True,False,False,False,True,True,False,switch_path_only,0,0,1,1,1,0.4,4,1,1,1,0.0,0,0.0,48,0.0,0.0,1347.9166666666667,5400.0,64700.0,0.4791666666666667,True,8305.0,8950.0,645.0,1.0882956878850103
square_root_n18.qasm,square_root_n18,endpoint_separation,5,2,2,2,1,1,1,25488246,True,True,"0,1","2,3",True,False,False,False,True,True,False,switch_path_only,0,0,1,1,1,0.4,4,1,1,1,0.0,0,0.0,48,0.0,0.0,1347.9166666666667,5400.0,64700.0,0.4791666666666667,True,8305.0,8950.0,645.0,1.0882956878850103
square_root_n18.qasm,square_root_n18,endpoint_separation,5,2,2,2,1,1,2,25488247,True,True,"0,1","2,3",True,False,False,False,True,True,False,switch_path_only,0,0,1,1,1,0.4,4,1,1,1,0.0,0,0.0,48,0.0,0.0,1347.9166666666667,5400.0,64700.0,0.4791666666666667,True,8305.0,8950.0,645.0,1.0882956878850103
square_root_n18.qasm,square_root_n18,endpoint_separation,5,2,2,2,1,1,3,25488248,True,True,"0,1","2,3",True,False,False,False,True,True,False,switch_path_only,0,0,1,1,1,0.4,4,1,1,1,0.0,0,0.0,48,0.0,0.0,1347.9166666666667,5400.0,64700.0,0.4791666666666667,True,8305.0,8950.0,645.0,1.0882956878850103
square_root_n18.qasm,square_root_n18,endpoint_separation,5,2,2,2,1,1,4,25488249,True,True,"0,1","2,3",True,False,False,False,True,True,False,switch_path_only,0,0,1,1,1,0.4,4,1,1,1,0.0,0,0.0,48,0.0,0.0,1347.9166666666667,5400.0,64700.0,0.4791666666666667,True,8305.0,8950.0,645.0,1.0882956878850103
square_root_n18.qasm,square_root_n18,first_fit_admission,5,2,2,2,1,1,0,25488255,True,True,"0,1","0,1",True,True,True,True,True,False,True,endpoint_overlap,2,2,1,1,1,0.4,2,3,3,1,0.0,0,0.0,48,0.0,0.0,1347.9166666666667,5400.0,64700.0,0.4791666666666667,True,8305.0,8950.0,645.0,1.0882956878850103
square_root_n18.qasm,square_root_n18,first_fit_admission,5,2,2,2,1,1,1,25488256,True,True,"0,1","0,1",True,True,True,True,True,False,True,endpoint_overlap,2,2,1,1,1,0.4,2,3,3,1,0.0,0,0.0,48,0.0,0.0,1347.9166666666667,5400.0,64700.0,0.4791666666666667,True,8305.0,8950.0,645.0,1.0882956878850103
square_root_n18.qasm,square_root_n18,first_fit_admission,5,2,2,2,1,1,2,25488257,True,True,"0,1","0,1",True,True,True,True,True,False,True,endpoint_overlap,2,2,1,1,1,0.4,2,3,3,1,0.0,0,0.0,48,0.0,0.0,1347.9166666666667,5400.0,64700.0,0.4791666666666667,True,8305.0,8950.0,645.0,1.0882956878850103
square_root_n18.qasm,square_root_n18,first_fit_admission,5,2,2,2,1,1,3,25488258,True,True,"0,1","0,1",True,True,True,True,True,False,True,endpoint_overlap,2,2,1,1,1,0.4,2,3,3,1,0.0,0,0.0,48,0.0,0.0,1347.9166666666667,5400.0,64700.0,0.4791666666666667,True,8305.0,8950.0,645.0,1.0882956878850103
square_root_n18.qasm,square_root_n18,first_fit_admission,5,2,2,2,1,1,4,25488259,True,True,"0,1","0,1",True,True,True,True,True,False,True,endpoint_overlap,2,2,1,1,1,0.4,2,3,3,1,0.0,0,0.0,48,0.0,0.0,1347.9166666666667,5400.0,64700.0,0.4791666666666667,True,8305.0,8950.0,645.0,1.0882956878850103
square_root_n18.qasm,square_root_n18,fixed_p1,5,2,2,2,1,2,0,25488285,True,True,"0,1","3,4",True,False,False,False,True,True,False,switch_path_only,0,0,1,1,1,0.4,4,1,1,1,0.0,0,0.0,48,0.0,0.0,1347.9166666666667,5400.0,64700.0,0.4791666666666667,True,8305.0,8950.0,645.0,1.0882956878850103
square_root_n18.qasm,square_root_n18,fixed_p1,5,2,2,2,1,2,1,25488286,True,True,"0,1","3,4",True,False,False,False,True,True,False,switch_path_only,0,0,1,1,1,0.4,4,1,1,1,0.0,0,0.0,48,0.0,0.0,1347.9166666666667,5400.0,64700.0,0.4791666666666667,True,8305.0,8950.0,645.0,1.0882956878850103
square_root_n18.qasm,square_root_n18,fixed_p1,5,2,2,2,1,2,2,25488287,True,True,"0,1","3,4",True,False,False,False,True,True,False,switch_path_only,0,0,1,1,1,0.4,4,1,1,1,0.0,0,0.0,48,0.0,0.0,1347.9166666666667,5400.0,64700.0,0.4791666666666667,True,8305.0,8950.0,645.0,1.0882956878850103
square_root_n18.qasm,square_root_n18,fixed_p1,5,2,2,2,1,2,3,25488288,True,True,"0,1","3,4",True,False,False,False,True,True,False,switch_path_only,0,0,1,1,1,0.4,4,1,1,1,0.0,0,0.0,48,0.0,0.0,1347.9166666666667,5400.0,64700.0,0.4791666666666667,True,8305.0,8950.0,645.0,1.0882956878850103
square_root_n18.qasm,square_root_n18,fixed_p1,5,2,2,2,1,2,4,25488289,True,True,"0,1","3,4",True,False,False,False,True,True,False,switch_path_only,0,0,1,1,1,0.4,4,1,1,1,0.0,0,0.0,48,0.0,0.0,1347.9166666666667,5400.0,64700.0,0.4791666666666667,True,8305.0,8950.0,645.0,1.0882956878850103
square_root_n18.qasm,square_root_n18,fixed_p2,5,2,2,2,1,2,0,25488295,True,True,"0,1","1,2",True,True,True,True,True,False,True,endpoint_overlap,1,1,1,1,1,0.4,3,2,2,1,0.0,0,0.0,48,0.0,0.0,1347.9166666666667,5400.0,64700.0,0.4791666666666667,True,8305.0,8950.0,645.0,1.0882956878850103
square_root_n18.qasm,square_root_n18,fixed_p2,5,2,2,2,1,2,1,25488296,True,True,"0,1","1,2",True,True,True,True,True,False,True,endpoint_overlap,1,1,1,1,1,0.4,3,2,2,1,0.0,0,0.0,48,0.0,0.0,1347.9166666666667,5400.0,64700.0,0.4791666666666667,True,8305.0,8950.0,645.0,1.0882956878850103
square_root_n18.qasm,square_root_n18,fixed_p2,5,2,2,2,1,2,2,25488297,True,True,"0,1","1,2",True,True,True,True,True,False,True,endpoint_overlap,1,1,1,1,1,0.4,3,2,2,1,0.0,0,0.0,48,0.0,0.0,1347.9166666666667,5400.0,64700.0,0.4791666666666667,True,8305.0,8950.0,645.0,1.0882956878850103
square_root_n18.qasm,square_root_n18,fixed_p2,5,2,2,2,1,2,3,25488298,True,True,"0,1","1,2",True,True,True,True,True,False,True,endpoint_overlap,1,1,1,1,1,0.4,3,2,2,1,0.0,0,0.0,48,0.0,0.0,1347.9166666666667,5400.0,64700.0,0.4791666666666667,True,8305.0,8950.0,645.0,1.0882956878850103
square_root_n18.qasm,square_root_n18,fixed_p2,5,2,2,2,1,2,4,25488299,True,True,"0,1","1,2",True,True,True,True,True,False,True,endpoint_overlap,1,1,1,1,1,0.4,3,2,2,1,0.0,0,0.0,48,0.0,0.0,1347.9166666666667,5400.0,64700.0,0.4791666666666667,True,8305.0,8950.0,645.0,1.0882956878850103
square_root_n18.qasm,square_root_n18,uniform_random,5,2,2,2,1,2,0,25488305,True,True,"0,4","2,3",True,False,False,False,True,True,False,switch_path_only,0,0,1,1,1,0.4,4,1,1,1,0.0,0,0.0,48,0.0,0.0,1347.9166666666667,5400.0,64700.0,0.4791666666666667,True,8305.0,8950.0,645.0,1.0882956878850103
square_root_n18.qasm,square_root_n18,uniform_random,5,2,2,2,1,2,1,25488306,True,True,"0,3","0,4",True,True,True,True,True,False,True,endpoint_overlap,1,1,1,1,1,0.4,3,2,2,1,0.0,0,0.0,48,0.0,0.0,1347.9166666666667,5400.0,64700.0,0.4791666666666667,True,8305.0,8950.0,645.0,1.0882956878850103
square_root_n18.qasm,square_root_n18,uniform_random,5,2,2,2,1,2,2,25488307,True,True,"0,2","0,1",True,True,True,True,True,False,True,endpoint_overlap,1,1,1,1,1,0.4,3,2,2,1,0.0,0,0.0,48,0.0,0.0,1347.9166666666667,5400.0,64700.0,0.4791666666666667,True,8305.0,8950.0,645.0,1.0882956878850103
square_root_n18.qasm,square_root_n18,uniform_random,5,2,2,2,1,2,3,25488308,True,True,"2,3","1,4",True,False,False,False,True,True,False,switch_path_only,0,0,1,1,1,0.4,4,1,1,1,0.0,0,0.0,48,0.0,0.0,1347.9166666666667,5400.0,64700.0,0.4791666666666667,True,8305.0,8950.0,645.0,1.0882956878850103
square_root_n18.qasm,square_root_n18,uniform_random,5,2,2,2,1,2,4,25488309,True,True,"0,1","1,2",True,True,True,True,True,False,True,endpoint_overlap,1,1,1,1,1,0.4,3,2,2,1,0.0,0,0.0,48,0.0,0.0,1347.9166666666667,5400.0,64700.0,0.4791666666666667,True,8305.0,8950.0,645.0,1.0882956878850103
square_root_n18.qasm,square_root_n18,load_balanced,5,2,2,2,1,2,0,25488315,True,True,"0,1","2,3",True,False,False,False,True,True,False,switch_path_only,0,0,1,1,1,0.4,4,1,1,1,0.0,0,0.0,48,0.0,0.0,1347.9166666666667,5400.0,64700.0,0.4791666666666667,True,8305.0,8950.0,645.0,1.0882956878850103
square_root_n18.qasm,square_root_n18,load_balanced,5,2,2,2,1,2,1,25488316,True,True,"0,1","2,3",True,False,False,False,True,True,False,switch_path_only,0,0,1,1,1,0.4,4,1,1,1,0.0,0,0.0,48,0.0,0.0,1347.9166666666667,5400.0,64700.0,0.4791666666666667,True,8305.0,8950.0,645.0,1.0882956878850103
square_root_n18.qasm,square_root_n18,load_balanced,5,2,2,2,1,2,2,25488317,True,True,"0,1","2,3",True,False,False,False,True,True,False,switch_path_only,0,0,1,1,1,0.4,4,1,1,1,0.0,0,0.0,48,0.0,0.0,1347.9166666666667,5400.0,64700.0,0.4791666666666667,True,8305.0,8950.0,645.0,1.0882956878850103
square_root_n18.qasm,square_root_n18,load_balanced,5,2,2,2,1,2,3,25488318,True,True,"0,1","2,3",True,False,False,False,True,True,False,switch_path_only,0,0,1,1,1,0.4,4,1,1,1,0.0,0,0.0,48,0.0,0.0,1347.9166666666667,5400.0,64700.0,0.4791666666666667,True,8305.0,8950.0,645.0,1.0882956878850103
square_root_n18.qasm,square_root_n18,load_balanced,5,2,2,2,1,2,4,25488319,True,True,"0,1","2,3",True,False,False,False,True,True,False,switch_path_only,0,0,1,1,1,0.4,4,1,1,1,0.0,0,0.0,48,0.0,0.0,1347.9166666666667,5400.0,64700.0,0.4791666666666667,True,8305.0,8950.0,645.0,1.0882956878850103
square_root_n18.qasm,square_root_n18,communication_minimizing,5,2,2,2,1,2,0,25488325,True,True,"0,1","2,3",True,False,False,False,True,True,False,switch_path_only,0,0,1,1,1,0.4,4,1,1,1,0.0,0,0.0,48,0.0,0.0,1347.9166666666667,5400.0,64700.0,0.4791666666666667,True,8305.0,8950.0,645.0,1.0882956878850103
square_root_n18.qasm,square_root_n18,communication_minimizing,5,2,2,2,1,2,1,25488326,True,True,"0,1","2,3",True,False,False,False,True,True,False,switch_path_only,0,0,1,1,1,0.4,4,1,1,1,0.0,0,0.0,48,0.0,0.0,1347.9166666666667,5400.0,64700.0,0.4791666666666667,True,8305.0,8950.0,645.0,1.0882956878850103
square_root_n18.qasm,square_root_n18,communication_minimizing,5,2,2,2,1,2,2,25488327,True,True,"0,1","2,3",True,False,False,False,True,True,False,switch_path_only,0,0,1,1,1,0.4,4,1,1,1,0.0,0,0.0,48,0.0,0.0,1347.9166666666667,5400.0,64700.0,0.4791666666666667,True,8305.0,8950.0,645.0,1.0882956878850103
square_root_n18.qasm,square_root_n18,communication_minimizing,5,2,2,2,1,2,3,25488328,True,True,"0,1","2,3",True,False,False,False,True,True,False,switch_path_only,0,0,1,1,1,0.4,4,1,1,1,0.0,0,0.0,48,0.0,0.0,1347.9166666666667,5400.0,64700.0,0.4791666666666667,True,8305.0,8950.0,645.0,1.0882956878850103
square_root_n18.qasm,square_root_n18,communication_minimizing,5,2,2,2,1,2,4,25488329,True,True,"0,1","2,3",True,False,False,False,True,True,False,switch_path_only,0,0,1,1,1,0.4,4,1,1,1,0.0,0,0.0,48,0.0,0.0,1347.9166666666667,5400.0,64700.0,0.4791666666666667,True,8305.0,8950.0,645.0,1.0882956878850103
square_root_n18.qasm,square_root_n18,communication_consolidating,5,2,2,2,1,2,0,25488335,True,True,"0,1","0,1",True,True,True,True,True,False,True,endpoint_overlap,2,2,1,1,1,0.4,2,3,3,1,0.0,0,0.0,48,0.0,0.0,1347.9166666666667,5400.0,64700.0,0.4791666666666667,True,8305.0,8950.0,645.0,1.0882956878850103
square_root_n18.qasm,square_root_n18,communication_consolidating,5,2,2,2,1,2,1,25488336,True,True,"0,1","0,1",True,True,True,True,True,False,True,endpoint_overlap,2,2,1,1,1,0.4,2,3,3,1,0.0,0,0.0,48,0.0,0.0,1347.9166666666667,5400.0,64700.0,0.4791666666666667,True,8305.0,8950.0,645.0,1.0882956878850103
square_root_n18.qasm,square_root_n18,communication_consolidating,5,2,2,2,1,2,2,25488337,True,True,"0,1","0,1",True,True,True,True,True,False,True,endpoint_overlap,2,2,1,1,1,0.4,2,3,3,1,0.0,0,0.0,48,0.0,0.0,1347.9166666666667,5400.0,64700.0,0.4791666666666667,True,8305.0,8950.0,645.0,1.0882956878850103
square_root_n18.qasm,square_root_n18,communication_consolidating,5,2,2,2,1,2,3,25488338,True,True,"0,1","0,1",True,True,True,True,True,False,True,endpoint_overlap,2,2,1,1,1,0.4,2,3,3,1,0.0,0,0.0,48,0.0,0.0,1347.9166666666667,5400.0,64700.0,0.4791666666666667,True,8305.0,8950.0,645.0,1.0882956878850103
square_root_n18.qasm,square_root_n18,communication_consolidating,5,2,2,2,1,2,4,25488339,True,True,"0,1","0,1",True,True,True,True,True,False,True,endpoint_overlap,2,2,1,1,1,0.4,2,3,3,1,0.0,0,0.0,48,0.0,0.0,1347.9166666666667,5400.0,64700.0,0.4791666666666667,True,8305.0,8950.0,645.0,1.0882956878850103
square_root_n18.qasm,square_root_n18,endpoint_separation,5,2,2,2,1,2,0,25488345,True,True,"0,1","2,3",True,False,False,False,True,True,False,switch_path_only,0,0,1,1,1,0.4,4,1,1,1,0.0,0,0.0,48,0.0,0.0,1347.9166666666667,5400.0,64700.0,0.4791666666666667,True,8305.0,8950.0,645.0,1.0882956878850103
square_root_n18.qasm,square_root_n18,endpoint_separation,5,2,2,2,1,2,1,25488346,True,True,"0,1","2,3",True,False,False,False,True,True,False,switch_path_only,0,0,1,1,1,0.4,4,1,1,1,0.0,0,0.0,48,0.0,0.0,1347.9166666666667,5400.0,64700.0,0.4791666666666667,True,8305.0,8950.0,645.0,1.0882956878850103
square_root_n18.qasm,square_root_n18,endpoint_separation,5,2,2,2,1,2,2,25488347,True,True,"0,1","2,3",True,False,False,False,True,True,False,switch_path_only,0,0,1,1,1,0.4,4,1,1,1,0.0,0,0.0,48,0.0,0.0,1347.9166666666667,5400.0,64700.0,0.4791666666666667,True,8305.0,8950.0,645.0,1.0882956878850103
square_root_n18.qasm,square_root_n18,endpoint_separation,5,2,2,2,1,2,3,25488348,True,True,"0,1","2,3",True,False,False,False,True,True,False,switch_path_only,0,0,1,1,1,0.4,4,1,1,1,0.0,0,0.0,48,0.0,0.0,1347.9166666666667,5400.0,64700.0,0.4791666666666667,True,8305.0,8950.0,645.0,1.0882956878850103
square_root_n18.qasm,square_root_n18,endpoint_separation,5,2,2,2,1,2,4,25488349,True,True,"0,1","2,3",True,False,False,False,True,True,False,switch_path_only,0,0,1,1,1,0.4,4,1,1,1,0.0,0,0.0,48,0.0,0.0,1347.9166666666667,5400.0,64700.0,0.4791666666666667,True,8305.0,8950.0,645.0,1.0882956878850103
