step,op_name,qubits,modules_touched,is_cross_module,params
47,sx,8,module_1,False,[]
48,rz,8,module_1,False,[1.5707963267948966]
49,cx,"2,8","module_0,module_1",True,[]
50,rz,8,module_1,False,[0.6558769968740723]
51,cx,"2,8","module_0,module_1",True,[]
52,rz,9,module_1,False,[1.5707963267948966]
53,sx,9,module_1,False,[]
54,rz,9,module_1,False,[1.5707963267948966]
55,cx,"1,9","module_0,module_1",True,[]
56,rz,9,module_1,False,[0.6558769968740723]
57,cx,"1,9","module_0,module_1",True,[]
58,sx,1,module_0,False,[]
59,rz,1,module_0,False,[14.465146952313543]
60,sx,1,module_0,False,[]
61,rz,1,module_0,False,[9.42477796076938]
62,cx,"1,5","module_0,module_1",True,[]
63,cx,"3,9","module_0,module_1",True,[]
64,rz,5,module_1,False,[-5.040267227111173]
65,cx,"1,5","module_0,module_1",True,[]
66,cx,"5,7",module_1,False,[]
67,rz,7,module_1,False,[-5.040267227111173]
68,cx,"5,7",module_1,False,[]
69,rz,5,module_1,False,[1.5707963267948966]
70,sx,5,module_1,False,[]
71,rz,5,module_1,False,[8.768944693627677]
72,sx,5,module_1,False,[]
73,rz,5,module_1,False,[7.853981633974483]
74,rz,9,module_1,False,[0.6558769968740723]
75,cx,"3,9","module_0,module_1",True,[]
76,rz,3,module_0,False,[1.5707963267948966]
77,sx,3,module_0,False,[]
78,rz,3,module_0,False,[14.465146952313543]
79,sx,3,module_0,False,[]
80,rz,3,module_0,False,[7.853981633974483]
81,rz,9,module_1,False,[1.5707963267948966]
82,sx,9,module_1,False,[]
83,rz,9,module_1,False,[14.465146952313543]
84,sx,9,module_1,False,[]
85,rz,9,module_1,False,[7.853981633974483]
86,cx,"1,9","module_0,module_1",True,[]
87,rz,9,module_1,False,[-5.040267227111173]
88,cx,"1,9","module_0,module_1",True,[]
89,sx,1,module_0,False,[]
90,rz,1,module_0,False,[8.768944693627677]
91,sx,1,module_0,False,[]
92,rz,1,module_0,False,[7.853981633974483]
93,rz,10,module_2,False,[1.5707963267948966]
94,sx,10,module_2,False,[]
95,rz,10,module_2,False,[1.5707963267948966]
96,cx,"4,10","module_0,module_2",True,[]
97,rz,10,module_2,False,[0.6558769968740723]
98,cx,"4,10","module_0,module_2",True,[]
99,cx,"8,10","module_1,module_2",True,[]
100,rz,10,module_2,False,[0.6558769968740723]
101,cx,"8,10","module_1,module_2",True,[]
102,rz,8,module_1,False,[1.5707963267948966]
103,sx,8,module_1,False,[]
104,rz,8,module_1,False,[14.465146952313543]
105,sx,8,module_1,False,[]
106,rz,8,module_1,False,[7.853981633974483]
107,rz,10,module_2,False,[1.5707963267948966]
108,sx,10,module_2,False,[]
109,rz,10,module_2,False,[14.465146952313543]
110,sx,10,module_2,False,[]
111,rz,10,module_2,False,[7.853981633974483]
112,rz,11,module_2,False,[1.5707963267948966]
113,sx,11,module_2,False,[]
114,rz,11,module_2,False,[1.5707963267948966]
115,cx,"0,11","module_0,module_2",True,[]
116,rz,11,module_2,False,[0.6558769968740723]
117,cx,"0,11","module_0,module_2",True,[]
118,sx,0,module_0,False,[]
119,rz,0,module_0,False,[14.465146952313543]
120,sx,0,module_0,False,[]
121,rz,0,module_0,False,[9.42477796076938]
122,cx,"0,3",module_0,False,[]
123,rz,3,module_0,False,[-5.040267227111173]
124,cx,"0,3",module_0,False,[]
125,cx,"3,9","module_0,module_1",True,[]
126,rz,9,module_1,False,[-5.040267227111173]
127,cx,"3,9","module_0,module_1",True,[]
128,rz,3,module_0,False,[1.5707963267948966]
129,sx,3,module_0,False,[]
130,rz,3,module_0,False,[8.768944693627677]
131,sx,3,module_0,False,[]
132,rz,3,module_0,False,[7.853981633974483]
133,rz,9,module_1,False,[1.5707963267948966]
134,sx,9,module_1,False,[]
135,rz,9,module_1,False,[8.768944693627677]
136,sx,9,module_1,False,[]
137,rz,9,module_1,False,[7.853981633974483]
138,rz,12,module_2,False,[1.5707963267948966]
139,sx,12,module_2,False,[]
140,rz,12,module_2,False,[1.5707963267948966]
141,cx,"4,12","module_0,module_2",True,[]
142,rz,12,module_2,False,[0.6558769968740723]
143,cx,"4,12","module_0,module_2",True,[]
144,sx,4,module_0,False,[]
145,rz,4,module_0,False,[14.465146952313543]
146,sx,4,module_0,False,[]
147,rz,4,module_0,False,[9.42477796076938]
148,cx,"4,10","module_0,module_2",True,[]
149,rz,10,module_2,False,[-5.040267227111173]
150,cx,"4,10","module_0,module_2",True,[]
151,rz,13,module_2,False,[1.5707963267948966]
152,sx,13,module_2,False,[]
153,rz,13,module_2,False,[1.5707963267948966]
154,cx,"2,13","module_0,module_2",True,[]
155,rz,13,module_2,False,[0.6558769968740723]
156,cx,"2,13","module_0,module_2",True,[]
157,sx,2,module_0,False,[]
158,rz,2,module_0,False,[14.465146952313543]
159,sx,2,module_0,False,[]
160,rz,2,module_0,False,[9.42477796076938]
161,cx,"2,8","module_0,module_1",True,[]
162,rz,8,module_1,False,[-5.040267227111173]
163,cx,"2,8","module_0,module_1",True,[]
164,cx,"8,10","module_1,module_2",True,[]
165,rz,10,module_2,False,[-5.040267227111173]
166,cx,"8,10","module_1,module_2",True,[]
167,rz,8,module_1,False,[1.5707963267948966]
168,sx,8,module_1,False,[]
169,rz,8,module_1,False,[8.768944693627677]
170,sx,8,module_1,False,[]
171,rz,8,module_1,False,[7.853981633974483]
172,rz,10,module_2,False,[1.5707963267948966]
173,sx,10,module_2,False,[]
174,rz,10,module_2,False,[8.768944693627677]
175,sx,10,module_2,False,[]
176,rz,10,module_2,False,[7.853981633974483]
177,cx,"11,13",module_2,False,[]
178,rz,13,module_2,False,[0.6558769968740723]
179,cx,"11,13",module_2,False,[]
180,rz,11,module_2,False,[1.5707963267948966]
181,sx,11,module_2,False,[]
182,rz,11,module_2,False,[14.465146952313543]
183,sx,11,module_2,False,[]
184,rz,11,module_2,False,[7.853981633974483]
185,cx,"0,11","module_0,module_2",True,[]
186,rz,11,module_2,False,[-5.040267227111173]
187,cx,"0,11","module_0,module_2",True,[]
188,sx,0,module_0,False,[]
189,rz,0,module_0,False,[8.768944693627677]
190,sx,0,module_0,False,[]
191,rz,0,module_0,False,[7.853981633974483]
192,rz,13,module_2,False,[1.5707963267948966]
193,sx,13,module_2,False,[]
194,rz,13,module_2,False,[14.465146952313543]
195,sx,13,module_2,False,[]
196,rz,13,module_2,False,[7.853981633974483]
197,cx,"2,13","module_0,module_2",True,[]
198,rz,13,module_2,False,[-5.040267227111173]
199,cx,"2,13","module_0,module_2",True,[]
200,sx,2,module_0,False,[]
201,rz,2,module_0,False,[8.768944693627677]
202,sx,2,module_0,False,[]
203,rz,2,module_0,False,[7.853981633974483]
204,cx,"11,13",module_2,False,[]
205,rz,13,module_2,False,[-5.040267227111173]
206,cx,"11,13",module_2,False,[]
207,rz,11,module_2,False,[1.5707963267948966]
208,sx,11,module_2,False,[]
209,rz,11,module_2,False,[8.768944693627677]
210,sx,11,module_2,False,[]
211,rz,11,module_2,False,[7.853981633974483]
212,rz,13,module_2,False,[1.5707963267948966]
213,sx,13,module_2,False,[]
214,rz,13,module_2,False,[8.768944693627677]
215,sx,13,module_2,False,[]
216,rz,13,module_2,False,[7.853981633974483]
217,rz,14,module_2,False,[1.5707963267948966]
218,sx,14,module_2,False,[]
219,rz,14,module_2,False,[1.5707963267948966]
220,cx,"6,14","module_1,module_2",True,[]
221,rz,14,module_2,False,[0.6558769968740723]
222,cx,"6,14","module_1,module_2",True,[]
223,sx,6,module_1,False,[]
224,rz,6,module_1,False,[14.465146952313543]
225,sx,6,module_1,False,[]
226,rz,6,module_1,False,[9.42477796076938]
227,cx,"6,7",module_1,False,[]
228,rz,7,module_1,False,[-5.040267227111173]
229,cx,"6,7",module_1,False,[]
230,rz,7,module_1,False,[1.5707963267948966]
231,sx,7,module_1,False,[]
232,rz,7,module_1,False,[8.768944693627677]
233,sx,7,module_1,False,[]
234,rz,7,module_1,False,[7.853981633974483]
235,cx,"12,14",module_2,False,[]
236,rz,14,module_2,False,[0.6558769968740723]
237,cx,"12,14",module_2,False,[]
238,rz,12,module_2,False,[1.5707963267948966]
239,sx,12,module_2,False,[]
240,rz,12,module_2,False,[14.465146952313543]
241,sx,12,module_2,False,[]
242,rz,12,module_2,False,[7.853981633974483]
243,cx,"4,12","module_0,module_2",True,[]
244,rz,12,module_2,False,[-5.040267227111173]
245,cx,"4,12","module_0,module_2",True,[]
246,sx,4,module_0,False,[]
247,rz,4,module_0,False,[8.768944693627677]
248,sx,4,module_0,False,[]
249,rz,4,module_0,False,[7.853981633974483]
250,rz,14,module_2,False,[1.5707963267948966]
251,sx,14,module_2,False,[]
252,rz,14,module_2,False,[14.465146952313543]
253,sx,14,module_2,False,[]
254,rz,14,module_2,False,[7.853981633974483]
255,cx,"6,14","module_1,module_2",True,[]
256,rz,14,module_2,False,[-5.040267227111173]
257,cx,"6,14","module_1,module_2",True,[]
258,sx,6,module_1,False,[]
259,rz,6,module_1,False,[8.768944693627677]
260,sx,6,module_1,False,[]
261,rz,6,module_1,False,[7.853981633974483]
262,cx,"12,14",module_2,False,[]
263,rz,14,module_2,False,[-5.040267227111173]
264,cx,"12,14",module_2,False,[]
265,rz,12,module_2,False,[1.5707963267948966]
266,sx,12,module_2,False,[]
267,rz,12,module_2,False,[8.768944693627677]
268,sx,12,module_2,False,[]
269,rz,12,module_2,False,[7.853981633974483]
270,rz,14,module_2,False,[1.5707963267948966]
271,sx,14,module_2,False,[]
272,rz,14,module_2,False,[8.768944693627677]
273,sx,14,module_2,False,[]
274,rz,14,module_2,False,[7.853981633974483]
275,barrier,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14","module_0,module_1,module_2",True,[]
276,measure,0,module_0,False,[]
277,measure,1,module_0,False,[]
278,measure,2,module_0,False,[]
279,measure,3,module_0,False,[]
280,measure,4,module_0,False,[]
281,measure,5,module_1,False,[]
282,measure,6,module_1,False,[]
283,measure,7,module_1,False,[]
284,measure,8,module_1,False,[]
285,measure,9,module_1,False,[]
286,measure,10,module_2,False,[]
287,measure,11,module_2,False,[]
288,measure,12,module_2,False,[]
289,measure,13,module_2,False,[]
290,measure,14,module_2,False,[]
