attacker_request_id,probe_id,spacing_name,round_start_time_ns,request_release_time_ns,preceding_interval_ns,actual_arrival_time_ns,service_start_time_ns,victim_on_completion_time_ns,service_time_ns,victim_on_waiting_time_ns,victim_on_turnaround_time_ns,source_module,target_modules,architecture_request_id,baseline_waiting_time_ns,baseline_turnaround_time_ns,baseline_completion_time_ns,excess_waiting_time_ns,excess_turnaround_time_ns,victim_contention_observed
35,35,spacing_burst4,14860,14890,140.0,14890,32050,32160,110,17160,17270,module_3,module_4,282,0,110,15000,17160,17160,True
36,36,spacing_burst4,16120,16150,1260.0,16150,32160,32270,110,16010,16120,module_3,module_4,283,0,110,16260,16010,16010,True
37,37,spacing_burst4,16260,16290,140.0,16290,32270,32380,110,15980,16090,module_3,module_4,284,0,110,16400,15980,15980,True
38,38,spacing_burst4,16400,16430,140.0,16430,32380,32490,110,15950,16060,module_3,module_4,285,0,110,16540,15950,15950,True
39,39,spacing_burst4,16540,16570,140.0,16570,32490,32600,110,15920,16030,module_3,module_4,286,0,110,16680,15920,15920,True
40,40,spacing_burst4,17800,17830,1260.0,17830,32600,32710,110,14770,14880,module_3,module_4,287,0,110,17940,14770,14770,True
41,41,spacing_burst4,17940,17970,140.0,17970,32710,32820,110,14740,14850,module_3,module_4,288,0,110,18080,14740,14740,True
42,42,spacing_burst4,18080,18110,140.0,18110,32820,32930,110,14710,14820,module_3,module_4,289,0,110,18220,14710,14710,True
43,43,spacing_burst4,18220,18250,140.0,18250,32930,33040,110,14680,14790,module_3,module_4,290,0,110,18360,14680,14680,True
44,44,spacing_burst4,19480,19510,1260.0,19510,33040,33150,110,13530,13640,module_3,module_4,291,0,110,19620,13530,13530,True
45,45,spacing_burst4,19620,19650,140.0,19650,33150,33260,110,13500,13610,module_3,module_4,292,0,110,19760,13500,13500,True
46,46,spacing_burst4,19760,19790,140.0,19790,33260,33370,110,13470,13580,module_3,module_4,293,0,110,19900,13470,13470,True
47,47,spacing_burst4,20740,20770,980.0,20770,33370,33480,110,12600,12710,module_3,module_4,294,0,110,20880,12600,12600,True
