attacker_request_id,probe_name,probe_round_id,cross_index_in_round,round_start_time_ns,request_release_time_ns,actual_arrival_time_ns,service_start_time_ns,victim_on_completion_time_ns,service_time_ns,victim_on_waiting_time_ns,victim_on_turnaround_time_ns,source_module,target_modules,architecture_request_id,baseline_waiting_time_ns,baseline_turnaround_time_ns,baseline_completion_time_ns,excess_waiting_time_ns,excess_turnaround_time_ns,victim_contention_observed
14,probe_1_cx_chain,7,0,3940,3940,3940,20770,20880,110,16830,16940,module_3,module_4,178,0,110,4050,16830,16830,True
15,probe_1_cx_chain,7,1,3940,3945,3945,20880,20990,110,16935,17045,module_3,module_4,179,105,215,4160,16830,16830,True
16,probe_1_cx_chain,8,0,4360,4360,4360,23960,24070,110,19600,19710,module_3,module_4,207,0,110,4470,19600,19600,True
17,probe_1_cx_chain,8,1,4360,4365,4365,24070,24180,110,19705,19815,module_3,module_4,208,105,215,4580,19600,19600,True
18,probe_1_cx_chain,9,0,4780,4780,4780,26930,27040,110,22150,22260,module_3,module_4,234,0,110,4890,22150,22150,True
19,probe_1_cx_chain,9,1,4780,4785,4785,27040,27150,110,22255,22365,module_3,module_4,235,105,215,5000,22150,22150,True
20,probe_1_cx_chain,10,0,5200,5200,5200,27270,27380,110,22070,22180,module_3,module_4,237,0,110,5310,22070,22070,True
21,probe_1_cx_chain,10,1,5200,5205,5205,27380,27490,110,22175,22285,module_3,module_4,238,105,215,5420,22070,22070,True
22,probe_1_cx_chain,11,0,5620,5620,5620,27490,27600,110,21870,21980,module_3,module_4,239,0,110,5730,21870,21870,True
23,probe_1_cx_chain,11,1,5620,5625,5625,27600,27710,110,21975,22085,module_3,module_4,240,105,215,5840,21870,21870,True
24,probe_1_cx_chain,12,0,6040,6040,6040,27710,27820,110,21670,21780,module_3,module_4,241,0,110,6150,21670,21670,True
25,probe_1_cx_chain,12,1,6040,6045,6045,27820,27930,110,21775,21885,module_3,module_4,242,105,215,6260,21670,21670,True
26,probe_1_cx_chain,13,0,6460,6460,6460,27930,28040,110,21470,21580,module_3,module_4,243,0,110,6570,21470,21470,True
27,probe_1_cx_chain,13,1,6460,6465,6465,28040,28150,110,21575,21685,module_3,module_4,244,105,215,6680,21470,21470,True
28,probe_1_cx_chain,14,0,6880,6880,6880,28150,28260,110,21270,21380,module_3,module_4,245,0,110,6990,21270,21270,True
29,probe_1_cx_chain,14,1,6880,6885,6885,28260,28370,110,21375,21485,module_3,module_4,246,105,215,7100,21270,21270,True
30,probe_1_cx_chain,15,0,7300,7300,7300,28370,28480,110,21070,21180,module_3,module_4,247,0,110,7410,21070,21070,True
31,probe_1_cx_chain,15,1,7300,7305,7305,28480,28590,110,21175,21285,module_3,module_4,248,105,215,7520,21070,21070,True
32,probe_1_cx_chain,16,0,7720,7720,7720,28590,28700,110,20870,20980,module_3,module_4,249,0,110,7830,20870,20870,True
33,probe_1_cx_chain,16,1,7720,7725,7725,28700,28810,110,20975,21085,module_3,module_4,250,105,215,7940,20870,20870,True
34,probe_1_cx_chain,17,0,8140,8140,8140,28810,28920,110,20670,20780,module_3,module_4,251,0,110,8250,20670,20670,True
35,probe_1_cx_chain,17,1,8140,8145,8145,28920,29030,110,20775,20885,module_3,module_4,252,105,215,8360,20670,20670,True
36,probe_1_cx_chain,18,0,8560,8560,8560,29030,29140,110,20470,20580,module_3,module_4,253,0,110,8670,20470,20470,True
37,probe_1_cx_chain,18,1,8560,8565,8565,29140,29250,110,20575,20685,module_3,module_4,254,105,215,8780,20470,20470,True
38,probe_1_cx_chain,19,0,8980,8980,8980,29250,29360,110,20270,20380,module_3,module_4,255,0,110,9090,20270,20270,True
39,probe_1_cx_chain,19,1,8980,8985,8985,29360,29470,110,20375,20485,module_3,module_4,256,105,215,9200,20270,20270,True
40,probe_1_cx_chain,20,0,9400,9400,9400,29470,29580,110,20070,20180,module_3,module_4,257,0,110,9510,20070,20070,True
41,probe_1_cx_chain,20,1,9400,9405,9405,29580,29690,110,20175,20285,module_3,module_4,258,105,215,9620,20070,20070,True
42,probe_1_cx_chain,21,0,9820,9820,9820,29690,29800,110,19870,19980,module_3,module_4,259,0,110,9930,19870,19870,True
43,probe_1_cx_chain,21,1,9820,9825,9825,29800,29910,110,19975,20085,module_3,module_4,260,105,215,10040,19870,19870,True
44,probe_1_cx_chain,22,0,10240,10240,10240,29910,30020,110,19670,19780,module_3,module_4,261,0,110,10350,19670,19670,True
45,probe_1_cx_chain,22,1,10240,10245,10245,30020,30130,110,19775,19885,module_3,module_4,262,105,215,10460,19670,19670,True
46,probe_1_cx_chain,23,0,10660,10660,10660,30130,30240,110,19470,19580,module_3,module_4,263,0,110,10770,19470,19470,True
47,probe_1_cx_chain,23,1,10660,10665,10665,30240,30350,110,19575,19685,module_3,module_4,264,105,215,10880,19470,19470,True
48,probe_1_cx_chain,24,0,11080,11080,11080,30350,30460,110,19270,19380,module_3,module_4,265,0,110,11190,19270,19270,True
49,probe_1_cx_chain,24,1,11080,11085,11085,30460,30570,110,19375,19485,module_3,module_4,266,105,215,11300,19270,19270,True
50,probe_1_cx_chain,25,0,11500,11500,11500,30570,30680,110,19070,19180,module_3,module_4,267,0,110,11610,19070,19070,True
51,probe_1_cx_chain,25,1,11500,11505,11505,30680,30790,110,19175,19285,module_3,module_4,268,105,215,11720,19070,19070,True
52,probe_1_cx_chain,26,0,11920,11920,11920,30790,30900,110,18870,18980,module_3,module_4,269,0,110,12030,18870,18870,True
53,probe_1_cx_chain,26,1,11920,11925,11925,30900,31010,110,18975,19085,module_3,module_4,270,105,215,12140,18870,18870,True
54,probe_1_cx_chain,27,0,12340,12340,12340,31010,31120,110,18670,18780,module_3,module_4,271,0,110,12450,18670,18670,True
55,probe_1_cx_chain,27,1,12340,12345,12345,31120,31230,110,18775,18885,module_3,module_4,272,105,215,12560,18670,18670,True
56,probe_1_cx_chain,28,0,12760,12760,12760,31230,31340,110,18470,18580,module_3,module_4,273,0,110,12870,18470,18470,True
57,probe_1_cx_chain,28,1,12760,12765,12765,31340,31450,110,18575,18685,module_3,module_4,274,105,215,12980,18470,18470,True
58,probe_1_cx_chain,29,0,13180,13180,13180,31450,31560,110,18270,18380,module_3,module_4,275,0,110,13290,18270,18270,True
59,probe_1_cx_chain,29,1,13180,13185,13185,31560,31670,110,18375,18485,module_3,module_4,276,105,215,13400,18270,18270,True
60,probe_1_cx_chain,30,0,13600,13600,13600,31670,31780,110,18070,18180,module_3,module_4,277,0,110,13710,18070,18070,True
61,probe_1_cx_chain,30,1,13600,13605,13605,31780,31890,110,18175,18285,module_3,module_4,278,105,215,13820,18070,18070,True
62,probe_1_cx_chain,31,0,14020,14020,14020,31890,32000,110,17870,17980,module_3,module_4,279,0,110,14130,17870,17870,True
63,probe_1_cx_chain,31,1,14020,14025,14025,32000,32110,110,17975,18085,module_3,module_4,280,105,215,14240,17870,17870,True
64,probe_1_cx_chain,32,0,14440,14440,14440,32110,32220,110,17670,17780,module_3,module_4,281,0,110,14550,17670,17670,True
65,probe_1_cx_chain,32,1,14440,14445,14445,32220,32330,110,17775,17885,module_3,module_4,282,105,215,14660,17670,17670,True
66,probe_1_cx_chain,33,0,14860,14860,14860,32330,32440,110,17470,17580,module_3,module_4,283,0,110,14970,17470,17470,True
67,probe_1_cx_chain,33,1,14860,14865,14865,32440,32550,110,17575,17685,module_3,module_4,284,105,215,15080,17470,17470,True
68,probe_1_cx_chain,34,0,15280,15280,15280,32550,32660,110,17270,17380,module_3,module_4,285,0,110,15390,17270,17270,True
69,probe_1_cx_chain,34,1,15280,15285,15285,32660,32770,110,17375,17485,module_3,module_4,286,105,215,15500,17270,17270,True
70,probe_1_cx_chain,35,0,15700,15700,15700,32770,32880,110,17070,17180,module_3,module_4,287,0,110,15810,17070,17070,True
71,probe_1_cx_chain,35,1,15700,15705,15705,32880,32990,110,17175,17285,module_3,module_4,288,105,215,15920,17070,17070,True
72,probe_1_cx_chain,36,0,16120,16120,16120,32990,33100,110,16870,16980,module_3,module_4,289,0,110,16230,16870,16870,True
73,probe_1_cx_chain,36,1,16120,16125,16125,33100,33210,110,16975,17085,module_3,module_4,290,105,215,16340,16870,16870,True
74,probe_1_cx_chain,37,0,16540,16540,16540,33210,33320,110,16670,16780,module_3,module_4,291,0,110,16650,16670,16670,True
75,probe_1_cx_chain,37,1,16540,16545,16545,33320,33430,110,16775,16885,module_3,module_4,292,105,215,16760,16670,16670,True
76,probe_1_cx_chain,38,0,16960,16960,16960,33430,33540,110,16470,16580,module_3,module_4,293,0,110,17070,16470,16470,True
77,probe_1_cx_chain,38,1,16960,16965,16965,33540,33650,110,16575,16685,module_3,module_4,294,105,215,17180,16470,16470,True
78,probe_1_cx_chain,39,0,17380,17380,17380,33650,33760,110,16270,16380,module_3,module_4,295,0,110,17490,16270,16270,True
79,probe_1_cx_chain,39,1,17380,17385,17385,33760,33870,110,16375,16485,module_3,module_4,296,105,215,17600,16270,16270,True
80,probe_1_cx_chain,40,0,17800,17800,17800,33870,33980,110,16070,16180,module_3,module_4,297,0,110,17910,16070,16070,True
81,probe_1_cx_chain,40,1,17800,17805,17805,33980,34090,110,16175,16285,module_3,module_4,298,105,215,18020,16070,16070,True
82,probe_1_cx_chain,41,0,18220,18220,18220,34090,34200,110,15870,15980,module_3,module_4,299,0,110,18330,15870,15870,True
83,probe_1_cx_chain,41,1,18220,18225,18225,34200,34310,110,15975,16085,module_3,module_4,300,105,215,18440,15870,15870,True
84,probe_1_cx_chain,42,0,18640,18640,18640,34310,34420,110,15670,15780,module_3,module_4,301,0,110,18750,15670,15670,True
85,probe_1_cx_chain,42,1,18640,18645,18645,34420,34530,110,15775,15885,module_3,module_4,302,105,215,18860,15670,15670,True
86,probe_1_cx_chain,43,0,19060,19060,19060,34530,34640,110,15470,15580,module_3,module_4,303,0,110,19170,15470,15470,True
87,probe_1_cx_chain,43,1,19060,19065,19065,34640,34750,110,15575,15685,module_3,module_4,304,105,215,19280,15470,15470,True
88,probe_1_cx_chain,44,0,19480,19480,19480,34750,34860,110,15270,15380,module_3,module_4,305,0,110,19590,15270,15270,True
89,probe_1_cx_chain,44,1,19480,19485,19485,34860,34970,110,15375,15485,module_3,module_4,306,105,215,19700,15270,15270,True
90,probe_1_cx_chain,45,0,19900,19900,19900,34970,35080,110,15070,15180,module_3,module_4,307,0,110,20010,15070,15070,True
91,probe_1_cx_chain,45,1,19900,19905,19905,35080,35190,110,15175,15285,module_3,module_4,308,105,215,20120,15070,15070,True
92,probe_1_cx_chain,46,0,20320,20320,20320,35190,35300,110,14870,14980,module_3,module_4,309,0,110,20430,14870,14870,True
93,probe_1_cx_chain,46,1,20320,20325,20325,35300,35410,110,14975,15085,module_3,module_4,310,105,215,20540,14870,14870,True
94,probe_1_cx_chain,47,0,20740,20740,20740,35410,35520,110,14670,14780,module_3,module_4,311,0,110,20850,14670,14670,True
95,probe_1_cx_chain,47,1,20740,20745,20745,35520,35630,110,14775,14885,module_3,module_4,312,105,215,20960,14670,14670,True
