step,op_name,qubits,modules_touched,is_cross_module,params
46,rz,6,module_2,False,[1.5707963267948966]
47,sx,6,module_2,False,[]
48,rz,6,module_2,False,[5.040440875250181]
49,sx,6,module_2,False,[]
50,rz,6,module_2,False,[7.853981633974483]
51,rz,7,module_2,False,[1.5707963267948966]
52,sx,7,module_2,False,[]
53,rz,7,module_2,False,[1.5707963267948966]
54,cx,"2,7","module_0,module_2",True,[]
55,rz,7,module_2,False,[3.7973960738150385]
56,cx,"2,7","module_0,module_2",True,[]
57,sx,2,module_0,False,[]
58,rz,2,module_0,False,[5.040440875250181]
59,sx,2,module_0,False,[]
60,rz,2,module_0,False,[9.42477796076938]
61,cx,"2,6","module_0,module_2",True,[]
62,cx,"3,7","module_1,module_2",True,[]
63,rz,6,module_2,False,[1.242779268726785]
64,cx,"2,6","module_0,module_2",True,[]
65,rz,7,module_2,False,[3.7973960738150385]
66,cx,"3,7","module_1,module_2",True,[]
67,sx,3,module_1,False,[]
68,rz,3,module_1,False,[5.040440875250181]
69,sx,3,module_1,False,[]
70,rz,3,module_1,False,[9.42477796076938]
71,rz,7,module_2,False,[1.5707963267948966]
72,sx,7,module_2,False,[]
73,rz,7,module_2,False,[5.040440875250181]
74,sx,7,module_2,False,[]
75,rz,7,module_2,False,[7.853981633974483]
76,cx,"2,7","module_0,module_2",True,[]
77,rz,7,module_2,False,[1.242779268726785]
78,cx,"2,7","module_0,module_2",True,[]
79,sx,2,module_0,False,[]
80,rz,2,module_0,False,[-3.797300611260196]
81,sx,2,module_0,False,[]
82,rz,2,module_0,False,[7.853981633974483]
83,rz,8,module_2,False,[1.5707963267948966]
84,sx,8,module_2,False,[]
85,rz,8,module_2,False,[1.5707963267948966]
86,cx,"0,8","module_0,module_2",True,[]
87,rz,8,module_2,False,[3.7973960738150385]
88,cx,"0,8","module_0,module_2",True,[]
89,sx,0,module_0,False,[]
90,rz,0,module_0,False,[5.040440875250181]
91,sx,0,module_0,False,[]
92,rz,0,module_0,False,[9.42477796076938]
93,cx,"0,4","module_0,module_1",True,[]
94,cx,"1,8","module_0,module_2",True,[]
95,rz,4,module_1,False,[1.242779268726785]
96,cx,"0,4","module_0,module_1",True,[]
97,cx,"4,6","module_1,module_2",True,[]
98,rz,6,module_2,False,[1.242779268726785]
99,cx,"4,6","module_1,module_2",True,[]
100,rz,4,module_1,False,[1.5707963267948966]
101,sx,4,module_1,False,[]
102,rz,4,module_1,False,[-3.797300611260196]
103,sx,4,module_1,False,[]
104,rz,4,module_1,False,[7.853981633974483]
105,rz,6,module_2,False,[1.5707963267948966]
106,sx,6,module_2,False,[]
107,rz,6,module_2,False,[-3.797300611260196]
108,sx,6,module_2,False,[]
109,rz,6,module_2,False,[7.853981633974483]
110,rz,8,module_2,False,[3.7973960738150385]
111,cx,"1,8","module_0,module_2",True,[]
112,sx,1,module_0,False,[]
113,rz,1,module_0,False,[5.040440875250181]
114,sx,1,module_0,False,[]
115,rz,1,module_0,False,[9.42477796076938]
116,cx,"1,5","module_0,module_1",True,[]
117,rz,5,module_1,False,[1.242779268726785]
118,cx,"1,5","module_0,module_1",True,[]
119,cx,"3,5",module_1,False,[]
120,rz,5,module_1,False,[1.242779268726785]
121,cx,"3,5",module_1,False,[]
122,cx,"3,7","module_1,module_2",True,[]
123,rz,5,module_1,False,[1.5707963267948966]
124,sx,5,module_1,False,[]
125,rz,5,module_1,False,[-3.797300611260196]
126,sx,5,module_1,False,[]
127,rz,5,module_1,False,[7.853981633974483]
128,rz,7,module_2,False,[1.242779268726785]
129,cx,"3,7","module_1,module_2",True,[]
130,sx,3,module_1,False,[]
131,rz,3,module_1,False,[-3.797300611260196]
132,sx,3,module_1,False,[]
133,rz,3,module_1,False,[7.853981633974483]
134,rz,7,module_2,False,[1.5707963267948966]
135,sx,7,module_2,False,[]
136,rz,7,module_2,False,[-3.797300611260196]
137,sx,7,module_2,False,[]
138,rz,7,module_2,False,[7.853981633974483]
139,rz,8,module_2,False,[1.5707963267948966]
140,sx,8,module_2,False,[]
141,rz,8,module_2,False,[5.040440875250181]
142,sx,8,module_2,False,[]
143,rz,8,module_2,False,[7.853981633974483]
144,cx,"0,8","module_0,module_2",True,[]
145,rz,8,module_2,False,[1.242779268726785]
146,cx,"0,8","module_0,module_2",True,[]
147,sx,0,module_0,False,[]
148,rz,0,module_0,False,[-3.797300611260196]
149,sx,0,module_0,False,[]
150,rz,0,module_0,False,[7.853981633974483]
151,cx,"1,8","module_0,module_2",True,[]
152,rz,8,module_2,False,[1.242779268726785]
153,cx,"1,8","module_0,module_2",True,[]
154,sx,1,module_0,False,[]
155,rz,1,module_0,False,[-3.797300611260196]
156,sx,1,module_0,False,[]
157,rz,1,module_0,False,[7.853981633974483]
158,rz,8,module_2,False,[1.5707963267948966]
159,sx,8,module_2,False,[]
160,rz,8,module_2,False,[-3.797300611260196]
161,sx,8,module_2,False,[]
162,rz,8,module_2,False,[7.853981633974483]
163,barrier,"0,1,2,3,4,5,6,7,8","module_0,module_1,module_2",True,[]
164,measure,0,module_0,False,[]
165,measure,1,module_0,False,[]
166,measure,2,module_0,False,[]
167,measure,3,module_1,False,[]
168,measure,4,module_1,False,[]
169,measure,5,module_1,False,[]
170,measure,6,module_2,False,[]
171,measure,7,module_2,False,[]
172,measure,8,module_2,False,[]
