victim_qasm,victim_tag,knob,uncertainty_name,uncertainty_half_width_ns,trial_id,random_seed,victim_start_offset_ns,attacker_start_error_ns,victim_true_start_ns,attacker_estimated_start_ns,attacker_window_end_ns,observation_duration_ns,probe_name,spacing_pattern,probe_round_period_ns,placement,workload_type,hub_max_concurrent_transfers,total_attacker_remote_requests,baseline_avg_waiting_time_ns,baseline_max_waiting_time_ns,avg_excess_waiting_time_ns,avg_excess_turnaround_time_ns,median_excess_turnaround_time_ns,max_excess_turnaround_time_ns,total_excess_turnaround_time_ns,delayed_probe_count,contention_observed_fraction,detection_observed,victim_only_duration_ns,victim_on_duration_ns,victim_slowdown_ns,victim_slowdown_ratio,window_victim_overlap_ns_evaluator_only,pre_victim_probe_count_evaluator_only,useful_probe_count_evaluator_only,post_victim_probe_count_evaluator_only,useful_probe_fraction_evaluator_only,victim_on_hub_makespan_ns
bv_n19.qasm,bv_n19,random_victim_start,uncertainty_exact,0,19,27,0,0,20000,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,88.54166666666667,88.54166666666667,0.0,1470.0,4250.0,5,0.10416666666666667,True,1880.0,1920.0,40.0,1.0212765957446808,1880.0,0,5,43,0.10416666666666667,39880
dnn_n16.qasm,dnn_n16,random_victim_start,uncertainty_exact,0,0,27,0,0,20000,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,678.5416666666666,678.5416666666666,325.0,2340.0,32570.0,25,0.5208333333333334,True,11605.0,12450.0,845.0,1.0728134424816889,11605.0,0,28,20,0.5833333333333334,39880
dnn_n16.qasm,dnn_n16,random_victim_start,uncertainty_exact,0,1,27,0,0,20000,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,678.5416666666666,678.5416666666666,325.0,2340.0,32570.0,25,0.5208333333333334,True,11605.0,12450.0,845.0,1.0728134424816889,11605.0,0,28,20,0.5833333333333334,39880
dnn_n16.qasm,dnn_n16,random_victim_start,uncertainty_exact,0,2,27,0,0,20000,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,678.5416666666666,678.5416666666666,325.0,2340.0,32570.0,25,0.5208333333333334,True,11605.0,12450.0,845.0,1.0728134424816889,11605.0,0,28,20,0.5833333333333334,39880
dnn_n16.qasm,dnn_n16,random_victim_start,uncertainty_exact,0,3,27,0,0,20000,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,678.5416666666666,678.5416666666666,325.0,2340.0,32570.0,25,0.5208333333333334,True,11605.0,12450.0,845.0,1.0728134424816889,11605.0,0,28,20,0.5833333333333334,39880
dnn_n16.qasm,dnn_n16,random_victim_start,uncertainty_exact,0,4,27,0,0,20000,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,678.5416666666666,678.5416666666666,325.0,2340.0,32570.0,25,0.5208333333333334,True,11605.0,12450.0,845.0,1.0728134424816889,11605.0,0,28,20,0.5833333333333334,39880
dnn_n16.qasm,dnn_n16,random_victim_start,uncertainty_exact,0,5,27,0,0,20000,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,678.5416666666666,678.5416666666666,325.0,2340.0,32570.0,25,0.5208333333333334,True,11605.0,12450.0,845.0,1.0728134424816889,11605.0,0,28,20,0.5833333333333334,39880
dnn_n16.qasm,dnn_n16,random_victim_start,uncertainty_exact,0,6,27,0,0,20000,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,678.5416666666666,678.5416666666666,325.0,2340.0,32570.0,25,0.5208333333333334,True,11605.0,12450.0,845.0,1.0728134424816889,11605.0,0,28,20,0.5833333333333334,39880
dnn_n16.qasm,dnn_n16,random_victim_start,uncertainty_exact,0,7,27,0,0,20000,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,678.5416666666666,678.5416666666666,325.0,2340.0,32570.0,25,0.5208333333333334,True,11605.0,12450.0,845.0,1.0728134424816889,11605.0,0,28,20,0.5833333333333334,39880
dnn_n16.qasm,dnn_n16,random_victim_start,uncertainty_exact,0,8,27,0,0,20000,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,678.5416666666666,678.5416666666666,325.0,2340.0,32570.0,25,0.5208333333333334,True,11605.0,12450.0,845.0,1.0728134424816889,11605.0,0,28,20,0.5833333333333334,39880
dnn_n16.qasm,dnn_n16,random_victim_start,uncertainty_exact,0,9,27,0,0,20000,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,678.5416666666666,678.5416666666666,325.0,2340.0,32570.0,25,0.5208333333333334,True,11605.0,12450.0,845.0,1.0728134424816889,11605.0,0,28,20,0.5833333333333334,39880
dnn_n16.qasm,dnn_n16,random_victim_start,uncertainty_exact,0,10,27,0,0,20000,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,678.5416666666666,678.5416666666666,325.0,2340.0,32570.0,25,0.5208333333333334,True,11605.0,12450.0,845.0,1.0728134424816889,11605.0,0,28,20,0.5833333333333334,39880
dnn_n16.qasm,dnn_n16,random_victim_start,uncertainty_exact,0,11,27,0,0,20000,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,678.5416666666666,678.5416666666666,325.0,2340.0,32570.0,25,0.5208333333333334,True,11605.0,12450.0,845.0,1.0728134424816889,11605.0,0,28,20,0.5833333333333334,39880
dnn_n16.qasm,dnn_n16,random_victim_start,uncertainty_exact,0,12,27,0,0,20000,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,678.5416666666666,678.5416666666666,325.0,2340.0,32570.0,25,0.5208333333333334,True,11605.0,12450.0,845.0,1.0728134424816889,11605.0,0,28,20,0.5833333333333334,39880
dnn_n16.qasm,dnn_n16,random_victim_start,uncertainty_exact,0,13,27,0,0,20000,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,678.5416666666666,678.5416666666666,325.0,2340.0,32570.0,25,0.5208333333333334,True,11605.0,12450.0,845.0,1.0728134424816889,11605.0,0,28,20,0.5833333333333334,39880
dnn_n16.qasm,dnn_n16,random_victim_start,uncertainty_exact,0,14,27,0,0,20000,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,678.5416666666666,678.5416666666666,325.0,2340.0,32570.0,25,0.5208333333333334,True,11605.0,12450.0,845.0,1.0728134424816889,11605.0,0,28,20,0.5833333333333334,39880
dnn_n16.qasm,dnn_n16,random_victim_start,uncertainty_exact,0,15,27,0,0,20000,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,678.5416666666666,678.5416666666666,325.0,2340.0,32570.0,25,0.5208333333333334,True,11605.0,12450.0,845.0,1.0728134424816889,11605.0,0,28,20,0.5833333333333334,39880
dnn_n16.qasm,dnn_n16,random_victim_start,uncertainty_exact,0,16,27,0,0,20000,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,678.5416666666666,678.5416666666666,325.0,2340.0,32570.0,25,0.5208333333333334,True,11605.0,12450.0,845.0,1.0728134424816889,11605.0,0,28,20,0.5833333333333334,39880
dnn_n16.qasm,dnn_n16,random_victim_start,uncertainty_exact,0,17,27,0,0,20000,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,678.5416666666666,678.5416666666666,325.0,2340.0,32570.0,25,0.5208333333333334,True,11605.0,12450.0,845.0,1.0728134424816889,11605.0,0,28,20,0.5833333333333334,39880
dnn_n16.qasm,dnn_n16,random_victim_start,uncertainty_exact,0,18,27,0,0,20000,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,678.5416666666666,678.5416666666666,325.0,2340.0,32570.0,25,0.5208333333333334,True,11605.0,12450.0,845.0,1.0728134424816889,11605.0,0,28,20,0.5833333333333334,39880
dnn_n16.qasm,dnn_n16,random_victim_start,uncertainty_exact,0,19,27,0,0,20000,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,678.5416666666666,678.5416666666666,325.0,2340.0,32570.0,25,0.5208333333333334,True,11605.0,12450.0,845.0,1.0728134424816889,11605.0,0,28,20,0.5833333333333334,39880
qft_n18.qasm,qft_n18,random_victim_start,uncertainty_exact,0,0,27,0,0,20000,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,14143.958333333334,14143.958333333334,14695.0,21240.0,678910.0,47,0.9791666666666666,True,24290.0,25280.0,990.0,1.0407575133799918,20000.0,0,48,0,1.0,49460
qft_n18.qasm,qft_n18,random_victim_start,uncertainty_exact,0,1,27,0,0,20000,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,14143.958333333334,14143.958333333334,14695.0,21240.0,678910.0,47,0.9791666666666666,True,24290.0,25280.0,990.0,1.0407575133799918,20000.0,0,48,0,1.0,49460
qft_n18.qasm,qft_n18,random_victim_start,uncertainty_exact,0,2,27,0,0,20000,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,14143.958333333334,14143.958333333334,14695.0,21240.0,678910.0,47,0.9791666666666666,True,24290.0,25280.0,990.0,1.0407575133799918,20000.0,0,48,0,1.0,49460
qft_n18.qasm,qft_n18,random_victim_start,uncertainty_exact,0,3,27,0,0,20000,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,14143.958333333334,14143.958333333334,14695.0,21240.0,678910.0,47,0.9791666666666666,True,24290.0,25280.0,990.0,1.0407575133799918,20000.0,0,48,0,1.0,49460
qft_n18.qasm,qft_n18,random_victim_start,uncertainty_exact,0,4,27,0,0,20000,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,14143.958333333334,14143.958333333334,14695.0,21240.0,678910.0,47,0.9791666666666666,True,24290.0,25280.0,990.0,1.0407575133799918,20000.0,0,48,0,1.0,49460
qft_n18.qasm,qft_n18,random_victim_start,uncertainty_exact,0,5,27,0,0,20000,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,14143.958333333334,14143.958333333334,14695.0,21240.0,678910.0,47,0.9791666666666666,True,24290.0,25280.0,990.0,1.0407575133799918,20000.0,0,48,0,1.0,49460
qft_n18.qasm,qft_n18,random_victim_start,uncertainty_exact,0,6,27,0,0,20000,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,14143.958333333334,14143.958333333334,14695.0,21240.0,678910.0,47,0.9791666666666666,True,24290.0,25280.0,990.0,1.0407575133799918,20000.0,0,48,0,1.0,49460
qft_n18.qasm,qft_n18,random_victim_start,uncertainty_exact,0,7,27,0,0,20000,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,14143.958333333334,14143.958333333334,14695.0,21240.0,678910.0,47,0.9791666666666666,True,24290.0,25280.0,990.0,1.0407575133799918,20000.0,0,48,0,1.0,49460
qft_n18.qasm,qft_n18,random_victim_start,uncertainty_exact,0,8,27,0,0,20000,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,14143.958333333334,14143.958333333334,14695.0,21240.0,678910.0,47,0.9791666666666666,True,24290.0,25280.0,990.0,1.0407575133799918,20000.0,0,48,0,1.0,49460
qft_n18.qasm,qft_n18,random_victim_start,uncertainty_exact,0,9,27,0,0,20000,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,14143.958333333334,14143.958333333334,14695.0,21240.0,678910.0,47,0.9791666666666666,True,24290.0,25280.0,990.0,1.0407575133799918,20000.0,0,48,0,1.0,49460
qft_n18.qasm,qft_n18,random_victim_start,uncertainty_exact,0,10,27,0,0,20000,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,14143.958333333334,14143.958333333334,14695.0,21240.0,678910.0,47,0.9791666666666666,True,24290.0,25280.0,990.0,1.0407575133799918,20000.0,0,48,0,1.0,49460
qft_n18.qasm,qft_n18,random_victim_start,uncertainty_exact,0,11,27,0,0,20000,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,14143.958333333334,14143.958333333334,14695.0,21240.0,678910.0,47,0.9791666666666666,True,24290.0,25280.0,990.0,1.0407575133799918,20000.0,0,48,0,1.0,49460
qft_n18.qasm,qft_n18,random_victim_start,uncertainty_exact,0,12,27,0,0,20000,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,14143.958333333334,14143.958333333334,14695.0,21240.0,678910.0,47,0.9791666666666666,True,24290.0,25280.0,990.0,1.0407575133799918,20000.0,0,48,0,1.0,49460
qft_n18.qasm,qft_n18,random_victim_start,uncertainty_exact,0,13,27,0,0,20000,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,14143.958333333334,14143.958333333334,14695.0,21240.0,678910.0,47,0.9791666666666666,True,24290.0,25280.0,990.0,1.0407575133799918,20000.0,0,48,0,1.0,49460
qft_n18.qasm,qft_n18,random_victim_start,uncertainty_exact,0,14,27,0,0,20000,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,14143.958333333334,14143.958333333334,14695.0,21240.0,678910.0,47,0.9791666666666666,True,24290.0,25280.0,990.0,1.0407575133799918,20000.0,0,48,0,1.0,49460
qft_n18.qasm,qft_n18,random_victim_start,uncertainty_exact,0,15,27,0,0,20000,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,14143.958333333334,14143.958333333334,14695.0,21240.0,678910.0,47,0.9791666666666666,True,24290.0,25280.0,990.0,1.0407575133799918,20000.0,0,48,0,1.0,49460
qft_n18.qasm,qft_n18,random_victim_start,uncertainty_exact,0,16,27,0,0,20000,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,14143.958333333334,14143.958333333334,14695.0,21240.0,678910.0,47,0.9791666666666666,True,24290.0,25280.0,990.0,1.0407575133799918,20000.0,0,48,0,1.0,49460
qft_n18.qasm,qft_n18,random_victim_start,uncertainty_exact,0,17,27,0,0,20000,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,14143.958333333334,14143.958333333334,14695.0,21240.0,678910.0,47,0.9791666666666666,True,24290.0,25280.0,990.0,1.0407575133799918,20000.0,0,48,0,1.0,49460
qft_n18.qasm,qft_n18,random_victim_start,uncertainty_exact,0,18,27,0,0,20000,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,14143.958333333334,14143.958333333334,14695.0,21240.0,678910.0,47,0.9791666666666666,True,24290.0,25280.0,990.0,1.0407575133799918,20000.0,0,48,0,1.0,49460
qft_n18.qasm,qft_n18,random_victim_start,uncertainty_exact,0,19,27,0,0,20000,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,14143.958333333334,14143.958333333334,14695.0,21240.0,678910.0,47,0.9791666666666666,True,24290.0,25280.0,990.0,1.0407575133799918,20000.0,0,48,0,1.0,49460
sat_n11.qasm,sat_n11,random_victim_start,uncertainty_exact,0,0,27,0,0,20000,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,672.2916666666666,672.2916666666666,0.0,4320.0,32270.0,14,0.2916666666666667,True,4675.0,4770.0,95.0,1.0203208556149732,4675.0,0,12,36,0.25,39880
sat_n11.qasm,sat_n11,random_victim_start,uncertainty_exact,0,1,27,0,0,20000,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,672.2916666666666,672.2916666666666,0.0,4320.0,32270.0,14,0.2916666666666667,True,4675.0,4770.0,95.0,1.0203208556149732,4675.0,0,12,36,0.25,39880
sat_n11.qasm,sat_n11,random_victim_start,uncertainty_exact,0,2,27,0,0,20000,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,672.2916666666666,672.2916666666666,0.0,4320.0,32270.0,14,0.2916666666666667,True,4675.0,4770.0,95.0,1.0203208556149732,4675.0,0,12,36,0.25,39880
sat_n11.qasm,sat_n11,random_victim_start,uncertainty_exact,0,3,27,0,0,20000,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,672.2916666666666,672.2916666666666,0.0,4320.0,32270.0,14,0.2916666666666667,True,4675.0,4770.0,95.0,1.0203208556149732,4675.0,0,12,36,0.25,39880
sat_n11.qasm,sat_n11,random_victim_start,uncertainty_exact,0,4,27,0,0,20000,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,672.2916666666666,672.2916666666666,0.0,4320.0,32270.0,14,0.2916666666666667,True,4675.0,4770.0,95.0,1.0203208556149732,4675.0,0,12,36,0.25,39880
sat_n11.qasm,sat_n11,random_victim_start,uncertainty_exact,0,5,27,0,0,20000,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,672.2916666666666,672.2916666666666,0.0,4320.0,32270.0,14,0.2916666666666667,True,4675.0,4770.0,95.0,1.0203208556149732,4675.0,0,12,36,0.25,39880
sat_n11.qasm,sat_n11,random_victim_start,uncertainty_exact,0,6,27,0,0,20000,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,672.2916666666666,672.2916666666666,0.0,4320.0,32270.0,14,0.2916666666666667,True,4675.0,4770.0,95.0,1.0203208556149732,4675.0,0,12,36,0.25,39880
sat_n11.qasm,sat_n11,random_victim_start,uncertainty_exact,0,7,27,0,0,20000,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,672.2916666666666,672.2916666666666,0.0,4320.0,32270.0,14,0.2916666666666667,True,4675.0,4770.0,95.0,1.0203208556149732,4675.0,0,12,36,0.25,39880
sat_n11.qasm,sat_n11,random_victim_start,uncertainty_exact,0,8,27,0,0,20000,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,672.2916666666666,672.2916666666666,0.0,4320.0,32270.0,14,0.2916666666666667,True,4675.0,4770.0,95.0,1.0203208556149732,4675.0,0,12,36,0.25,39880
sat_n11.qasm,sat_n11,random_victim_start,uncertainty_exact,0,9,27,0,0,20000,20000,40000,20000,probe_3_light_periodic,uniform,420,P1_disjoint,static_distributed,1,48,0.0,0.0,672.2916666666666,672.2916666666666,0.0,4320.0,32270.0,14,0.2916666666666667,True,4675.0,4770.0,95.0,1.0203208556149732,4675.0,0,12,36,0.25,39880
